id,nom,marque,caracteristiques,prix,Alimentation,Alimentation redondante,Appareils intégrés,Capacité,Caractéristiques,Catégorie,Compatibilité,Compatibilité TTA,Contrôleur de stockage,Contrôleur de stockage Quantité,Conçu pour,Couleur,Disponibilité de service,Dispositifs de sécurité,Disque dur,Durée totale de contrat,Format,Fourni avec,Garantie du fabricant,Hauteur (unités de rack),Interface,Lecteurs pris en charge,Lieu d'intervention,Localisation,Localisation et disposition,Nbre de licences,Nom de logiciel,Nombre de touches spéciales,Placage du connecteur,Plate-forme,Poids,Programme de ventes par le fabricant,Périphériques installés / Nbre de modules,Référence équivalente à celle du fabricant d'origine,Rétroéclairé,Service compris,Service et maintenance,Technologie de connectivité,Temps de latence,Temps de réponse,Tension,Type,Type d'emballage,Type de Produit,Type de boîtier,Type de mise à niveau,Type de mémoire,Type de tarification,Version,Vitesse,Vérification de l'Intégrité des Données
8173064,Kingston,KINGSTON,DDR5 - module - 32 Go - DIMM 288 broches - 5600 MT/s / PC5-44800 - CL46 - 1.1 V - mémoire sans tampon - non ECC,179.61,,,,32 Go,Mémoire sans tampon,,,,,,,,,,,,,,Garantie limitée à vie,,,,,,,,,,,,,,,,,,,,CL46,,1.1 V,,,Module mémoire,,Générique,DDR5 SDRAM - DIMM 288 broches,,,5600 MT/s (PC5-44800),Non ECC
5371366,Kingston ValueRAM,KINGSTON,DDR4 - module - 16 Go - DIMM 288 broches - 3200 MT/s / PC4-25600 - CL22 - 1.2 V - mémoire sans tampon - non ECC,95.94,,,,16 Go,"Deux rangs, terminaison intégrée (ODT), Serial Presence Detect (SPD), seize banques, rafraîchissement automatique faible puissance (LPASR), mémoire sans tampon",,,,,,,,,,,,,,Garantie limitée à vie (Russie - 10 ans),,,,,,,,,,Or,,,,,,,,,,CL22 (22-22-22),,1.2 V,,,Module mémoire,,Générique,DDR4 SDRAM - DIMM 288 broches,,,3200 MT/s (PC4-25600),Non ECC
6301609,Dell,DELL,DDR4 - module - 16 Go - SO DIMM 260 broches - 3200 MHz / PC4-25600 - 1.2 V - mémoire sans tampon - non ECC - Mise à niveau,106.75,,,,16 Go,"Un rang, mémoire sans tampon",,,,,,,,,,,,,,Garantie limitée à vie,,,,,,,,,,,,,,,"DELL AB371022, DELL SNP1CXP8C/16G",,,,,,,1.2 V,,,Module mémoire,,Spécifique au système,DDR4 SDRAM - SO DIMM 260 broches,Mise à niveau,,3200 MHz (PC4-25600),Non ECC
6014696,Kingston,KINGSTON,DDR4 - module - 8 Go - DIMM 288 broches - 3200 MT/s / PC4-25600 - CL22 - 1.2 V - mémoire sans tampon - non ECC,53.01,,,,8 Go,"Un rang, mémoire sans tampon",,,,,,,,,,,,,,Garantie limitée à vie (Russie - 10 ans),,,,,,,,,,,,,,,,,,,,CL22,,1.2 V,,,Module mémoire,,Générique,DDR4 SDRAM - DIMM 288 broches,,,3200 MT/s (PC4-25600),Non ECC
8173059,Kingston,KINGSTON,DDR5 - module - 32 Go - DIMM 288 broches - 4800 MHz / PC5-38400 - CL40 - 1.1 V - mémoire sans tampon - ECC,294.39,,,,32 Go,"Deux rangs, mémoire sans tampon",,,,,,,,,,,,,,Garantie limitée à vie,,,,,,,,,,,,,,,,,,,,CL40,,1.1 V,,,Module mémoire,,Générique,DDR5 SDRAM - DIMM 288 broches,,,4800 MHz (PC5-38400),ECC
6783192,Kingston FURY Impact,KINGSTON,DDR4 - kit - 64 Go: 2 x 32 Go - SO DIMM 260 broches - 3200 MT/s / PC4-25600 - CL20 - 1.2 V - mémoire sans tampon - non ECC - noir,379.36,,,,64 Go: 2 x 32 Go,"Deux rangs, terminaison intégrée (ODT), carte de circuits imprimés (PCB) noire, seize banques, Intel Extreme Memory Profiles (XMP 2.0), AMD Ryzen Ready, mémoire sans tampon",,,,,,,,,,,,,,Garantie limitée à vie (Russie - 10 ans),,,,,,,,,,,,,,,,,,,,CL20 (20-22-22),,1.2 V,,,Kit mémoire,,Générique,DDR4 SDRAM - SO DIMM 260 broches,,,3200 MT/s (PC4-25600),Non ECC
7645387,Micron,MICRON,DDR4 - module - 64 Go - DIMM 288 broches - 3200 MHz / PC4-25600 - CL22 - 1.2 V - mémoire enregistré - ECC,940.64,,,,64 Go,"Deux rangs, quatre bancs, mémoire enregistré",,,,,,,,,,,,,,Garantie de 3 ans,,,,,,,,,,,,,,,,,,,,CL22 (22-22-22),,1.2 V,,,Module mémoire,,Générique,DDR4 SDRAM - DIMM 288 broches,,,3200 MHz (PC4-25600),ECC
11455824,Kingston Server Premier,KINGSTON,DDR5 - module - 32 Go - DIMM 288 broches - 4800 MT/s / PC5-38400 - CL40 - 1.1 V - mémoire sans tampon - on-die ECC,287.39,,,,32 Go,"Deux rangs, 32 banques, Hynix A-Die, mémoire sans tampon",,,,,,,,,,,,,,Garantie limitée à vie (Russie - 10 ans),,,,,,,,,,Or,,,,,,,,,,CL40 (40-39-39),,1.1 V,,,Module mémoire,,Générique,DDR5 SDRAM - DIMM 288 broches,,,4800 MT/s (PC5-38400),On-die ECC
7712510,Micron,MICRON,DDR4 - module - 64 Go - module LRDIMM 288 broches - 3200 MHz / PC4-25600 - CL22 - 1.2 V,1269.26,,,,64 Go,,,,,,,,,,,,,,,Garantie de 3 ans,,,,,,,,,,,,,,,,,,,,CL22 (22-22-22),,1.2 V,,,Module mémoire,,Générique,DDR4 SDRAM - module LRDIMM 288 broches,,,3200 MHz (PC4-25600),
9538136,Dell 1RX8,DELL,DDR5 - module - 16 Go - SO DIMM 262 broches - 5600 MT/s - 1.1 V - mémoire sans tampon - non ECC - Mise à niveau,130.0,,,,16 Go,"Un rang, mémoire sans tampon",,,,,,,,,,,,,,Garantie limitée à vie,,,,,,,,,,,,,,,,,,,,,,1.1 V,,,Module mémoire,,Spécifique au système,DDR5 SDRAM - SO DIMM 262 broches,Mise à niveau,,5600 MT/s,Non ECC
9879390,Micron,MICRON,DDR5 - module - 64 Go - DIMM 288 broches - 5600 MHz / PC5-44800 - CL46 - mémoire enregistré,651.09,,,,64 Go,"Deux rangs, mémoire enregistré",,,,,,,,,,,,,,Garantie de 3 ans,,,,,,,,,,,,,,,,,,,,CL46,,,,,Module mémoire,,Générique,DDR5 SDRAM - DIMM 288 broches,,,5600 MHz (PC5-44800),
7960951,HPE SmartMemory,HP ENT,DDR5 - module - 64 Go - DIMM 288 broches - 4800 MHz / PC5-38400 - CL40 - 1.1 V - mémoire enregistré - ECC,3136.0,,,,64 Go,"Deux rangs, mémoire enregistré",,,,,,,,,,,,,,,,,,,,,,,,,,,,,HPE P43331-B21,,,,,CL40 (40-39-39),,1.1 V,,,Module mémoire,,Spécifique au système,DDR5 SDRAM - DIMM 288 broches,,,4800 MHz (PC5-38400),ECC
6014692,Kingston ValueRAM,KINGSTON,DDR4 - module - 8 Go - DIMM 288 broches - 3200 MT/s / PC4-25600 - CL22 - 1.2 V - mémoire sans tampon - non ECC,50.38,,,,8 Go,"Un rang, terminaison intégrée (ODT), Serial Presence Detect (SPD), seize banques, rafraîchissement automatique faible puissance (LPASR), mémoire sans tampon",,,,,,,,,,,,,,Garantie limitée à vie (Russie - 10 ans),,,,,,,,,,Or,,,,,,,,,,CL22 (22-22-22),,1.2 V,,,Module mémoire,,Générique,DDR4 SDRAM - DIMM 288 broches,,,3200 MT/s (PC4-25600),Non ECC
2915948,Kingston ValueRAM,KINGSTON,DDR3L - module - 8 Go - DIMM 240 broches - 1600 MT/s / PC3L-12800 - CL11 - 1.35 / 1.5 V - mémoire sans tampon - non ECC,56.96,,,,8 Go,"Basse tension, mémoire sans tampon",,,,,,,,,,,,,,Garantie limitée à vie,,,,,,,,,,Or,,,,,,,,,,CL11 (11-11-11),,1.35 / 1.5 V,,,Module mémoire,,Générique,DDR3L SDRAM - DIMM 240 broches,,,1600 MT/s (PC3L-12800),Non ECC
6816568,Lenovo TruDDR4,LENOVO,DDR4 - module - 64 Go - DIMM 288 broches - 3200 MHz / PC4-25600 - 1.2 V - mémoire enregistré - ECC - pour ThinkAgile MX3330-F Appliance; MX3330-H Appliance; MX3331-F Certified Node,849.0,,,,64 Go,"Deux rangs, mémoire enregistré",,,,,,ThinkAgile HX1330 Appliance; HX3331 Certified Node; HX5530 Appliance; HX5531 Certified Node; HX7530 Appliance; HX7531 Certified Node; MX3330-F Appliance; MX3330-H Appliance; MX3331-F Certified Node; MX3331-H Certified Node; MX3530-H Hybrid Appliance; MX3531-H Hybrid Certified Node,,,,,,,,,,,,,,,,,,,,,,,Lenovo 4X77A08635,,,,,,,1.2 V,,,Module mémoire,,Spécifique au système,DDR4 SDRAM - DIMM 288 broches,,,3200 MHz (PC4-25600),ECC
10369578,Kingston,KINGSTON,DDR5 - module - 64 Go - DIMM 288 broches - 5600 MHz / PC5-44800 - CL46 - 1.1 V - mémoire enregistré - ECC,592.73,,,,64 Go,"Deux rangs, mémoire enregistré",,,,,,,,,,,,,,Garantie limitée à vie (Russie - 10 ans),,,,,,,,,,,,,,,,,,,,CL46,,1.1 V,,,Module mémoire,,Générique,DDR5 SDRAM - DIMM 288 broches,,,5600 MHz (PC5-44800),ECC
5263862,HPE SmartMemory,HP ENT,DDR4 - module - 16 Go - DIMM 288 broches - 2933 MHz / PC4-23400 - CL21 - 1.2 V - mémoire enregistré - ECC,357.0,,,,16 Go,"Un rang, mémoire enregistré",,,,,,"Nimble Storage dHCI Large Solution with HPE ProLiant DL380 Gen10, Medium Solution with HPE ProLiant DL360 Gen10, Small Solution with HPE ProLiant DL360 Gen10; ProLiant DL180 Gen10, DL360 Gen10, DL380 Gen10, DL388 Gen10, DL560 Gen10, DX170r Gen10, DX380 Gen10, DX560 Gen10; Synergy 480 Gen10",,,,,,,,,,,,,,,,,,,,,,,HPE P00920-B21,,,,,CL21 (21-21-21),,1.2 V,,,Module mémoire,,Spécifique au système,DDR4 SDRAM - DIMM 288 broches,,,2933 MHz (PC4-23400),ECC
11774035,Micron,MICRON,DDR5 - module - 32 Go - DIMM 288 broches - 6400 MHz / PC5-51200 - CL52 - 1.1 V - mémoire enregistré - ECC - vert,386.52,,,,32 Go,"Deux rangs, mémoire enregistré",,,,,,,,,,,,,,Garantie de 3 ans,,,,,,,,,,,,,,,,,,,,CL52 (52-52-52),,1.1 V,,,Module mémoire,,Générique,DDR5 SDRAM - DIMM 288 broches,,,6400 MHz (PC5-51200),ECC
10375819,Kingston,KINGSTON,DDR5 - module - 32 Go - DIMM 288 broches - 5600 MHz / PC5-44800 - CL46 - 1.1 V - mémoire enregistré - ECC,304.03,,,,32 Go,"32 banques, deux rangs, puces Micron D-Die, mémoire enregistré",,,,,,,,,,,,,,Garantie limitée à vie (Russie - 10 ans),,,,,,,,,,Or,,,,,,,,,,CL46 (46-45-45),,1.1 V,,,Module mémoire,,Générique,DDR5 SDRAM - DIMM 288 broches,,,5600 MHz (PC5-44800),ECC
5247586,Lenovo TruDDR4,LENOVO,"DDR4 - module - 32 Go - DIMM 288 broches - 2933 MHz / PC4-23400 - 1.2 V - mémoire enregistré - ECC - pour ThinkAgile HX2320 Appliance; ThinkAgile VX Certified Node 7Y94, 7Z12",485.0,,,,32 Go,"Deux rangs, mémoire enregistré",,,,,,"ThinkAgile HX2320 Appliance; ThinkAgile VX Certified Node 7Y94, 7Z12; ThinkAgile VX7820 Appliance; ThinkSystem SD530; SD650; SN550; SN850; SR530; SR550; SR570; SR590; SR630; SR650; SR850; SR860; SR950; ST550",,,,,,,,,,,,,,,,,,,,,,,Lenovo 4ZC7A08709,,,,,,,1.2 V,,,Module mémoire,,Spécifique au système,DDR4 SDRAM - DIMM 288 broches,,,2933 MHz (PC4-23400),ECC
6783090,Kingston FURY Impact,KINGSTON,DDR4 - module - 8 Go - SO DIMM 260 broches - 3200 MHz / PC4-25600 - CL20 - 1.2 V - mémoire sans tampon - non ECC - noir,51.25,,,,8 Go,"Un rang, terminaison intégrée (ODT), carte de circuits imprimés (PCB) noire, seize banques, Intel Extreme Memory Profiles (XMP 2.0), AMD Ryzen Ready, mémoire sans tampon",,,,,,,,,,,,,,Garantie limitée à vie (Russie - 10 ans),,,,,,,,,,,,,,,,,,,,CL20 (20-22-22),,1.2 V,,,Module mémoire,,Générique,DDR4 SDRAM - SO DIMM 260 broches,,,3200 MHz (PC4-25600),Non ECC
7890811,Crucial,MICRON,DDR5 - module - 16 Go - SO DIMM 262 broches - 5600 MT/s / PC5-44800 - CL46 - 1.1 V - non ECC,95.55,,,,16 Go,Un rang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CL46,,1.1 V,,,Module mémoire,,Générique,DDR5 SDRAM - SO DIMM 262 broches,,,5600 MT/s (PC5-44800),Non ECC
8269917,Kingston ValueRAM,KINGSTON,DDR5 - module - 16 Go - SO DIMM 262 broches - 5600 MT/s / PC5-44800 - CL46 - 1.1 V - mémoire sans tampon - on-die ECC,86.73,,,,16 Go,"Un rang, mémoire sans tampon",,,,,,,,,,,,,,Garantie limitée à vie,,,,,,,,,,Or,,,,,,,,,,CL46 (46-45-45),,1.1 V,,,Module mémoire,,Générique,DDR5 SDRAM - SO DIMM 262 broches,,,5600 MT/s (PC5-44800),On-die ECC
9879391,Micron,MICRON,DDR5 - module - 96 Go - DIMM 288 broches - 4800 MHz - CL40 - mémoire enregistré - ECC,684.51,,,,96 Go,"Deux rangs, mémoire enregistré",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CL40 (40-39-39),,,,,Module mémoire,,Spécifique au système,DDR5 SDRAM - DIMM 288 broches,,,4800 MHz,ECC
7641580,Micron,MICRON,DDR5 - module - 16 Go - DIMM 288 broches - 4800 MHz / PC5-38400 - CL40 - 1.1 V - mémoire enregistré - ECC,235.16,,,,16 Go,Mémoire enregistré,,,,,,,,,,,,,,Garantie de 3 ans,,,,,,,,,,,,,,,,,,,,CL40 (40-39-39),,1.1 V,,,Module mémoire,,Générique,DDR5 SDRAM - DIMM 288 broches,,,4800 MHz (PC5-38400),ECC
8397702,Kingston,KINGSTON,DDR5 - module - 32 Go - DIMM 288 broches - 4800 MHz / PC5-38400 - CL40 - 1.1 V - mémoire enregistré - ECC,311.05,,,,32 Go,"Deux rangs, mémoire enregistré",,,,,,,,,,,,,,Garantie limitée à vie,,,,,,,,,,,,,,,,,,,,CL40,,1.1 V,,,Module mémoire,,Générique,DDR5 SDRAM - DIMM 288 broches,,,4800 MHz (PC5-38400),ECC
7712518,Micron,MICRON,DDR4 - module - 16 Go - DIMM 288 broches - 3200 MHz / PC4-25600 - CL22 - 1.2 V - mémoire sans tampon - ECC,321.16,,,,16 Go,Mémoire sans tampon,,,,,,,,,,,,,,Garantie de 3 ans,,,,,,,,,,,,,,,,,,,,CL22 (22-22-22),,1.2 V,,,Module mémoire,,Générique,DDR4 SDRAM - DIMM 288 broches,,,3200 MHz (PC4-25600),ECC
11774102,Micron,MICRON,DDR5 - module - 32 Go - DIMM 288 broches - 5600 MHz / PC5-44800 - CL46 - mémoire sans tampon - ECC,375.12,,,,32 Go,"Deux rangs, mémoire sans tampon",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CL46,,,,,Module mémoire,,Générique,DDR5 SDRAM - DIMM 288 broches,,,5600 MHz (PC5-44800),ECC
6315703,Kingston,KINGSTON,DDR4 - module - 32 Go - DIMM 288 broches - 3200 MT/s - CL22 - 1.2 V - mémoire sans tampon - non ECC,198.02,,,,32 Go,"Deux rangs, mémoire sans tampon",,,,,,,,,,,,,,Garantie limitée à vie (Russie - 10 ans),,,,,,,,,,,,,,,,,,,,CL22,,1.2 V,,,Module mémoire,,Spécifique au système,DDR4 SDRAM - DIMM 288 broches,,,3200 MT/s,Non ECC
9538133,Dell 1RX8,DELL,DDR5 - module - 16 Go - DIMM 288 broches - 5600 MHz - 1.1 V - mémoire sans tampon - non ECC - Mise à niveau,130.0,,,,16 Go,"Un rang, mémoire sans tampon",,,,,,,,,,,,,,Garantie limitée à vie,,,,,,,,,,,,,,,,,,,,,,1.1 V,,,Module mémoire,,Spécifique au système,DDR5 SDRAM - DIMM 288 broches,Mise à niveau,,5600 MHz,Non ECC
7641578,Micron,MICRON,DDR5 - module - 64 Go - DIMM 288 broches - 4800 MHz / PC5-38400 - CL40 - 1.1 V - mémoire enregistré - ECC,651.09,,,,64 Go,"Deux rangs, mémoire enregistré",,,,,,,,,,,,,,Garantie de 3 ans,,,,,,,,,,,,,,,,,,,,CL40 (40-39-39),,1.1 V,,,Module mémoire,,Générique,DDR5 SDRAM - DIMM 288 broches,,,4800 MHz (PC5-38400),ECC
7858565,HPE SmartMemory,HP ENT,"DDR5 - module - 32 Go - DIMM 288 broches - 4800 MHz / PC5-38400 - CL40 - 1.1 V - mémoire enregistré - pour ProLiant DL325 Gen11, DL345 Gen11, DL385 Gen11",1580.0,,,,32 Go,"Deux rangs, mémoire enregistré",,,,,,"ProLiant DL325 Gen11, DL345 Gen11, DL385 Gen11",,,,,,,,,,,,,,,,,,,,,,,,,,,,CL40 (40-39-39),,1.1 V,,,Module mémoire,,Générique,DDR5 SDRAM - DIMM 288 broches,,,4800 MHz (PC5-38400),
6783093,Kingston FURY Beast,KINGSTON,DDR4 - kit - 16 Go: 2 x 8 Go - DIMM 288 broches - 3200 MT/s / PC4-25600 - CL16 - 1.35 V - mémoire sans tampon - non ECC - noir,104.27,,,,16 Go: 2 x 8 Go,"Un rang, terminaison intégrée (ODT), Serial Presence Detect (SPD), bi-canal, carte de circuits imprimés (PCB) noire, dissipateur thermique faible encombrement, seize banques, Intel Extreme Memory Profiles (XMP 2.0), AMD Ryzen Ready, mémoire sans tampon",,,,,,,,,,,,,,Garantie limitée à vie (Russie - 10 ans),,,,,,,,,,Or,,,,,,,,,,CL16 (16-18-18),,1.35 V,,,Kit mémoire,,Générique,DDR4 SDRAM - DIMM 288 broches,,,3200 MT/s (PC4-25600),Non ECC
10232890,Crucial Pro 48GB DDR5-5600 UDIMM TRAY,MICRON,Crucial - DDR5 - module - 48 Go - DIMM 288 broches - 5600 MHz / PC5-44800 - CL46 - 1.1 V - mémoire sans tampon - on-die ECC - noir - se vend par 10 quantités,252.13,,,,48 Go,Mémoire sans tampon,,,,,,,,,,,,,,Garantie limitée à vie,,,,,,,,,,,,,,,,,,,,CL46 (46-45-45),,1.1 V,,,Module mémoire,,Générique,DDR5 SDRAM - DIMM 288 broches,,,5600 MHz (PC5-44800),On-die ECC
5650311,Dell,DELL,DDR4 - module - 8 Go - SO DIMM 260 broches - 3200 MHz / PC4-25600 - mémoire sans tampon - non ECC - Mise à niveau,67.5,,,,8 Go,"Un rang, mémoire sans tampon",,,,,,,,,,,,,,Garantie limitée à vie,,,,,,,,,,,,,,,"DELL SNP6VDX7C/8G, DELL AA937595",,,,,,,,,,Module mémoire,,Spécifique au système,DDR4 SDRAM - SO DIMM 260 broches,Mise à niveau,,3200 MHz (PC4-25600),Non ECC
5412992,Integral,INTEGRAL,DDR4 - module - 16 Go - SO DIMM 260 broches - 2666 MHz / PC4-21300 - CL19 - 1.2 V - mémoire sans tampon - non ECC,62.79,,,,16 Go,Mémoire sans tampon,,,,,,,,,,,,,,"Garantie limitée à vie (Allemagne, Autriche et France - 10 ans)",,,,,,,,,,,,,,,,,,,,CL19,,1.2 V,,,Module mémoire,,Générique,DDR4 SDRAM - SO DIMM 260 broches,,,2666 MHz (PC4-21300),Non ECC
9879396,Micron,MICRON,DDR5 - module - 32 Go - DIMM 288 broches - 5600 MHz / PC5-44800 - CL46 - mémoire enregistré,375.12,,,,32 Go,"Un rang, mémoire enregistré",,,,,,,,,,,,,,Garantie de 3 ans,,,,,,,,,,,,,,,,,,,,CL46,,,,,Module mémoire,,Générique,DDR5 SDRAM - DIMM 288 broches,,,5600 MHz (PC5-44800),
8677888,Crucial Pro,MICRON,DDR5 - kit - 48 Go: 2 x 24 Go - DIMM 288 broches - 5600 MHz / PC5-44800 - CL46 - 1.1 V - mémoire sans tampon - on-die ECC - noir,263.24,,,,48 Go: 2 x 24 Go,"AMD EXPO, Intel Extreme Memory Profiles (XMP 3.0), mémoire sans tampon",,,,,,,,,,,,,,Garantie limitée à vie,,,,,,,,,,,,,,,,,,,,CL46 (46-45-45),,1.1 V,,,Kit mémoire,,Générique,DDR5 SDRAM - DIMM 288 broches,,,5600 MHz (PC5-44800),On-die ECC
9031495,Crucial,MICRON,DDR5 - module - 24 Go - SO DIMM 262 broches - 5600 MT/s / PC5-44800 - CL46 - 1.1 V - on-die ECC - noir,124.22,,,,24 Go,,,,,,,,,,,,,,,Garantie limitée à vie,,,,,,,,,,,,,,,,,,,,CL46 (46-45-45),,1.1 V,,,Module mémoire,,Générique,DDR5 SDRAM - SO DIMM 262 broches,,,5600 MT/s (PC5-44800),On-die ECC
7337064,Kingston FURY Beast,KINGSTON,DDR5 - module - 8 Go - DIMM 288 broches - 5200 MHz / PC5-41600 - CL38 - 1.25 V - mémoire sans tampon - on-die ECC,49.94,,,,8 Go,"Intel Extreme Memory Profiles (XMP 3.0), dissipateur de chaleur, un rang, mémoire sans tampon",,,,,,,,,,,,,,Garantie limitée à vie (Russie - 10 ans),,,,,,,,,,,,,,,,,,,,CL38 (38-38-38),,1.25 V,,,Module mémoire,,Générique,DDR5 SDRAM - DIMM 288 broches,,,5200 MHz (PC5-41600),On-die ECC
9538134,Dell 1RX16,DELL,DDR5 - module - 8 Go - DIMM 288 broches - 5600 MHz - 1.1 V - mémoire sans tampon - non ECC - Mise à niveau,72.0,,,,8 Go,"Un rang, mémoire sans tampon",,,,,,,,,,,,,,Garantie limitée à vie,,,,,,,,,,,,,,,,,,,,,,1.1 V,,,Module mémoire,,Spécifique au système,DDR5 SDRAM - DIMM 288 broches,Mise à niveau,,5600 MHz,Non ECC
9031502,Crucial 32GB DDR5-5600 UDIMM CL46 (16Gbit),MICRON,Crucial - DDR5 - module - 32 Go - UDIMM 288 broches - 5600 MHz / PC5 -38400 - CL 46 -1.1 V - mémoire sans tampon - no ECC,191.1,,,,32 Go,"Deux rangs, mémoire sans tampon",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CL46,,1.1 V,,,Module mémoire,,Générique,DDR5 SDRAM - DIMM 288 broches,,,5600 MT/s (PC5-44800),On-die ECC
3736935,Kingston,KINGSTON,DDR3L - module - 8 Go - SO DIMM 204 broches - 1600 MT/s / PC3L-12800 - CL11 - 1.35 V - mémoire sans tampon - non ECC,58.71,,,,8 Go,"Basse tension, mémoire sans tampon",,,,,,,,,,,,,,Garantie limitée à vie (Russie - 10 ans),,,,,,,,,,Or,,,,,"HP H6Y77AA, DELL A7022339, HP H6Y77UT, HP 693374-001, Toshiba PA5104U-1M8G, Lenovo 0B47381, HP 693374-005, HP H6Y77ET, Panasonic CF-KBAS08GM, Apple MF495G/A (1/2)",,,,,CL11,,1.35 V,,,Module mémoire,,Générique,DDR3L SDRAM - SO DIMM 204 broches,,,1600 MT/s (PC3L-12800),Non ECC
5371367,Kingston ValueRAM,KINGSTON,DDR4 - module - 8 Go - DIMM 288 broches - 3200 MT/s / PC4-25600 - CL22 - 1.2 V - mémoire sans tampon - non ECC,50.38,,,,8 Go,"Un rang, terminaison intégrée (ODT), Serial Presence Detect (SPD), seize banques, rafraîchissement automatique faible puissance (LPASR), mémoire sans tampon",,,,,,,,,,,,,,Garantie limitée à vie (Russie - 10 ans),,,,,,,,,,Or,,,,,,,,,,CL22 (22-22-22),,1.2 V,,,Module mémoire,,Générique,DDR4 SDRAM - DIMM 288 broches,,,3200 MT/s (PC4-25600),Non ECC
7469009,Integral,INTEGRAL,DDR4 - module - 16 Go - DIMM 288 broches - 3200 MHz / PC4-25600 - CL22 - 1.2 V - mémoire sans tampon - non ECC,51.96,,,,16 Go,"Deux rangs, mémoire sans tampon",,,,,,,,,,,,,,"Garantie limitée à vie (Allemagne, Autriche et France - 10 ans)",,,,,,,,,,,,,,,,,,,,CL22,,1.2 V,,,Module mémoire,,Générique,DDR4 SDRAM - DIMM 288 broches,,,3200 MHz (PC4-25600),Non ECC
3736930,Kingston,KINGSTON,DDR3L - module - 4 Go - SO DIMM 204 broches - 1600 MHz / PC3L-12800 - CL11 - 1.35 V - mémoire sans tampon - non ECC,31.12,,,,4 Go,"Basse tension, mémoire sans tampon",,,,,,,,,,,,,,Garantie limitée à vie (Russie - 10 ans),,,,,,,,,,Or,,,,,"Panasonic CF-WMBA1104G, HP 691740-001, HP H6Y75AA, HP H6Y75UT, Toshiba PA5104U-1M4G, Panasonic CF-WMBA1204G, HP D0H47AV, DELL A6950118, DELL A6951103, Panasonic CF-WMBA1304G, Panasonic CF-BAX04GI, Lenovo 0B47380, HP H6Y75ET, Panasonic CF-BAS04GU",,,,,CL11,,1.35 V,,,Module mémoire,,Générique,DDR3L SDRAM - SO DIMM 204 broches,,,1600 MHz (PC3L-12800),Non ECC
8347234,Kingston,KINGSTON,DDR5 - module - 32 Go - SO DIMM 262 broches - 5600 MT/s / PC5-44800 - CL46 - 1.1 V - mémoire sans tampon - non ECC,179.61,,,,32 Go,Mémoire sans tampon,,,,,,,,,,,,,,Garantie limitée à vie,,,,,,,,,,,,,,,,,,,,CL46,,1.1 V,,,Module mémoire,,Générique,DDR5 SDRAM - SO DIMM 262 broches,,,5600 MT/s (PC5-44800),Non ECC
9806015,Kingston,KINGSTON,DDR5 - module - 16 Go - DIMM 288 broches - 5600 MT/s / PC5-44800 - CL46 - 1.1 V - mémoire sans tampon - on-die ECC,149.82,,,,16 Go,Mémoire sans tampon,,,,,,,,,,,,,,Garantie limitée à vie,,,,,,,,,,,,,,,,,,,,CL46 (46-45-45),,1.1 V,,,Module mémoire,,Générique,DDR5 SDRAM - DIMM 288 broches,,,5600 MT/s (PC5-44800),On-die ECC
7712515,Micron,MICRON,DDR4 - module - 16 Go - SO DIMM 260 broches - 3200 MHz / PC4-25600 - CL22 - 1.2 V - mémoire sans tampon - ECC,321.16,,,,16 Go,Mémoire sans tampon,,,,,,,,,,,,,,Garantie de 3 ans,,,,,,,,,,,,,,,,,,,,CL22 (22-22-22),,1.2 V,,,Module mémoire,,Générique,DDR4 SDRAM - SO DIMM 260 broches,,,3200 MHz (PC4-25600),ECC
5534301,Kingston,KINGSTON,DDR4 - module - 32 Go - DIMM 288 broches - 3200 MHz / PC4-25600 - CL22 - 1.2 V - mémoire enregistré - ECC,539.4,,,,32 Go,"Deux rangs, mémoire enregistré",,,,,,,,,,,,,,Garantie limitée à vie (Russie - 10 ans),,,,,,,,,,Or,,,,,,,,,,CL22,,1.2 V,,,Module mémoire,,Spécifique au système,DDR4 SDRAM - DIMM 288 broches,,,3200 MHz (PC4-25600),ECC
4497656,Kingston,KINGSTON,"DDR4 - module - 32 Go - DIMM 288 broches - 2666 MHz / PC4-21300 - CL19 - 1.2 V - mémoire enregistré - ECC - pour Dell PowerEdge C4140, C6420, FC430, FC830, M830, MX740, MX840; Precision 5820, 7820, 7920",544.54,,,,32 Go,Mémoire enregistré,,,,,,"Dell PowerEdge C4130, C4140, C6420, FC430, FC630, FC830, M630, M830, MX740c, MX840c, T430, T630; Precision 5820 Tower, 7820 Tower, 7920 Rack, 7920 Tower; Precision Tower 5810",,,,,,,,Garantie limitée à vie (Russie - 10 ans),,,,,,,,,,Or,,,,,DELL A9781929,,,,,CL19,,1.2 V,,,Module mémoire,,Spécifique au système,DDR4 SDRAM - DIMM 288 broches,,,2666 MHz (PC4-21300),ECC
