id,nom,marque,caracteristiques,prix,Alimentation,Alimentation redondante,Appareils intégrés,Capacité,Caractéristiques,Catégorie,Compatibilité,Compatibilité TTA,Contrôleur de stockage,Contrôleur de stockage Quantité,Conçu pour,Couleur,Disponibilité de service,Dispositifs de sécurité,Disque dur,Durée totale de contrat,Format,Fourni avec,Garantie du fabricant,Hauteur (unités de rack),Interface,Lecteurs pris en charge,Lieu d'intervention,Localisation,Localisation et disposition,Nbre de licences,Nom de logiciel,Nombre de touches spéciales,Placage du connecteur,Plate-forme,Poids,Programme de ventes par le fabricant,Périphériques installés / Nbre de modules,Référence équivalente à celle du fabricant d'origine,Rétroéclairé,Service compris,Service et maintenance,Technologie de connectivité,Temps de latence,Temps de réponse,Tension,Type,Type d'emballage,Type de Produit,Type de boîtier,Type de mise à niveau,Type de mémoire,Type de tarification,Version,Vitesse,Vérification de l'Intégrité des Données
6372550,Supermicro,SUPERMICRO,DDR4 - module - 32 Go - DIMM 288 broches - 2933 MHz / PC4-23400 - CL21 - 1.2 V - mémoire sans tampon - ECC,317.88,,,,32 Go,"Deux rangs, mémoire sans tampon",,,,,,,,,,,,,,Garantie de 5 ans,,,,,,,,,,,,,,,,,,,,CL21,,1.2 V,,,Module mémoire,,Spécifique au système,DDR4 SDRAM - DIMM 288 broches,,,2933 MHz (PC4-23400),ECC
8231470,DDR4 ECC RDIMM 64GB,SYNOLOGY,"DDR4 - module - 64 Go - DIMM 288 broches - mémoire enregistré - ECC - pour Synology SA3410, SA3610, SA6400; FlashStation FS3410; High Density HD6500",1275.0,,,,64 Go,Mémoire enregistré,,,,,,"Synology SA3410, SA3610, SA6400; FlashStation FS3410; High Density HD6500",,,,,,,,Garantie de 5 ans,,,,,,,,,,,,,,,,,,,,,,,,,Module mémoire,,Spécifique au système,DDR4 SDRAM - DIMM 288 broches,,,,ECC
11931122,Micron,MICRON,DDR5 - module - 32 Go - DIMM 288 broches - 6400 MHz / PC5-51200 - CL52 - 1.1 V - mémoire enregistré - ECC - vert,384.78,,,,32 Go,"Un rang, mémoire enregistré",,,,,,,,,,,,,,Garantie limitée de 3 ans,,,,,,,,,,,,,,,,,,,,CL52 (52-52-52),,1.1 V,,,Module mémoire,,Générique,DDR5 SDRAM - DIMM 288 broches,,,6400 MHz (PC5-51200),ECC
8689544,HPE SmartMemory,HP ENT,DDR5 - module - 96 Go - DIMM 288 broches - 4800 MHz / PC5-38400 - CL46 - 1.1 V - mémoire enregistré,4944.0,,,,96 Go,"Quad-rank (sur 4 rangs), mémoire enregistré",,,,,,,,,,,,,,,,,,,,,,,,,,,,,HPE P66676-B21,,,,,CL46 (46-45-45),,1.1 V,,,Module mémoire,,Spécifique au système,DDR5 SDRAM - DIMM 288 broches,,,4800 MHz (PC5-38400),
6384527,HPE SmartMemory,HP ENT,DDR4 - module - 8 Go - DIMM 288 broches - 3200 MHz / PC4-25600 - CL22 - mémoire enregistré - ECC,388.0,,,,8 Go,"Un rang, mémoire enregistré",,,,,,"ProLiant DL110 Gen10 Plus Front Cabled Telco, DL360 Gen10 Plus, DL360 Gen10 Plus All-NVMe Server for Software Defined Storage, DL360 Gen10 Plus for Weka Base Tracking, DL360 Gen10 Plus Network Choice, DL380 Gen10 Plus, DL380 Gen10 Plus Network Choice; Synergy 480 Gen10 Plus Base Compute Module",,,,,,,,,,,,,,,,,,,,,,,"HPE P07525-B21, HPE P21671-001",,,,,CL22 (22-22-22),,,,,Module mémoire,,Spécifique au système,DDR4 SDRAM - DIMM 288 broches,,,3200 MHz (PC4-25600),ECC
8653822,Micron,MICRON,DDR4 - module - 32 Go - DIMM 288 broches - 3200 MHz / PC4-25600 - CL22 - 1.2 V - mémoire enregistré - ECC,491.38,,,,32 Go,"Deux rangs, terminaison intégrée (ODT), rafraîchissement automatique faible puissance (LPASR), Serial Presence Detect (SPD), mémoire enregistré",,,,,,,,,,,,,,,,,,,,,,,,Or,,,,,,,,,,CL22,,1.2 V,,,Module mémoire,,Générique,DDR4 SDRAM - DIMM 288 broches,,,3200 MHz (PC4-25600),ECC
9538272,Dell,DELL,DDR5 - module - 64 Go - DIMM 288 broches - 4800 MHz - mémoire enregistré - Mise à niveau,1197.25,,,,64 Go,"Deux rangs, mémoire enregistré",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Module mémoire,,Spécifique au système,DDR5 SDRAM - DIMM 288 broches,Mise à niveau,,4800 MHz,
11939491,QNAP,QNAP,T1 version - DDR4 - module - 4 Go - SO DIMM 260 broches - 2666 MT/s / PC4-21300 - 1.2 V - mémoire sans tampon - non ECC - pour QNAP TS-873A,162.4,,,,4 Go,Mémoire sans tampon,,,,,,QNAP TS-873A,,,,,,,,,,,,,,,,,,,,,,,QNAP RAM-4GDR4T1-SO-2666,,,,,,,1.2 V,,,Module mémoire,,Spécifique au système,DDR4 SDRAM - SO DIMM 260 broches,,,2666 MT/s (PC4-21300),Non ECC
4364502,Fujitsu,FUJITSU-TS,"DDR4 - module - 8 Go - DIMM 288 broches - 2400 MHz / PC4-19200 - 1.2 V - mémoire sans tampon - ECC - pour PRIMERGY RX1330 M3, TX1310 M3",169.0,,,,8 Go,"Un rang, mémoire sans tampon",,,,,,"PRIMERGY RX1330 M3, TX1310 M3",,,,,,,,,,,,,,,,,,,,,,,Fujitsu S26361-F3909-L615,,,,,,,1.2 V,,,Module mémoire,,Spécifique au système,DDR4 SDRAM - DIMM 288 broches,,,2400 MHz (PC4-19200),ECC
10524652,HPE SmartMemory,HP ENT,DDR5 - module - 128 Go - DIMM 288 broches - 5600 MHz / PC5-44800 - CL46 - 1.1 V - mémoire enregistré - ECC,7383.0,,,,128 Go,"Deux rangs, mémoire enregistré",,,,,,,,,,,,,,,,,,,,,,,,,,,,,HPE P64988-B21,,,,,CL46 (46-45-45),,1.1 V,,,Module mémoire,,Spécifique au système,DDR5 SDRAM - DIMM 288 broches,,,5600 MHz (PC5-44800),ECC
10525468,HPE SmartMemory,HP ENT,DDR5 - module - 32 Go - DIMM 288 broches - 5600 MHz / PC5-44800 - CL46 - 1.1 V - mémoire enregistré - ECC,1706.0,,,,32 Go,"Deux rangs, mémoire enregistré",,,,,,,,,,,,,,,,,,,,,,,,,,,,,HPE P64985-B21,,,,,CL46 (46-45-45),,1.1 V,,,Module mémoire,,Spécifique au système,DDR5 SDRAM - DIMM 288 broches,,,5600 MHz (PC5-44800),ECC
10525470,HPE SmartMemory,HP ENT,DDR5 - module - 16 Go - DIMM 288 broches - 5600 MHz / PC5-44800 - CL46 - 1.1 V - mémoire enregistré - ECC,912.0,,,,16 Go,"Un rang, mémoire enregistré",,,,,,,,,,,,,,,,,,,,,,,,,,,,,HPE P64984-B21,,,,,CL46 (46-45-45),,1.1 V,,,Module mémoire,,Spécifique au système,DDR5 SDRAM - DIMM 288 broches,,,5600 MHz (PC5-44800),ECC
2652901,Lexmark,LEXMARK,"DDR3 - module - 512 Mo - pour Lexmark MS510dn, MS510dtn, MS517dn, MS610dn, MS610dtn, MS617dn",56.0,,,,512 Mo,,,,,,,"Lexmark MS510dn, MS510dtn, MS517dn, MS610dn, MS610dtn, MS617dn",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Module mémoire,,Spécifique au système,DDR3 SDRAM,,,,
2652902,Lexmark,LEXMARK,"DDR3 - module - 1 Go - pour Lexmark C2132, CX410, CX510, MB2442, MX511, MX812, MX910, XM5263, XM5270, XM7263, XM7270",81.9,,,,1 Go,,,,,,,"Lexmark C2132, C9235, CS317, CS417, CS517, CS921, CS923, CX317, CX410, CX417, CX510, CX517, CX921, CX922, CX923, CX924, MB2442, MS817, MS818, MX417, MX511, MX517, MX521, MX617, MX622, MX717, MX718, MX810, MX811, MX812, MX910, XC9235, XC9245, XC9255, XC9265, XM5263, XM5270, XM7263, XM7270, XM9165",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Module mémoire,,Spécifique au système,DDR3 SDRAM,,,,
7740996,Cisco,CISCO,DDR4 - module - 32 Go - DIMM 288 broches - mémoire sans tampon - ECC,3195.38,,,,32 Go,Mémoire sans tampon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cisco MEM-5400-32G,,,,,,,,,,Module mémoire,,Spécifique au système,DDR4 SDRAM - DIMM 288 broches,,,,ECC
6863651,HPE SmartMemory,HP ENT,"DDR4 - module - 16 Go - DIMM 288 broches - 3200 MHz / PC4-25600 - CL22 - 1.2 V - mémoire enregistré - pour Apollo 4200 Gen10 Plus, 4200 Gen10 Plus for HPE Ezmeral Tracking",519.0,,,,16 Go,"Deux rangs, mémoire enregistré",,,,,,"Apollo 4200 Gen10 Plus, 4200 Gen10 Plus for HPE Ezmeral Tracking",,,,,,,,,,,,,,,,,,,,,,,HPE P06031-K21,,,,,CL22 (22-22-22),,1.2 V,,,Module mémoire,,Spécifique au système,DDR4 SDRAM - DIMM 288 broches,,,3200 MHz (PC4-25600),
8208707,Micron,MICRON,DDR5 - module - 64 Go - DIMM 288 broches - 4800 MHz / PC5-38400 - CL40 - 1.1 V - ECC,649.32,,,,64 Go,,,,,,,,,,,,,,,Garantie de 3 ans,,,,,,,,,,,,,,,,,,,,CL40,,1.1 V,,,Module mémoire,,Générique,DDR5 SDRAM - DIMM 288 broches,,,4800 MHz (PC5-38400),ECC
4133020,Lenovo,LENOVO,"DDR4 - module - 16 Go - DIMM 288 broches - 2133 MHz / PC4-17000 - 1.2 V - mémoire sans tampon - ECC - pour ThinkStation P310 30AS, 30AT, 30AU, 30AV",191.0,,,,16 Go,Mémoire sans tampon,,,,,,"ThinkStation P310 30AS, 30AT, 30AU, 30AV",,,,,,,,Garantie de 3 ans,,,,,,,,,,,,,,,Lenovo 4X70M41718,,,,,,,1.2 V,,,Module mémoire,,Spécifique au système,DDR4 SDRAM - DIMM 288 broches,,,2133 MHz (PC4-17000),ECC
7763855,Lenovo,LENOVO,DDR5 - module - 8 Go - DIMM 288 broches - 4800 MHz / PC5-38400 - vert - pour ThinkCentre M80t Gen 3; M90s Gen 3; M90t Gen 3; ThinkCentre neo 70; ThinkStation P2,91.0,,,,8 Go,,,,,,,"ThinkCentre M80s Gen 3 11TF, 11TG, 11TK, 11TL; M80t Gen 3 11TD, 11TE, 11TH, 11TJ; M90s Gen 3 11TS, 11TT, 11TW, 11TX; M90t Gen 3 11TM, 11TN, 11TU, 11TV; ThinkCentre neo 70t 11YU; ThinkStation P2 30FR; P360 30FM, 30FN",,,,,,,,Garantie de 3 ans,,,,,,,,,,,,,,,,,,,,,,,,,Module mémoire,,Spécifique au système,DDR5 SDRAM - DIMM 288 broches,,,4800 MHz (PC5-38400),
9910466,Kingston FURY Renegade Pro,KINGSTON,DDR5 - kit - 256 Go: 8 x 32 Go - DIMM 288 broches - 6800 MHz / PC5-54400 - CL34 - 1.4 V - mémoire enregistré - on-die ECC - noir,3164.67,,,,256 Go: 8 x 32 Go,"Deux rangs, Intel Extreme Memory Profiles (XMP 3.0), 32 banques, mémoire enregistré",,,,,,,,,,,,,,Garantie limitée à vie,,,,,,,,,,Or,,,,,,,,,,CL34 (34-44-44),,1.4 V,,,Kit mémoire,,Générique,DDR5 SDRAM - DIMM 288 broches,,,6800 MHz (PC5-54400),On-die ECC
9910467,Kingston FURY Renegade Pro,KINGSTON,DDR5 - kit - 128 Go: 8 x 16 Go - DIMM 288 broches - 6800 MHz / PC5-54400 - CL34 - 1.4 V - mémoire enregistré - on-die ECC - noir,1713.77,,,,128 Go: 8 x 16 Go,"Un rang, Intel Extreme Memory Profiles (XMP 3.0), 32 banques, mémoire enregistré",,,,,,,,,,,,,,Garantie limitée à vie,,,,,,,,,,Or,,,,,,,,,,CL34 (34-44-44),,1.4 V,,,Kit mémoire,,Générique,DDR5 SDRAM - DIMM 288 broches,,,6800 MHz (PC5-54400),On-die ECC
9910470,Kingston FURY Renegade Pro,KINGSTON,DDR5 - kit - 128 Go: 4 x 32 Go - DIMM 288 broches - 6800 MHz / PC5-54400 - CL34 - 1.4 V - mémoire enregistré - on-die ECC - noir,1582.34,,,,128 Go: 4 x 32 Go,"Deux rangs, Intel Extreme Memory Profiles (XMP 3.0), 32 banques, mémoire enregistré",,,,,,,,,,,,,,Garantie limitée à vie,,,,,,,,,,Or,,,,,,,,,,CL34 (34-44-44),,1.4 V,,,Kit mémoire,,Générique,DDR5 SDRAM - DIMM 288 broches,,,6800 MHz (PC5-54400),On-die ECC
9910476,Kingston FURY Renegade Pro,KINGSTON,DDR5 - kit - 256 Go: 8 x 32 Go - DIMM 288 broches - 5600 MHz / PC5-44800 - CL28 - 1.35 V - mémoire enregistré - on-die ECC - noir,2344.61,,,,256 Go: 8 x 32 Go,"Deux rangs, 32 banques, AMD EXPO, Intel Extreme Memory Profiles (XMP 3.0), mémoire enregistré",,,,,,,,,,,,,,Garantie limitée à vie (Russie - 10 ans),,,,,,,,,,Or,,,,,,,,,,CL28 (28-34-34),,1.35 V,,,Kit mémoire,,Générique,DDR5 SDRAM - DIMM 288 broches,,,5600 MHz (PC5-44800),On-die ECC
9910477,Kingston FURY Renegade Pro,KINGSTON,DDR5 - kit - 128 Go: 8 x 16 Go - DIMM 288 broches - 5600 MT/s / PC5-44800 - CL28 - mémoire enregistré - on-die ECC - noir,1268.68,,,,128 Go: 8 x 16 Go,"Un rang, Intel Extreme Memory Profiles (XMP 3.0), AMD EXPO, 32 banques, mémoire enregistré",,,,,,,,,,,,,,Garantie limitée à vie (Russie - 10 ans),,,,,,,,,,Or,,,,,,,,,,CL28 (28-34-34),,,,,Kit mémoire,,Générique,DDR5 SDRAM - DIMM 288 broches,,,5600 MT/s (PC5-44800),On-die ECC
9910480,Kingston FURY Renegade Pro,KINGSTON,DDR5 - kit - 128 Go: 4 x 32 Go - DIMM 288 broches - 6400 MHz / PC5-51200 - CL32 - 1.4 V - mémoire enregistré - ECC - noir,1342.27,,,,128 Go: 4 x 32 Go,"Carte de circuits imprimés (PCB) noire, Intel Extreme Memory Profiles (XMP 3.0), profils AMD étendus pour l'overclocking (EXPO), deux rangs, prêt à l'emploi, ECC overclockable, Serial Presence Detect (SPD), mémoire enregistré",,,,,,,,,,,,,,Garantie limitée à vie (Russie - 10 ans),,,,,,,,,,Or,,,,,,,,,,CL32 (32-39-39),,1.4 V,,,Kit mémoire,,Générique,DDR5 SDRAM - DIMM 288 broches,,,6400 MHz (PC5-51200),ECC
9910483,Kingston FURY Renegade Pro,KINGSTON,DDR5 - kit - 256 Go: 8 x 32 Go - DIMM 288 broches - 6400 MHz / PC5-51200 - CL32 - 1.4 V - mémoire enregistré - ECC - noir,2684.54,,,,256 Go: 8 x 32 Go,"Carte de circuits imprimés (PCB) noire, Intel Extreme Memory Profiles (XMP 3.0), un rang, prêt à l'emploi, ECC overclockable, Serial Presence Detect (SPD), mémoire enregistré",,,,,,,,,,,,,,Garantie limitée à vie (Russie - 10 ans),,,,,,,,,,Or,,,,,,,,,,CL32 (32-39-39),,1.4 V,,,Kit mémoire,,Générique,DDR5 SDRAM - DIMM 288 broches,,,6400 MHz (PC5-51200),ECC
9910484,Kingston FURY Renegade Pro,KINGSTON,DDR5 - module - 32 Go - DIMM 288 broches - 6800 MHz / PC5-54400 - CL34 - 1.4 V - mémoire enregistré - on-die ECC - noir,395.58,,,,32 Go,"Deux rangs, Intel Extreme Memory Profiles (XMP 3.0), 32 banques, mémoire enregistré",,,,,,,,,,,,,,Garantie limitée à vie,,,,,,,,,,Or,,,,,,,,,,CL34 (34-44-44),,1.4 V,,,Module mémoire,,Générique,DDR5 SDRAM - DIMM 288 broches,,,6800 MHz (PC5-54400),On-die ECC
2497377,Lenovo,LENOVO,DDR3 - module - 2 Go - SO DIMM 204 broches - 1600 MHz / PC3-12800 - mémoire sans tampon - non ECC,45.0,,,,2 Go,Mémoire sans tampon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Module mémoire,,Spécifique au système,DDR3 SDRAM - SO DIMM 204 broches,,,1600 MHz (PC3-12800),Non ECC
5650885,HyperX Impact,KINGSTON,DDR4 - module - 32 Go - SO DIMM 260 broches - 2666 MHz / PC4-21300 - CL16 - 1.2 V - mémoire sans tampon - non ECC,225.61,,,,32 Go,"Deux rangs, terminaison intégrée (ODT), seize banques, Intel Extreme Memory Profiles (XMP 2.0), mémoire sans tampon",,,,,,,,,,,,,,Garantie limitée à vie (Russie - 10 ans),,,,,,,,,,,,,,,,,,,,CL16 (16-18-18),,1.2 V,,,Module mémoire,,Générique,DDR4 SDRAM - SO DIMM 260 broches,,,2666 MHz (PC4-21300),Non ECC
8566971,QNAP,QNAP,K0 version - DDR4 - module - 32 Go - SO DIMM 260 broches - 3200 MHz / PC4-25600,751.88,,,,32 Go,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Module mémoire,,Spécifique au système,DDR4 SDRAM - SO DIMM 260 broches,,,3200 MHz (PC4-25600),
8568930,Fujitsu,FUJITSU-TS,"DDR5 - module - 32 Go - DIMM 288 broches - 4800 MHz / PC5-38400 - mémoire enregistré - ECC - pour PRIMERGY RX2530 M7, RX2540 M7",588.0,,,,32 Go,"Un rang, mémoire enregistré",,,,,,"PRIMERGY RX2530 M7, RX2540 M7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Module mémoire,,Spécifique au système,DDR5 SDRAM - DIMM 288 broches,,,4800 MHz (PC5-38400),ECC
3259327,Lenovo,LENOVO,DDR4 - module - 16 Go - DIMM 288 broches - 2133 MHz / PC4-17000 - CL15 - 1.2 V - mémoire enregistré - ECC - pour ThinkStation P500; P510; P700; P710; P900; P910,280.0,,,,16 Go,Mémoire enregistré,,,,,,"ThinkStation P500 30A7; P510 30B5; P700 30A8, 30A9; P710 30B6, 30B7; P900 30A4, 30A5; P910 30B8, 30B9",,,,,,,,,,,,,,,,,,,,,,,Lenovo 4X70G78062,,,,,CL15,,1.2 V,,,Module mémoire,,Spécifique au système,DDR4 SDRAM - DIMM 288 broches,,,2133 MHz (PC4-17000),ECC
3259870,Lenovo,LENOVO,"DDR4 - module - 32 Go - module LRDIMM 288 broches - 2133 MHz / PC4-17000 - CL15 - 1.2 V - Load-Reduced - ECC - pour ThinkStation P500 30A7; P700 30A8, 30A9; P900 30A4, 30A5",389.0,,,,32 Go,Load-Reduced,,,,,,"ThinkStation P500 30A7; P700 30A8, 30A9; P900 30A4, 30A5",,,,,,,,,,,,,,,,,,,,,,,Lenovo 4X70G78059,,,,,CL15,,1.2 V,,,Module mémoire,,Spécifique au système,DDR4 SDRAM - module LRDIMM 288 broches,,,2133 MHz (PC4-17000),ECC
4395053,Cisco,CISCO,"DDR4 - module - 16 Go - DIMM 288 broches - 2133 MHz / PC4-17000 - 1.2 V - mémoire enregistré - ECC - remanufacturé - pour UCS C220 M4S, Smart Play 8 C240, Smart Play C220 M4, SmartPlay Select C220 M4S",697.53,,,,16 Go,"Deux rangs, mémoire enregistré",,,,,,"UCS C220 M4S, Smart Play 8 C240, Smart Play C220 M4, SmartPlay C220 M4S, SmartPlay Select B200 M4, SmartPlay Select C220 M4, SmartPlay Select C220 M4S, SmartPlay Select C220 M4SX, SmartPlay Select C240 M4, SmartPlay Select C240 M4L, SmartPlay Select C240 M4S, SmartPlay Select C240 M4SX",,,,,,,,,,,,,,,,,,,,,,,Cisco UCS-MR-1X162RU-A,,,,,,,1.2 V,,,Module mémoire,,Spécifique au système,DDR4 SDRAM - DIMM 288 broches,Remanufacturé,,2133 MHz (PC4-17000),ECC
4158889,Lenovo,LENOVO,DDR4 - module - 16 Go - SO DIMM 260 broches - 2133 MHz / PC4-17000 - 1.2 V - mémoire sans tampon - non ECC - pour Flex 4 14XX; 4 15XX; IdeaPad Y910-17; V310-15; V510-14; V510-15; Yoga 510-14; 510-15,141.0,,,,16 Go,Mémoire sans tampon,,,,,,"Flex 4 1470 80SA; 4 1480 80VD; 4 1570 80SB; 4 1580 80VE; IdeaPad Y910-17ISK 80V1; V310-15IKB 80T3; V510-14IKB 80WR; V510-15IKB 80WQ; Yoga 510-14IKB 80VB; 510-14ISK 80S7, 80UK; 510-15IKB 80VC; 510-15ISK 80S8",,,,,,,,,,,,,,,,,,,,,,,Lenovo GX70L65820,,,,,,,1.2 V,,,Module mémoire,,Spécifique au système,DDR4 SDRAM - SO DIMM 260 broches,,,2133 MHz (PC4-17000),Non ECC
4163664,Cisco,CISCO,"Mémoire - kit - 8 Go: 4 x 2 Go - remanufacturé - pour ASR 1002-X, 1002-X 10G",6230.6,,,,8 Go: 4 x 2 Go,,,,,,,"ASR 1002-X, 1002-X 10G HA Bundle, 1002-X AX AVC AES vWAAS Bundle, 1002-X Base Bundle, 1002-X HA Bundle, 1002-X Security + High Availability Bundle, 1002-X Security Bundle, 1002-X Security HA Bundle, 1002-X Special Bundle, 1002-X VPN and Firewall Bundle, 1002-X VPN Bundle",,,,,,,,,,,,,,,,,,,,,,,Cisco M-ASR1002X-8GB,,,,,,,,,,Kit mémoire,,Spécifique au système,,Remanufacturé,,,
5714613,SK Hynix,SUPERMICRO,DDR4 - module - 64 Go - DIMM 288 broches - 2933 MHz / PC4-23400 - CL21 - 1.2 V - mémoire enregistré - ECC,490.87,,,,64 Go,"Deux rangs, mémoire enregistré",,,,,,,,,,,,,,Garantie de 5 ans,,,,,,,,,,,,,,,"Super Micro MEM-DR464L-HL02-ER29, SK HYNIX HMAA8GR7AJR4N-WM",,,,,CL21,,1.2 V,,,Module mémoire,,Spécifique au système,DDR4 SDRAM - DIMM 288 broches,,,2933 MHz (PC4-23400),ECC
9746031,Crucial 8GB DDR5-5600 UDIMM CL46 (16Gbit) Tray,MICRON,Crucial - DDR5 - Module - TRAY - 8 Go - UDIMM 288 broches - 5600 MHz / PC5 -38400 - CL 46 -1.1 V - mémoire sans tampon - no ECC - se vend par 10 quantités,50.08,,,,8 Go,Mémoire sans tampon,,,,,,,,,,,,,,Garantie limitée à vie,,,,,,,,,,,,,,,,,,,,CL46 (46-45-45),,1.1 V,,,Module mémoire,,Générique,DDR5 SDRAM - DIMM 288 broches,,,5600 MHz (PC5-44800),On-die ECC
5025125,Samsung,SUPERMICRO,DDR4 - module - 16 Go - DIMM 288 broches - 2666 MHz / PC4-21300 - CL19 - 1.2 V - mémoire enregistré - ECC,239.07,,,,16 Go,"Un rang, terminaison intégrée (ODT), seize banques, mémoire enregistré",,,,,,,,,,,,,,Garantie de 5 ans,,,,,,,,,,,,,,,,,,,,CL19 (19-19-19),,1.2 V,,,Module mémoire,,Spécifique au système,DDR4 SDRAM - DIMM 288 broches,,,2666 MHz (PC4-21300),ECC
8739359,Kingston FURY Beast RGB,KINGSTON,DDR4 - kit - 64 Go: 4 x 16 Go - DIMM 288 broches - 2666 MT/s / PC4-21328 - CL16 - 1.2 V - mémoire sans tampon - non ECC - noir,226.05,,,,64 Go: 4 x 16 Go,"Dissipateur de chaleur, deux rangs, terminaison intégrée (ODT), Serial Presence Detect (SPD), carte de circuits imprimés (PCB) noire, seize banques, Intel Extreme Memory Profiles (XMP 2.0), éclairage LED de couleurs RGB, AMD Ryzen Ready, technologie Kingston FURY Infrared Sync, mémoire sans tampon",,,,,,,,,,,,,,Garantie limitée à vie (Russie - 10 ans),,,,,,,,,,Or,,,,,,,,,,CL16 (16-18-18),,1.2 V,,,Kit mémoire,,Générique,DDR4 SDRAM - DIMM 288 broches,,,2666 MT/s (PC4-21328),Non ECC
3242379,DELL,DELL,DDR4 - module - 16 Go - DIMM 288 broches - 2133 MHz / PC4-17000 - mémoire enregistré - ECC,370.5,,,,16 Go,"Deux rangs, Ultra Low Voltage, mémoire enregistré",,,,,,,,,,,,,,Garantie limitée à vie,,,,,,,,,,,,,,,,,,,,,,,,,Module mémoire,,Spécifique au système,DDR4 SDRAM - DIMM 288 broches,,,2133 MHz (PC4-17000),ECC
8261591,Cisco,CISCO,Mémoire - module - 16 Go - remanufacturé,650.66,,,,16 Go,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cisco NXK-MEM-16GB,,,,,,,,,,Module mémoire,,Spécifique au système,,Remanufacturé,,,
4391102,Lenovo,LENOVO,"DDR4 - module - 8 Go - DIMM 288 broches - 2400 MHz / PC4-19200 - 1.2 V - mémoire sans tampon - ECC - pour ThinkStation P320 30BG, 30BH, 30BJ, 30BK, 30BS, 30C3",113.0,,,,8 Go,Mémoire sans tampon,,,,,,"ThinkStation P320 30BG, 30BH, 30BJ, 30BK, 30BS, 30C3",,,,,,,,,,,,,,,,,,,,,,,Lenovo 4X70P26062,,,,,,,1.2 V,,,Module mémoire,,Spécifique au système,DDR4 SDRAM - DIMM 288 broches,,,2400 MHz (PC4-19200),ECC
4391112,Lenovo,LENOVO,"DDR4 - module - 16 Go - DIMM 288 broches - 2400 MHz / PC4-19200 - 1.2 V - mémoire sans tampon - ECC - pour ThinkStation P320 30BG, 30BH, 30BJ, 30BK, 30BS, 30C3",196.0,,,,16 Go,Mémoire sans tampon,,,,,,"ThinkStation P320 30BG, 30BH, 30BJ, 30BK, 30BS, 30C3",,,,,,,,,,,,,,,,,,,,,,,Lenovo 4X70P26063,,,,,,,1.2 V,,,Module mémoire,,Spécifique au système,DDR4 SDRAM - DIMM 288 broches,,,2400 MHz (PC4-19200),ECC
5717702,Innodisk,SUPERMICRO,DDR3 - module - 4 Go - SO DIMM 204 broches - 1600 MHz / PC3-12800 - 1.35 V - mémoire sans tampon - non ECC,61.83,,,,4 Go,"Un rang, basse tension, mémoire sans tampon",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Super Micro MEM-DR340L-IL02-SO16,,,,,,,1.35 V,,,Module mémoire,,Spécifique au système,DDR3 SDRAM - SO DIMM 204 broches,,,1600 MHz (PC3-12800),Non ECC
5720839,HPE SmartMemory,HP ENT,DDR4 - module - 16 Go - DIMM 288 broches - 2933 MHz / PC4-23400 - CL21 - 1.2 V - mémoire enregistré - ECC - recommercialisé,354.0,,,,16 Go,"Un rang, mémoire enregistré",,,,,,"Nimble Storage dHCI Large Solution with HPE ProLiant DL380 Gen10, Medium Solution with HPE ProLiant DL360 Gen10, Small Solution with HPE ProLiant DL360 Gen10; ProLiant DL180 Gen10, DL360 Gen10, DL380 Gen10, DL388 Gen10, DL560 Gen10, DX170r Gen10, DX380 Gen10, DX560 Gen10; Synergy 480 Gen10",,,,,,,,,,,,,,,,,,,,,,,"HPE P00920-B21, HPE P06187-001",,,,,CL21 (21-21-21),,1.2 V,,,Module mémoire,,Spécifique au système,DDR4 SDRAM - DIMM 288 broches,Recommercialisé,,2933 MHz (PC4-23400),ECC
2504896,Kingston ValueRAM,KINGSTON,DDR3 - module - 4 Go - SO DIMM 204 broches - 1600 MT/s / PC3-12800 - CL11 - 1.5 V - mémoire sans tampon - non ECC,30.23,,,,4 Go,"Un rang, mémoire sans tampon",,,,,,,,,,,,,,Garantie limitée à vie,,,,,,,,,,Or,,,,,,,,,,CL11,,1.5 V,,,Module mémoire,,Générique,DDR3 SDRAM - SO DIMM 204 broches,,,1600 MT/s (PC3-12800),Non ECC
3921635,HyperX Predator,KINGSTON,DDR4 - kit - 16 Go: 2 x 8 Go - DIMM 288 broches - 3200 MHz / PC4-25600 - CL16 - 1.35 V - mémoire sans tampon - non ECC - noir,135.82,,,,16 Go: 2 x 8 Go,"Un rang, dissipateur thermique en aluminium, terminaison intégrée (ODT), Serial Presence Detect (SPD), seize banques, Intel Extreme Memory Profiles (XMP 2.0), mémoire sans tampon",,,,,,,,,,,,,,Garantie limitée à vie (Russie - 10 ans),,,,,,,,,,Or,,,,,,,,,,CL16 (16-18-18),,1.35 V,,,Kit mémoire,,Générique,DDR4 SDRAM - DIMM 288 broches,,,3200 MHz (PC4-25600),Non ECC
