id,nom,marque,caracteristiques,prix,Accélérateur graphique,Affichage,Affichage (2ème),Autonomie en communication,Avertissement sur les couleurs de l'image,Caméra arrière,Caméra avant,Caméra principale,Carte SIM,Carte mémoire intégrée,Cartes mémoire flash prises en charge,Catégorie SAR (Belgique),Classe énergétique,Code QR du label énergétique URL,Connecteurs,Couleur,Deuxième caméra,Deuxième caméra avant,Dispositifs de sécurité,Débit d'absorption spécifique (DAS),Délai d'attente,Empreinte carbone,Fonctions,Format,Fournisseur de services,Garantie du fabricant,Indice de réparabilité,Intelligence Apple,Interface sans fil,Localisation,Matériaux de terres rares,Modem,Mémoire,Normes de facturation sans fil,Numéro de modèle du fabricant,Poids,Processeur,Protection,Quatrième caméra,RAM,Services de messagerie,Stockage,Système d'exploitation,Troisième caméra,Type de Produit,Type de tarification,Unité de traitement neural (NPU),Écran (non déplié)
7645960,Samsung Galaxy Z Flip4 5G Graphite 128Go Entreprise Edition,SAMSUNG,"Enterprise Edition - 5G smartphone - double SIM - RAM 8 Go / Mémoire interne 128 Go - écran OEL - 6.7"" - 6.7"" - 2640 x 1080 pixels 2640 x 1080 pixels (120 Hz) - 2x caméras arrière 12 MP, 12 MP - front camera 10 MP - graphite",1163.5,,"Écran OEL - 2640 x 1080 pixels - 6.7"" - 425 ppi - (120 Hz) - Dynamic AMOLED 2X - HDR - Verre ultra mince de Samsung - vers l'intérieur - pliable","Écran OEL - couleur - 1.9""",Jusqu'à 2040 minutes,,,10 mégapixels f/2.4 - sans mise au point,12 mégapixels - objectif grand angle - f/1.8 - mise au point : automatique,"Double SIM - nano SIM, Carte SIM électronique (e-SIM)",,,,,,USB-C,Graphite,12 mégapixels - lentille ultra grand angle - f/2.2,,"Reconnaissance faciale, lecteur d'empreintes (côté)",1.151 W/kg (head) ¦ 1.198 W/kg (body) ¦ 2.75 W/kg (membre),,,,"Clapet (escamotable) - écran tactile, double écran",Non spécifié,Garantie de 3 ans,7.6 (sur 10),,"NFC, Wi-Fi 6, Bluetooth",,,,RAM 8 Go / 128 Go,"WPC, Qi, Fast Wireless Charging 2.0, Wireless PowerShare, Charge sans fil inversée",SM-F721B,187 g,3.18 GHz (8 cœurs),Résistant à l'eau,,,,,Android 12 avec One UI,,5G smartphone,,,"6.7 "" - 2640 x 1080 pixels"
11259093,Doro 8200 DARK BLUE,DORO,"4G smartphone - RAM 4 Go / Mémoire interne 64 Go - microSD slot - 6.1"" - 1560 x 720 pixels - 3 x caméras arrière 16 MP, 2 MP, 2 MP - front camera 5 MP - bleu foncé",304.99,,"1560 x 720 pixels - 6.1"" - 19.5:9",,,,,5 mégapixels,16 mégapixels mise au point : automatique,Single-SIM (SIM unique) - nano SIM,,microSDXC fente - jusqu'à 512 Go,,,,"Jack 3,5 mm pour casque, USB-C",Bleu foncé,2 mégapixels - appareil photo de portrait,,,0.4 W/kg (head) ¦ 1.49 W/kg (body) ¦ 2.43 W/kg (membre),,,Flash LED,,Non spécifié,Garantie de 2 ans,7.9 (sur 10),,"NFC, Wi-Fi 5, Bluetooth",,,,RAM 4 Go / 64 Go,,,169 g,MediaTek MT6762,"Résistant aux éclaboussures, résistant à la poussière",,,"SMS, MMS",,Android 12,2 mégapixels - appareil photo macro,4G smartphone,,,
10288956,Motorola Edge 50 Fusion,MOTOROLA,"5G smartphone - double SIM - RAM 8 Go / Mémoire interne 256 Go - écran pOLED - 6.7"" - 2400 x 1080 pixels (144 Hz) - 2x caméras arrière 50 MP, 13 MP - front camera 32 MP - bleu forêt",333.33,,"Écran pOLED - 2400 x 1080 pixels - 6.7"" - 395 ppi - (144 Hz) - 20:9 - P-OLED - Corning Gorilla Glass 5 (scratch resistant glass)",,,,,32 mégapixels f/2.45,50 mégapixels - f/1.88 - mise au point : automatique,"Double SIM - nano SIM, Carte SIM électronique (e-SIM)",,,,,,USB-C,Bleu forêt,13 mégapixels - lentille ultra grand angle - f/2.2 - appareil photo macro,,"Lecteur d'empreintes (sous l'écran), reconnaissance faciale",1.41 W/kg (head) ¦ 1.38 W/kg (body) ¦ 2.96 W/kg (membre),,,,,Non spécifié,,8.2 (sur 10),,"Bluetooth, NFC, Wi-Fi 5",,,,RAM 8 Go / 256 Go,,,174.9 g,Qualcomm Snapdragon 7s Gen 2,"Résistant à l'eau, résistant à la poussière, résistant aux rayures",,,,,Android 14 avec My UX,,5G smartphone,,,
11491098,Samsung Galaxy S25 5G Navy 512Go,SAMSUNG,"5G smartphone - double SIM - RAM 12 Go / Mémoire interne 512 Go - écran OEL - 6.2"" - 2340 x 1080 pixels (120 Hz) - 3 x caméras arrière 50 MP, 12 MP, 10 MP - front camera 12 MP - marine",1110.2,,"Écran OEL - 2340 x 1080 pixels - 6.2"" - 418 ppi - (120 Hz) - Dynamic AMOLED 2X - HDR - Corning Gorilla Glass Victus 2 (verre résistant aux rayures)",,,,,12 mégapixels f/2.2 - automatique,50 mégapixels - objectif grand angle 23 mm - f/1.8 - mise au point : automatique,"Double SIM - nano SIM, Carte SIM électronique (e-SIM)",,,,Classe B,Https://eprel.ec.europa.eu/qr/2339790,USB-C,Marine,12 mégapixels - lentille ultra grand angle 13 mm - f/2.2,,"Lecteur d'empreintes (sous l'écran), reconnaissance faciale",1.294 W/kg (head) ¦ 1.363 W/kg (body) ¦ 2.13 W/kg (membre),,,,,Non spécifié,Garantie de 2 ans,8.5 (sur 10),,"NFC, Wi-Fi 7, Bluetooth",,,,RAM 12 Go / 512 Go,"WPC, Qi, Fast Wireless Charging 2.0, Wireless PowerShare",SM-S931B/DS,162 g,Qualcomm Snapdragon 8 Elite for Galaxy 4.47 GHz (8 cœurs),"Anti-poussière, anti-éclaboussement, résistant à l'eau",,,,,Android 15 avec One UI 7,10 mégapixels - téléobjectif - 3x zoom optique - f/2.4,5G smartphone,,,
11487026,CrossCall Trekker X4,CROSSCALL,"4G smartphone - double SIM - RAM 4 Go / Mémoire interne 64 Go - microSD slot - Écran LCD - 5.5"" - 1920 x 1080 pixels - 2x caméras arrière - front camera 8 MP reconditionné - Grade B, très bon état, capacité résiduelle de la batterie >= 80% - noir",159.38,,"Écran LCD - 1920 x 1080 pixels - 5.5"" - IPS - Corning Gorilla Glass 5 (scratch resistant glass)",,Jusqu'à 1800 minutes,,,8 mégapixels - sans mise au point,- RX IMX386 - objectif grand angle mise au point : automatique mise au point automatique du laser : - concentration laser,Double SIM - nano SIM,,microSDXC fente - jusqu'à 512 Go,,,,"Jack 3,5 mm pour casque, USB-C",Noir,- RX IMX386,,,1.426 W/kg (head) ¦ 1.451 W/kg (body) ¦ 2.804 W/kg (membre),Jusqu'à 21 jours,,Radio FM,,Non spécifié,Garantie de 2 ans,,,"NFC, Bluetooth, Wi-Fi 5",,,,RAM 4 Go / 64 Go,,,253 g,Qualcomm Snapdragon 660 2.2 GHz (8 cœurs),"Étanche, anti-poussière",,,"SMS, MMS",,Android 10,,4G smartphone,"Reconditionné - Grade B, très bon état, capacité résiduelle de la batterie >= 80%",,
11751285,Motorola Edge 60 Pro,MOTOROLA,"5G smartphone - double SIM - RAM 12 Go / Mémoire interne 512 Go - écran pOLED - 6.7"" - 2712 x 1220 pixels (120 Hz) - 3 x caméras arrière 50 MP, 50 MP, 10 MP - front camera 50 MP - pantone ombre",583.33,ARM Mali-G615 MC6,"Écran pOLED - 2712 x 1220 pixels - 6.7"" - 446 ppi - (120 Hz) - 20:9 - P-OLED - HDR - Corning Gorilla Glass 7i (verre résistant aux rayures)",,,,,50 mégapixels f/2.0,50 mégapixels - LYTIA 700C sensor - f/1.8 - mise au point : automatique,"Double SIM - nano SIM, Carte SIM électronique (e-SIM)",,,,,Https://eprel.ec.europa.eu/qr/2266111,USB-C,Pantone ombre,50 mégapixels - lentille ultra grand angle - f/2.0 - appareil photo macro,,"Lecteur d'empreintes (sous l'écran), reconnaissance faciale",0.9 W/kg (head) ¦ 1.39 W/kg (body) ¦ 2.64 W/kg (membre),,,,,Non spécifié,,,,"NFC, Wi-Fi 6, Bluetooth",,,,RAM 12 Go / 512 Go,Charge sans fil inversée,XT2507-1,186 g,MediaTek Dimensity 8350 3.35 GHz (8 cœurs),"Résistant à l'eau, résistant à la poussière, résistant aux empreintes de doigts",,,,,Android 15,10 mégapixels - téléobjectif - 3x zoom optique - f/2.0 - capteur de lumière 3-en-1,5G smartphone,,MediaTek NPU 780,
11725591,ZTE Blade V70 Vita 8+256Go Jade Green,ZTE,"4G smartphone - double SIM - RAM 8 Go / Mémoire interne 256 Go - microSD slot - affichage LED - 6.7"" - 1600 x 720 pixels (120 Hz) - 3 x caméras arrière 50 MP, 2 MP, 0,08 MP - front camera 16 MP - vert jade",179.9,ARM Mali-G57,"Affichage LED - 1600 x 720 pixels - 6.7"" - (120 Hz) - 20:9 - IPS",,Jusqu'à 2880 minutes,,,16 mégapixels f/2.0 - sans mise au point,50 mégapixels - f/1.75 - mise au point : automatique,Double SIM - nano SIM,,microSDXC fente - jusqu'à 1 To,,Classe C,Https://eprel.ec.europa.eu/qr/2351765,"Jack 3,5 mm pour casque, USB-C",Vert jade,2 mégapixels,,"Reconnaissance faciale, lecteur d'empreintes",1.11 W/kg (head) ¦ 1.44 W/kg (body) ¦ 2.99 W/kg (membre),Jusqu'à 990 heures,,,,Non spécifié,,3.46 (sur 10),,"NFC, Wi-Fi 5, Bluetooth",,,,RAM 8 Go / 256 Go,,,206 g,Unisoc T606 / 1.6 GHz (8 cœurs),,,,,,Android 15 avec Mifavor UI,"0,08 mégapixels",4G smartphone,,,
11725595,ZTE Blade A35 4+64Go Clover Green,ZTE,"4G smartphone - double SIM - RAM 4 Go / Mémoire interne 64 Go - microSD slot - affichage LED - 6.75"" - 1600 x 720 pixels (90 Hz) - 2x caméras arrière 8 MP - front camera 5 MP - vert trèfle",99.9,IMG GE8322 550M,"Affichage LED - 1600 x 720 pixels - 6.75"" - (90 Hz) - IPS",,,,,5 mégapixels f/2.4 - sans mise au point,8 mégapixels - f/2.2 - mise au point : automatique,Double SIM - nano SIM,,microSDXC fente,,,,"Jack 3,5 mm pour casque, USB-C",Vert trèfle,,,Reconnaissance faciale,0.86 W/kg (head) ¦ 0.99 W/kg (body) ¦ 3.54 W/kg (membre),,,,,Non spécifié,,,,"Wi-Fi, Bluetooth",,,,RAM 4 Go / 64 Go,,,192 g,Unisoc SC9863A1 / 1.6 GHz (8 cœurs),,,,,,Android 14,,4G smartphone,,,
11725599,ZTE Blade A35e 2+64Go Silver Gray,ZTE,"4G smartphone - double SIM - RAM 2 Go / Mémoire interne 64 Go - microSD slot - 6.52"" - 1280 x 576 pixels - rear camera 8 MP - front camera 5 MP - gris argenté",89.9,,"1280 x 576 pixels - 6.52"" - 20:9",,Jusqu'à 3000 minutes,,,5 mégapixels - sans mise au point,8 mégapixels mise au point : automatique,Double SIM - nano SIM,,microSDXC fente - jusqu'à 1 To,,Classe D,Https://eprel.ec.europa.eu/qr/2330799,"Jack 3,5 mm pour casque, USB-C",Gris argenté,,,Reconnaissance faciale,0.832 W/kg (valeur SAR),Jusqu'à 700 heures,,,,Non spécifié,,,,"Wi-Fi, Bluetooth",,,,RAM 2 Go / 64 Go,,,185 g,SC9863A / 1.6 GHz (8 cœurs),,,,"SMS, MMS",,Android 14 avec Mifavor UI,,4G smartphone,,,
11725602,ZTE Blade V70 Max 4+256Go Lake Green,ZTE,"4G smartphone - double SIM - RAM 4 Go / Mémoire interne 256 Go - microSD slot - affichage LED - 6.9"" - 1640 x 720 pixels (120 Hz) - 3 x caméras arrière 50 MP, 2 MP - front camera 8 MP - vert lac",149.9,ARM Mali-G57 MC1,"Affichage LED - 1640 x 720 pixels - 6.9"" - (120 Hz) - 20:9 - IPS",,Jusqu'à 2880 minutes,,,8 mégapixels f/2.0 - sans mise au point,50 mégapixels mise au point : automatique,Double SIM - nano SIM,,microSDXC fente - jusqu'à 1 To,,,Https://eprel.ec.europa.eu/qr/2343633,"Jack 3,5 mm pour casque, USB-C",Vert lac,2 mégapixels,,"Lecteur d'empreintes, reconnaissance faciale",1.36 W/kg (head) ¦ 1.23 W/kg (body) ¦ 2.89 W/kg (membre),Jusqu'à 570 heures,,,,Non spécifié,,3.48 (sur 10),,"Wi-Fi 5, Bluetooth, NFC",,,,RAM 4 Go / 256 Go,,,218 g,Unisoc T7200 / 1.6 GHz (8 cœurs),"Protection contre les chutes, anti-poussière, anti-éclaboussement",,,,,Android 15 avec Mifavor UI,,4G smartphone,,,
11725603,ZTE Blade A55 4+128Go Water Blue,ZTE,"4G smartphone - double SIM - RAM 4 Go / Mémoire interne 128 Go - microSD slot - 6.75"" - 1600 x 720 pixels (90 Hz) - 2x caméras arrière 13 MP - front camera 8 MP - bleu d'aniline",129.9,,"1600 x 720 pixels - 6.75"" - (90 Hz) - 20:9",,Jusqu'à 3222 minutes,,,8 mégapixels - sans mise au point,13 mégapixels mise au point : automatique,Double SIM - nano SIM,,microSDXC fente - jusqu'à 1 To,,,Https://eprel.ec.europa.eu/qr/2232553,"Jack 3,5 mm pour casque, USB-C",Bleu d'aniline,,,"Reconnaissance faciale, lecteur d'empreintes (côté)",0.734 W/kg (valeur SAR),Jusqu'à 805 heures,,,,Non spécifié,,,,"Wi-Fi, Bluetooth",,,,RAM 4 Go / 128 Go,,,192 g,Unisoc SC9863A / 1.6 GHz (8 cœurs),,,,"SMS, MMS",,Android 14 avec Mifavor UI,,4G smartphone,,,
11725607,ZTE Blade A35 2+64Go Clover Green,ZTE,"4G smartphone - double SIM - RAM 2 Go / Mémoire interne 64 Go - microSD slot - affichage LED - 6.75"" - 1600 x 720 pixels (90 Hz) - 2x caméras arrière 8 MP - front camera 5 MP - vert trèfle",89.9,IMG GE8322 550M,"Affichage LED - 1600 x 720 pixels - 6.75"" - (90 Hz) - IPS",,,,,5 mégapixels f/2.4 - sans mise au point,8 mégapixels - f/2.2 - mise au point : automatique,Double SIM - nano SIM,,microSDXC fente,,,,"Jack 3,5 mm pour casque, USB-C",Vert trèfle,,,Reconnaissance faciale,0.86 W/kg (head) ¦ 0.99 W/kg (body) ¦ 3.54 W/kg (membre),,,,,Non spécifié,,,,"Wi-Fi, Bluetooth",,,,RAM 2 Go / 64 Go,,,192 g,Unisoc SC9863A1 / 1.6 GHz (8 cœurs),,,,,,Android 14 (édition Go),,4G smartphone,,,
11780276,Emporia ME6,EMPORIA,"5G smartphone - RAM 6 Go / Mémoire interne 128 Go - microSD slot - Écran LCD - 6.58"" - 1080 x 2408 pixels - 2x caméras arrière 50 MP, 2 MP - front camera 8 MP",249.99,,"Écran LCD - 1080 x 2408 pixels - 6.58""",,Jusqu'à 600 minutes,,,8 mégapixels - sans mise au point,50 mégapixels,Nano SIM,,microSDXC fente - jusqu'à 256 Go,,,,USB-C,,2 mégapixels,,,0.49 W/kg (head) ¦ 1.14 W/kg (body),Jusqu'à 360 heures,,,,Non spécifié,Garantie de 2 ans,,,"NFC, Wi-Fi 5, Bluetooth",,,,RAM 6 Go / 128 Go,,,209 g,MediaTek Dimensity 700 2.2 GHz (8 cœurs),,,,,,Android 13,,5G smartphone,,,
11780277,emporia SMART.6lite,EMPORIA,"4G smartphone - RAM 6 Go / Mémoire interne 128 Go - microSD slot - Écran LCD - 5.45"" - 1440 x 720 pixels - 3 x caméras arrière 13 MP, 2 MP, 0,3 MP - front camera 8 MP",208.33,,"Écran LCD - 1440 x 720 pixels - 5.45"" - 18:9 - IPS",,Jusqu'à 550 minutes,,,8 mégapixels,13 mégapixels mise au point : automatique,Single-SIM (SIM unique),,microSDXC fente - jusqu'à 256 Go,,,,USB-C,,2 mégapixels,,,1.69 W/kg (head) ¦ 1.14 W/kg (body) ¦ 2.95 W/kg (membre),Jusqu'à 190 heures,,Flash LED,,Non spécifié,Garantie de 2 ans,,,"NFC, Bluetooth, Wi-Fi 5",,,,RAM 6 Go / 128 Go,,,173 g,MediaTek MT6762 / 1.8 GHz (8 cœurs),"Anti-éclaboussement, anti-poussière",,,,,Android 13,"0,3 mégapixels",4G smartphone,,,
11780278,emporia SMART.6,EMPORIA,"5G smartphone - RAM 6 Go / Mémoire interne 128 Go - microSD slot - Écran LCD - 6.58"" - 1280 x 2408 pixels - 2x caméras arrière 50 MP, 2 MP - front camera 8 MP",333.33,,"Écran LCD - 1280 x 2408 pixels - 6.58"" - 20.06:9 - IPS",,Jusqu'à 600 minutes,,,8 mégapixels - sans mise au point,50 mégapixels mise au point : automatique,Nano SIM,,microSDXC fente - jusqu'à 256 Go,,,,USB-C,,2 mégapixels,,"Lecteur d'empreintes (côté), reconnaissance faciale",0.49 W/kg (head) ¦ 1.14 W/kg (body) ¦ 2.63 W/kg (membre),Jusqu'à 360 heures,,Flash LED,,Non spécifié,Garantie de 2 ans,,,"NFC, Wi-Fi 5, Bluetooth",,,,RAM 6 Go / 128 Go,,,209 g,MediaTek Dimensity 700 2.2 GHz (8 cœurs),,,,,,Android 13,,5G smartphone,,,
10451667,Galaxy S24 FE 5G Jaune 256Go,SAMSUNG,"5G smartphone - double SIM - RAM 8 Go / Mémoire interne 256 Go - écran OEL - 6.7"" - 2340 x 1080 pixels (120 Hz) - 3 x caméras arrière 50 MP, 12 MP, 8 MP - front camera 10 MP - jaune",799.5,,"Écran OEL - 2340 x 1080 pixels - 6.7"" - (120 Hz) - Dynamic AMOLED 2X - Corning Gorilla Glass Victus+ (verre résistant aux rayures)",,,,,10 mégapixels f/2.4 - sans mise au point,50 mégapixels - objectif grand angle - f/1.8 - mise au point : automatique,"Double SIM - nano SIM, Carte SIM électronique (e-SIM)",,,,,Https://eprel.ec.europa.eu/qr/2284557,USB-C,Jaune,12 mégapixels - lentille ultra grand angle - f/2.2,,Lecteur d'empreintes,0.857 W/kg (head) ¦ 1.29 W/kg (body) ¦ 2.55 W/kg (membre),,,,,Non spécifié,Garantie de 2 ans,8.4 (sur 10),,"NFC, Wi-Fi 6, Wi-Fi 6E, Bluetooth",,,,RAM 8 Go / 256 Go,"WPC, Qi, Fast Wireless Charging, Wireless PowerShare",SM-S721B/DS,213 g,Samsung Exynos 2400e 3.1 GHz (10 cœurs),"Contre les saletés, résistant à l'eau, résistant à la poussière, résistant au sable",,,,,Android 14 avec Samsung One UI 6.1,8 mégapixels - téléobjectif - 3x zoom optique - f/2.4,5G smartphone,,,
10451674,Galaxy S24 FE 5G Bleu 128Go,SAMSUNG,"5G smartphone - double SIM - RAM 8 Go / Mémoire interne 128 Go - écran OEL - 6.7"" - 2340 x 1080 pixels (120 Hz) - 3 x caméras arrière 50 MP, 12 MP, 8 MP - front camera 10 MP - bleu",741.0,,"Écran OEL - 2340 x 1080 pixels - 6.7"" - (120 Hz) - Dynamic AMOLED 2X - Corning Gorilla Glass Victus+ (verre résistant aux rayures)",,,,,10 mégapixels f/2.4 - sans mise au point,50 mégapixels - objectif grand angle - f/1.8 - mise au point : automatique,"Double SIM - nano SIM, Carte SIM électronique (e-SIM)",,,,,Https://eprel.ec.europa.eu/qr/2284557,USB-C,Bleu,12 mégapixels - lentille ultra grand angle - f/2.2,,Lecteur d'empreintes,0.857 W/kg (head) ¦ 1.29 W/kg (body) ¦ 2.55 W/kg (membre),,,,,Non spécifié,Garantie de 2 ans,8.4 (sur 10),,"NFC, Wi-Fi 6, Wi-Fi 6E, Bluetooth",,,,RAM 8 Go / 128 Go,"WPC, Qi, Fast Wireless Charging, Wireless PowerShare",SM-S721B/DS,213 g,Samsung Exynos 2400e 3.1 GHz (10 cœurs),"Contre les saletés, résistant à l'eau, résistant à la poussière, résistant au sable",,,,,Android 14 avec Samsung One UI 6.1,8 mégapixels - téléobjectif - 3x zoom optique - f/2.4,5G smartphone,,,
8429241,Motorola Moto G23,MOTOROLA,"4G smartphone - double SIM - RAM 4 Go / Mémoire interne 128 Go - microSD slot - Écran LCD - 6.5"" - 1600 x 720 pixels (90 Hz) - 3 x caméras arrière 50 MP, 5 MP, 2 MP - front camera 16 MP - charbon mat",183.33,ARM Mali-G52 MC2,"Écran LCD - 1600 x 720 pixels - 6.5"" - 576 ppi - (90 Hz) - 20:9 - IPS - Panda Glass",,,,,16 mégapixels f/2.45,50 mégapixels - f/1.8 - mise au point : automatique,Double SIM - nano SIM,,microSDXC fente - jusqu'à 512 Go,,,,"Jack 3,5 mm pour casque, USB-C",Charbon mat,5 mégapixels - lentille ultra grand angle - f/2.2 - caméra de profondeur,,"Reconnaissance faciale, lecteur d'empreintes (côté)",0.45 W/kg (head) ¦ 1.79 W/kg (body) ¦ 3.45 W/kg (membre),,,,,Non spécifié,Garantie de 2 ans,7.6 (sur 10),,"NFC, Wi-Fi 5, Bluetooth",,,,RAM 4 Go / 128 Go,,,184.25 g,MediaTek Helio G85 2 GHz (8 cœurs),Anti-éclaboussement,,,,,Android 13 avec My UX,2 mégapixels - f/2.4 - appareil photo macro,4G smartphone,,,
11774445,emporiaONE,EMPORIA,Téléphone de service - RAM 32 Mo / Mémoire interne 128 Mo - microSD slot - Écran LCD - 240 x 320 pixels - rear camera 2 MP - noir,58.25,,"Écran LCD - 240 x 320 pixels - 2.4"" - TFT","Écran OEL - couleur - 1.77""",Jusqu'à 600 minutes,,,,2 mégapixels,Single-SIM (SIM unique),,microSDHC fente - jusqu'à 8 Go,,,,USB-C,Noir,,,,0.31 W/kg (head) ¦ 0.94 W/kg (body) ¦ 1.36 W/kg (membre),Jusqu'à 360 heures,,"Flash LED, radio FM",Clapet (escamotable) - double écran,Non spécifié,Garantie de 2 ans,,,Bluetooth,,,,RAM 32 Mo / 128 Mo,,V200.v3,,,Anti-éclaboussement,,,"SMS, MMS",,,,Téléphone de service,,,
11774446,emporiaSIMPLICITY LTE,EMPORIA,4G téléphone de service - RAM 64 Mo / Mémoire interne 128 Mo - 220 x 176 pixels,58.25,,"220 x 176 pixels - 2""",,Jusqu'à 480 minutes,,,,,Single-SIM (SIM unique),,,,,,"Jack 3,5 mm pour casque, USB-C",,,,,0.88 W/kg (head) ¦ 1.69 W/kg (body) ¦ 3.6 W/kg (membre),Jusqu'à 240 heures,,"Flash LED, radio FM",Monobloc,Non spécifié,1 an de garantie,,,Bluetooth,,,,RAM 64 Mo / 128 Mo,,V27. LTE. v3,90 g,,"Anti-poussière, anti-éclaboussement",,,SMS,,,,4G téléphone de service,,,
11774448,emporiaPURE LTE,EMPORIA,4G téléphone de service - RAM 64 Mo / Mémoire interne 128 Mo - microSD slot - Écran LCD - 320 x 240 pixels - rear camera 2 MP,83.25,,"Écran LCD - 320 x 240 pixels - 2.31"" - TFT",,Jusqu'à 450 minutes,,,,2 mégapixels,Single-SIM (SIM unique),,microSDHC fente - jusqu'à 32 Go,,,,USB-C,,,,,1.25 W/kg (head) ¦ 1.8 W/kg (body) ¦ 3.08 W/kg (membre),Jusqu'à 220 heures,,"Radio FM, flash LED",Monobloc,Non spécifié,Garantie de 2 ans,,,Bluetooth,,,,RAM 64 Mo / 128 Mo,,V76.LTE.v3,107 g,,"Résistant à la poussière, résistant aux éclaboussures",,,"SMS, MMS",,,,4G téléphone de service,,,
11774449,emporiaJOY,EMPORIA,Téléphone de service - RAM 64 Mo / Mémoire interne 128 Mo - microSD slot - 240 x 320 pixels - rear camera 2 MP - rouge,66.58,,"240 x 320 pixels - 2.8""","Couleur - 1.1""",Jusqu'à 360 minutes,,,,2 mégapixels,Single-SIM (SIM unique),,microSDHC fente - jusqu'à 2 Go,,,,USB-C,Rouge,,,,0.42 W/kg (head) ¦ 1.32 W/kg (body) ¦ 1.5 W/kg (membre),Jusqu'à 240 heures,,"Flash LED, radio FM",Clapet (escamotable) - double écran,Non spécifié,,,,Bluetooth,,,,RAM 64 Mo / 128 Mo,,V228,87 g,,"Anti-poussière, anti-éclaboussement",,,SMS,,,,Téléphone de service,,,
11774450,emporiaONE,EMPORIA,Téléphone de service - RAM 32 Mo / Mémoire interne 128 Mo - microSD slot - Écran LCD - 240 x 320 pixels - rear camera 2 MP - gris sidéral,58.25,,"Écran LCD - 240 x 320 pixels - 2.4"" - TFT","Écran OEL - couleur - 1.77""",Jusqu'à 600 minutes,,,,2 mégapixels,Single-SIM (SIM unique),,microSDHC fente - jusqu'à 8 Go,,,,USB-C,Gris sidéral,,,,0.31 W/kg (head) ¦ 0.94 W/kg (body) ¦ 1.36 W/kg (membre),Jusqu'à 360 heures,,"Flash LED, radio FM",Clapet (escamotable) - double écran,Non spécifié,Garantie de 2 ans,,,Bluetooth,,,,RAM 32 Mo / 128 Mo,,V200.v3,,,Anti-éclaboussement,,,"SMS, MMS",,,,Téléphone de service,,,
11774452,emporiaJOY,EMPORIA,Téléphone de service - RAM 64 Mo / Mémoire interne 128 Mo - microSD slot - 240 x 320 pixels - rear camera 2 MP - noir,66.58,,"240 x 320 pixels - 2.8""","Couleur - 1.1""",Jusqu'à 360 minutes,,,,2 mégapixels,Single-SIM (SIM unique),,microSDHC fente - jusqu'à 2 Go,,,,USB-C,Noir,,,,0.42 W/kg (head) ¦ 1.32 W/kg (body) ¦ 1.5 W/kg (membre),Jusqu'à 240 heures,,"Flash LED, radio FM",Clapet (escamotable) - double écran,Non spécifié,,,,Bluetooth,,,,RAM 64 Mo / 128 Mo,,V228,87 g,,"Anti-poussière, anti-éclaboussement",,,SMS,,,,Téléphone de service,,,
11774453,emporiaJOY,EMPORIA,Téléphone de service - RAM 64 Mo / Mémoire interne 128 Mo - microSD slot - 240 x 320 pixels - rear camera 2 MP - myrtille,66.58,,"240 x 320 pixels - 2.8""","Couleur - 1.1""",Jusqu'à 360 minutes,,,,2 mégapixels,Single-SIM (SIM unique),,microSDHC fente - jusqu'à 2 Go,,,,USB-C,Myrtille,,,,0.42 W/kg (head) ¦ 1.32 W/kg (body) ¦ 1.5 W/kg (membre),Jusqu'à 240 heures,,"Flash LED, radio FM",Clapet (escamotable) - double écran,Non spécifié,,,,Bluetooth,,,,RAM 64 Mo / 128 Mo,,V228,87 g,,"Anti-poussière, anti-éclaboussement",,,SMS,,,,Téléphone de service,,,
11774455,emporiaSIMPLICITYglam.4G,EMPORIA,4G téléphone de service - RAM 64 Mo / Mémoire interne 128 Mo - microSD slot - écran LCD (TFT) - 320 x 240 pixels - noir,66.58,,"Écran LCD (TFT) - 320 x 240 pixels - 2.8"" - TFT",,Jusqu'à 420 minutes,L'image du produit peut être d'une couleur différente,,,,Single-SIM (SIM unique) - nano SIM,,microSD fente - jusqu'à 2 Go,,,,USB-C,Noir,,,,1.46 W/kg (head) ¦ 1.69 W/kg (body) ¦ 3.23 W/kg (membre),Jusqu'à 260 heures,,Radio FM,Clapet (escamotable),Non spécifié,Garantie de 2 ans,,,Bluetooth,,,,RAM 64 Mo / 128 Mo,,V227.LTE.v3,106 g,,"Anti-éclaboussement, anti-poussière",,,SMS,,,,4G téléphone de service,,,
11774456,emporiaSIMPLICITY,EMPORIA,Téléphone de service - RAM 64 Mo / Mémoire interne 64 Mo - 220 x 176 pixels,58.25,,"220 x 176 pixels - 2""",,Jusqu'à 360 minutes,,,,,Single-SIM (SIM unique),,,,,,"Jack 3,5 mm pour casque, USB-C",,,,,0.92 W/kg (head) ¦ 0.93 W/kg (body) ¦ 1.16 W/kg (membre),Jusqu'à 360 heures,,"Flash LED, radio FM",Monobloc,Non spécifié,1 an de garantie,,,Bluetooth,,,,RAM 64 Mo / 64 Mo,,V27. v3,94 g,,"Anti-poussière, anti-éclaboussement",,,SMS,,,,Téléphone de service,,,
