id,nom,marque,caracteristiques,prix,Accélérateur graphique,Affichage,Affichage (2ème),Autonomie en communication,Avertissement sur les couleurs de l'image,Caméra arrière,Caméra avant,Caméra principale,Carte SIM,Carte mémoire intégrée,Cartes mémoire flash prises en charge,Catégorie SAR (Belgique),Classe énergétique,Code QR du label énergétique URL,Connecteurs,Couleur,Deuxième caméra,Deuxième caméra avant,Dispositifs de sécurité,Débit d'absorption spécifique (DAS),Délai d'attente,Empreinte carbone,Fonctions,Format,Fournisseur de services,Garantie du fabricant,Indice de réparabilité,Intelligence Apple,Interface sans fil,Localisation,Matériaux de terres rares,Modem,Mémoire,Normes de facturation sans fil,Numéro de modèle du fabricant,Poids,Processeur,Protection,Quatrième caméra,RAM,Services de messagerie,Stockage,Système d'exploitation,Troisième caméra,Type de Produit,Type de tarification,Unité de traitement neural (NPU),Écran (non déplié)
11902061,Samsung Galaxy S25 FE 5G Blanc 512Go,SAMSUNG,"5G smartphone - double SIM - RAM 8 Go / Mémoire interne 512 Go - écran OEL - 6.7"" - 2340 x 1080 pixels (120 Hz) - 3 x caméras arrière 50 MP, 12 MP, 8 MP - front camera 12 MP - blanc",916.5,,"Écran OEL - 2340 x 1080 pixels - 6.7"" - (120 Hz) - Dynamic AMOLED 2X - Corning Gorilla Glass Victus+ (verre résistant aux rayures)",,,,,12 mégapixels f/2.2 - sans mise au point,50 mégapixels - objectif grand angle - f/1.8 - mise au point : automatique,"Double SIM - nano SIM, Carte SIM électronique (e-SIM)",,,,,Https://eprel.ec.europa.eu/qr/2409885,USB-C,Blanc,12 mégapixels - lentille ultra grand angle - f/2.2,,Lecteur d'empreintes,0.544 W/kg (head) ¦ 1.575 W/kg (body) ¦ 1.9 W/kg (membre),,,,,Non spécifié,Garantie de 2 ans,,,"NFC, Wi-Fi 6, Wi-Fi 6E, Bluetooth",,,,RAM 8 Go / 512 Go,"WPC, Qi, Fast Wireless Charging, Wireless PowerShare",SM-S731B/DS,190 g,Samsung Exynos 2400 3.2 GHz (10 cœurs),"Résistant à l'eau, résistant à la poussière",,,,,Android 16 avec One UI 8,8 mégapixels - téléobjectif - 3x zoom optique - f/2.4,5G smartphone,,,
11902062,Samsung Galaxy S25 FE 5G Bleu Nuit 512Go,SAMSUNG,"5G smartphone - double SIM - RAM 8 Go / Mémoire interne 512 Go - écran OEL - 6.7"" - 2340 x 1080 pixels (120 Hz) - 3 x caméras arrière 50 MP, 12 MP, 8 MP - front camera 12 MP - marine",916.5,,"Écran OEL - 2340 x 1080 pixels - 6.7"" - (120 Hz) - Dynamic AMOLED 2X - Corning Gorilla Glass Victus+ (verre résistant aux rayures)",,,,,12 mégapixels f/2.2 - sans mise au point,50 mégapixels - objectif grand angle - f/1.8 - mise au point : automatique,"Double SIM - nano SIM, Carte SIM électronique (e-SIM)",,,,,Https://eprel.ec.europa.eu/qr/2409885,USB-C,Marine,12 mégapixels - lentille ultra grand angle - f/2.2,,Lecteur d'empreintes,0.544 W/kg (head) ¦ 1.575 W/kg (body) ¦ 1.9 W/kg (membre),,,,,Non spécifié,Garantie de 2 ans,,,"NFC, Wi-Fi 6, Wi-Fi 6E, Bluetooth",,,,RAM 8 Go / 512 Go,"WPC, Qi, Fast Wireless Charging, Wireless PowerShare",SM-S731B/DS,190 g,Samsung Exynos 2400 3.2 GHz (10 cœurs),"Résistant à l'eau, résistant à la poussière",,,,,Android 16 avec One UI 8,8 mégapixels - téléobjectif - 3x zoom optique - f/2.4,5G smartphone,,,
11902063,Samsung Galaxy S25 FE 5G Bleu Clair 512Go,SAMSUNG,"5G smartphone - double SIM - RAM 8 Go / Mémoire interne 512 Go - écran OEL - 6.7"" - 2340 x 1080 pixels (120 Hz) - 3 x caméras arrière 50 MP, 12 MP, 8 MP - front camera 12 MP - bleu glacé",916.5,,"Écran OEL - 2340 x 1080 pixels - 6.7"" - (120 Hz) - Dynamic AMOLED 2X - Corning Gorilla Glass Victus+ (verre résistant aux rayures)",,,,,12 mégapixels f/2.2 - sans mise au point,50 mégapixels - objectif grand angle - f/1.8 - mise au point : automatique,"Double SIM - nano SIM, Carte SIM électronique (e-SIM)",,,,,Https://eprel.ec.europa.eu/qr/2409885,USB-C,Bleu glacé,12 mégapixels - lentille ultra grand angle - f/2.2,,Lecteur d'empreintes,0.544 W/kg (head) ¦ 1.575 W/kg (body) ¦ 1.9 W/kg (membre),,,,,Non spécifié,Garantie de 2 ans,,,"NFC, Wi-Fi 6, Wi-Fi 6E, Bluetooth",,,,RAM 8 Go / 512 Go,"WPC, Qi, Fast Wireless Charging, Wireless PowerShare",SM-S731B/DS,190 g,Samsung Exynos 2400 3.2 GHz (10 cœurs),"Résistant à l'eau, résistant à la poussière",,,,,Android 16 avec One UI 8,8 mégapixels - téléobjectif - 3x zoom optique - f/2.4,5G smartphone,,,
11902065,Samsung Galaxy S25 FE 5G Noir Absolu 512Go,SAMSUNG,"5G smartphone - double SIM - RAM 8 Go / Mémoire interne 512 Go - écran OEL - 6.7"" - 2340 x 1080 pixels (120 Hz) - 3 x caméras arrière 50 MP, 12 MP, 8 MP - front camera 12 MP - noir de jais",916.5,,"Écran OEL - 2340 x 1080 pixels - 6.7"" - (120 Hz) - Dynamic AMOLED 2X - Corning Gorilla Glass Victus+ (verre résistant aux rayures)",,,,,12 mégapixels f/2.2 - sans mise au point,50 mégapixels - objectif grand angle - f/1.8 - mise au point : automatique,"Double SIM - nano SIM, Carte SIM électronique (e-SIM)",,,,,Https://eprel.ec.europa.eu/qr/2409885,USB-C,Noir de jais,12 mégapixels - lentille ultra grand angle - f/2.2,,Lecteur d'empreintes,0.544 W/kg (head) ¦ 1.575 W/kg (body) ¦ 1.9 W/kg (membre),,,,,Non spécifié,Garantie de 2 ans,,,"NFC, Wi-Fi 6, Wi-Fi 6E, Bluetooth",,,,RAM 8 Go / 512 Go,"WPC, Qi, Fast Wireless Charging, Wireless PowerShare",SM-S731B/DS,190 g,Samsung Exynos 2400 3.2 GHz (10 cœurs),"Résistant à l'eau, résistant à la poussière",,,,,Android 16 avec One UI 8,8 mégapixels - téléobjectif - 3x zoom optique - f/2.4,5G smartphone,,,
8168669,Motorola Moto G73 5G,MOTOROLA,"5G smartphone - double SIM - RAM 8 Go / Mémoire interne 256 Go - microSD slot - Écran LCD - 6.5"" - 2400 x 1080 pixels (120 Hz) - 2x caméras arrière 50 MP, 8 MP - front camera 16 MP - bleu nuit",333.33,IMG BXM-8-256,"Écran LCD - 2400 x 1080 pixels - 6.5"" - 405 ppi - (120 Hz) - 20:9 - LCD",,,,,16 mégapixels f/2.4,50 mégapixels - f/1.8 - mise au point : automatique,Double SIM - nano SIM,,microSDXC fente - jusqu'à 1 To,,,,"Jack 3,5 mm pour casque, USB-C",Bleu nuit,"8 mégapixels - lentille ultra grand angle - f/2.2 - caméra de profondeur, appareil photo macro",,"Reconnaissance faciale, lecteur d'empreintes",1.01 W/kg (head) ¦ 1.78 W/kg (body) ¦ 3.57 W/kg (membre),,,,,Non spécifié,Garantie de 2 ans,8.1 (sur 10),,"NFC, Wi-Fi 5, Bluetooth",,,,RAM 8 Go / 256 Go,,,181 g,MediaTek Dimensity 930 2.2 GHz (8 cœurs),Anti-éclaboussement,,,,,Android 13 avec My UX,,5G smartphone,,,
11852882,Samsung Galaxy S25+ 5G Noir Absolue 256Go,SAMSUNG,"5G smartphone - double SIM - RAM 12 Go / Mémoire interne 256 Go - écran OEL - 6.7"" - 3120 x 1440 pixels (120 Hz) - 3 x caméras arrière 50 MP, 12 MP, 10 MP - front camera 12 MP - bleu-noir",1209.0,,"Écran OEL - 3120 x 1440 pixels - 6.7"" - 516 ppi - (120 Hz) - Dynamic AMOLED 2X - HDR - Corning Gorilla Glass Victus 2 (verre résistant aux rayures)",,,,,12 mégapixels f/2.2 - automatique,50 mégapixels - objectif grand angle 23 mm - f/1.8 - mise au point : automatique,"Double SIM - nano SIM, Carte SIM électronique (e-SIM)",,,,,,USB-C,Bleu-noir,12 mégapixels - lentille ultra grand angle 13 mm - f/2.2,,"Lecteur d'empreintes (sous l'écran), reconnaissance faciale",1.257 W/kg (head) ¦ 1.257 W/kg (body) ¦ 2.88 W/kg (membre),,,,,Non spécifié,Garantie de 2 ans,8.5 (sur 10),,"NFC, Wi-Fi 7, Bluetooth",,,,RAM 12 Go / 256 Go,"WPC, Qi, Fast Wireless Charging 2.0, Wireless PowerShare",SM-S936B/DS,190 g,Qualcomm Snapdragon 8 Elite for Galaxy 4.47 GHz (8 cœurs),"Anti-poussière, anti-éclaboussement, résistant à l'eau",,,,,Android 15 avec One UI 7,10 mégapixels - téléobjectif - 3x zoom optique - f/2.4,5G smartphone,,,
11852885,Samsung Galaxy S25+ 5G Noir Absolue 512Go,SAMSUNG,"5G smartphone - double SIM - RAM 12 Go / Mémoire interne 512 Go - écran OEL - 6.7"" - 3120 x 1440 pixels (120 Hz) - 3 x caméras arrière 50 MP, 12 MP, 10 MP - front camera 12 MP - bleu-noir",1326.0,,"Écran OEL - 3120 x 1440 pixels - 6.7"" - 516 ppi - (120 Hz) - Dynamic AMOLED 2X - HDR - Corning Gorilla Glass Victus 2 (verre résistant aux rayures)",,,,,12 mégapixels f/2.2 - automatique,50 mégapixels - objectif grand angle 23 mm - f/1.8 - mise au point : automatique,"Double SIM - nano SIM, Carte SIM électronique (e-SIM)",,,,,,USB-C,Bleu-noir,12 mégapixels - lentille ultra grand angle 13 mm - f/2.2,,"Lecteur d'empreintes (sous l'écran), reconnaissance faciale",1.257 W/kg (head) ¦ 1.257 W/kg (body) ¦ 2.88 W/kg (membre),,,,,Non spécifié,Garantie de 2 ans,8.5 (sur 10),,"NFC, Wi-Fi 7, Bluetooth",,,,RAM 12 Go / 512 Go,"WPC, Qi, Fast Wireless Charging 2.0, Wireless PowerShare",SM-S936B/DS,190 g,Qualcomm Snapdragon 8 Elite for Galaxy 4.47 GHz (8 cœurs),"Anti-poussière, anti-éclaboussement, résistant à l'eau",,,,,Android 15 avec One UI 7,10 mégapixels - téléobjectif - 3x zoom optique - f/2.4,5G smartphone,,,
11852886,Samsung Galaxy S25 Ultra 5G Noir Absolue 256Go,SAMSUNG,"5G smartphone - double SIM - RAM 12 Go / Mémoire interne 256 Go - écran OEL - 6.9"" - 3120 x 1440 pixels (120 Hz) - 4x caméras arrière 200 MP, 50 MP, 50 MP, 10 MP - front camera 12 MP - titanium noir jais",1514.5,,"Écran OEL - 3120 x 1440 pixels - 6.9"" - (120 Hz) - Dynamic AMOLED 2X - Corning Gorilla Glass Armor 2 (verre résistant aux rayures)",,,,,12 mégapixels f/2.2 - automatique,200 mégapixels - objectif grand angle - f/1.7 - mise au point : automatique,"Double SIM - nano SIM, Carte SIM électronique (e-SIM)",,,,Classe B,Https://eprel.ec.europa.eu/qr/2339789,USB-C,Titanium noir jais,50 mégapixels - téléobjectif - 5x zoom optique - f/3.4,,Lecteur d'empreintes,1.246 W/kg (head) ¦ 1.42 W/kg (body) ¦ 2.58 W/kg (membre),,,,,Non spécifié,Garantie de 2 ans,8.5 (sur 10),,"NFC, UWB, Wi-Fi 7, Bluetooth",,,,RAM 12 Go / 256 Go,"WPC, Qi, Fast Wireless Charging 2.0, Wireless PowerShare",SM-S938B/DS,218 g,Qualcomm Snapdragon 8 Elite for Galaxy 4.47 GHz (8 cœurs),"Anti-poussière, anti-éclaboussement, résistant à l'eau",10 mégapixels - téléobjectif - 3x zoom optique - f/2.4,,,,Android 15 avec One UI 7,50 mégapixels - lentille ultra grand angle - f/1.9,5G smartphone,,,
11852887,Samsung Galaxy S25 Ultra 5G Noir Absolue 512Go,SAMSUNG,"5G smartphone - double SIM - RAM 12 Go / Mémoire interne 512 Go - écran OEL - 6.9"" - 3120 x 1440 pixels (120 Hz) - 4x caméras arrière 200 MP, 50 MP, 50 MP, 10 MP - front camera 12 MP - titanium noir jais",1657.5,,"Écran OEL - 3120 x 1440 pixels - 6.9"" - (120 Hz) - Dynamic AMOLED 2X - Corning Gorilla Glass Armor 2 (verre résistant aux rayures)",,,,,12 mégapixels f/2.2 - automatique,200 mégapixels - objectif grand angle - f/1.7 - mise au point : automatique,"Double SIM - nano SIM, Carte SIM électronique (e-SIM)",,,,,,USB-C,Titanium noir jais,50 mégapixels - téléobjectif - 5x zoom optique - f/3.4,,Lecteur d'empreintes,1.246 W/kg (head) ¦ 1.42 W/kg (body) ¦ 2.58 W/kg (membre),,,,,Non spécifié,Garantie de 2 ans,8.5 (sur 10),,"NFC, UWB, Wi-Fi 7, Bluetooth",,,,RAM 12 Go / 512 Go,"WPC, Qi, Fast Wireless Charging 2.0, Wireless PowerShare",SM-S938B/DS,218 g,Qualcomm Snapdragon 8 Elite for Galaxy 4.47 GHz (8 cœurs),"Anti-poussière, anti-éclaboussement, résistant à l'eau",10 mégapixels - téléobjectif - 3x zoom optique - f/2.4,,,,Android 15 avec One UI 7,50 mégapixels - lentille ultra grand angle - f/1.9,5G smartphone,,,
11852889,Samsung Galaxy Z Flip7 FE Blanc 128Go,SAMSUNG,"5G smartphone - double SIM - RAM 8 Go / Mémoire interne 128 Go - écran OEL - 6.7"" - 2640 x 1080 pixels (120 Hz) - 2x caméras arrière 50 MP, 12 MP - front camera 10 MP - blanc",1029.6,,"Écran OEL - 2640 x 1080 pixels - 6.7"" - 425 ppi - (120 Hz) - 22:9 - Dynamic AMOLED 2X - HDR - Corning Gorilla Glass Victus 2 (verre résistant aux rayures) - vers l'intérieur - pliable","Écran OEL - couleur - 3.4""",,,,10 mégapixels f/2.2 - sans mise au point,50 mégapixels - objectif grand angle - f/1.8 - mise au point : automatique,"Double SIM - nano SIM, Carte SIM électronique (e-SIM)",,,,,,USB-C,Blanc,12 mégapixels - lentille ultra grand angle - f/2.2,,"Reconnaissance faciale, lecteur d'empreintes (côté)",0.839 W/kg (head) ¦ 1.54 W/kg (body) ¦ 2.64 W/kg (membre),,,,"Clapet (escamotable) - écran tactile, double écran",Non spécifié,Garantie de 2 ans,8.1 (sur 10),,"NFC, Wi-Fi 6, Bluetooth",,,,RAM 8 Go / 128 Go,Wireless PowerShare,SM-F761B,187 g,Samsung Exynos 2400 3.2 GHz (10 cœurs),Résistant à l'eau,,,,,Android 15 avec One UI 8,,5G smartphone,,,
11852890,Samsung Galaxy Z Flip7 FE Blanc 256Go,SAMSUNG,"5G smartphone - double SIM - RAM 8 Go / Mémoire interne 256 Go - écran OEL - 6.7"" - 2640 x 1080 pixels (120 Hz) - 2x caméras arrière 50 MP, 12 MP - front camera 10 MP - blanc",1102.4,,"Écran OEL - 2640 x 1080 pixels - 6.7"" - 425 ppi - (120 Hz) - 22:9 - Dynamic AMOLED 2X - HDR - Corning Gorilla Glass Victus 2 (verre résistant aux rayures) - vers l'intérieur - pliable","Écran OEL - couleur - 3.4""",,,,10 mégapixels f/2.2 - sans mise au point,50 mégapixels - objectif grand angle - f/1.8 - mise au point : automatique,"Double SIM - nano SIM, Carte SIM électronique (e-SIM)",,,,,,USB-C,Blanc,12 mégapixels - lentille ultra grand angle - f/2.2,,"Reconnaissance faciale, lecteur d'empreintes (côté)",0.839 W/kg (head) ¦ 1.54 W/kg (body) ¦ 2.64 W/kg (membre),,,,"Clapet (escamotable) - écran tactile, double écran",Non spécifié,Garantie de 2 ans,8.1 (sur 10),,"NFC, Wi-Fi 6, Bluetooth",,,,RAM 8 Go / 256 Go,Wireless PowerShare,SM-F761B,187 g,Samsung Exynos 2400 3.2 GHz (10 cœurs),Résistant à l'eau,,,,,Android 15 avec One UI 8,,5G smartphone,,,
11852899,Samsung Galaxy Z Fold7 Bleu Nuit 1To,SAMSUNG,"5G smartphone - double SIM - RAM 16 Go / Mémoire interne 1 To - écran OEL - 8"" - 8"" - 2184 x 1968 pixels 2184 x 1968 pixels (120 Hz) - 3 x caméras arrière 200 MP, 12 MP, 10 MP - 2x front cameras 10 MP, 10 MP - ombre bleue",2613.0,Qualcomm ADRENO,"Écran OEL - 2184 x 1968 pixels - 8"" - 368 ppi - (120 Hz) - 20:18 - Dynamic AMOLED 2X - Corning Gorilla Glass Ceramic 2 (verre résistant aux rayures) - vers l'intérieur - pliable","Dynamic AMOLED 2X - couleur - 6.5""",,,,10 mégapixels f/2.2,200 mégapixels - objectif grand angle - f/1.7 - mise au point : automatique,"Double SIM - nano SIM, Carte SIM électronique (e-SIM)",,,,,,USB-C,Ombre bleue,12 mégapixels - lentille ultra grand angle - f/2.2,10 mégapixels - f/2.2,Lecteur d'empreintes (côté),1.418 W/kg (head) ¦ 1.242 W/kg (body) ¦ 2.36 W/kg (membre),,,,"Dossier - écran tactile, double écran",Non spécifié,Garantie de 2 ans,,,"NFC, UWB, Wi-Fi 7, Bluetooth",,,,RAM 16 Go / 1 To,"WPC, Qi, Fast Wireless Charging 2.0, Wireless PowerShare",SM-F966B/DS,215 g,Qualcomm Snapdragon 8 Elite for Galaxy 4.47 GHz (8 cœurs),Résistant à l'eau,,,,,Android 16 avec One UI 8,10 mégapixels - téléobjectif - 3x zoom optique - f/2.4,5G smartphone,,Qualcomm Hexagon,"8 "" - 2184 x 1968 pixels"
11852902,Samsung Galaxy Z Fold7 Noir Absolu 1To,SAMSUNG,"5G smartphone - double SIM - RAM 16 Go / Mémoire interne 1 To - écran OEL - 8"" - 8"" - 2184 x 1968 pixels 2184 x 1968 pixels (120 Hz) - 3 x caméras arrière 200 MP, 12 MP, 10 MP - 2x front cameras 10 MP, 10 MP - noir de jais",2613.0,Qualcomm ADRENO,"Écran OEL - 2184 x 1968 pixels - 8"" - 368 ppi - (120 Hz) - 20:18 - Dynamic AMOLED 2X - Corning Gorilla Glass Ceramic 2 (verre résistant aux rayures) - vers l'intérieur - pliable","Dynamic AMOLED 2X - couleur - 6.5""",,,,10 mégapixels f/2.2,200 mégapixels - objectif grand angle - f/1.7 - mise au point : automatique,"Double SIM - nano SIM, Carte SIM électronique (e-SIM)",,,,,,USB-C,Noir de jais,12 mégapixels - lentille ultra grand angle - f/2.2,10 mégapixels - f/2.2,Lecteur d'empreintes (côté),1.418 W/kg (head) ¦ 1.242 W/kg (body) ¦ 2.36 W/kg (membre),,,,"Dossier - écran tactile, double écran",Non spécifié,Garantie de 2 ans,,,"NFC, UWB, Wi-Fi 7, Bluetooth",,,,RAM 16 Go / 1 To,"WPC, Qi, Fast Wireless Charging 2.0, Wireless PowerShare",SM-F966B/DS,215 g,Qualcomm Snapdragon 8 Elite for Galaxy 4.47 GHz (8 cœurs),Résistant à l'eau,,,,,Android 16 avec One UI 8,10 mégapixels - téléobjectif - 3x zoom optique - f/2.4,5G smartphone,,Qualcomm Hexagon,"8 "" - 2184 x 1968 pixels"
11852905,Samsung Galaxy Z Fold7 Gris 1To,SAMSUNG,"5G smartphone - double SIM - RAM 16 Go / Mémoire interne 1 To - écran OEL - 8"" - 8"" - 2184 x 1968 pixels 2184 x 1968 pixels (120 Hz) - 3 x caméras arrière 200 MP, 12 MP, 10 MP - 2x front cameras 10 MP, 10 MP - ombre argentée",2613.0,Qualcomm ADRENO,"Écran OEL - 2184 x 1968 pixels - 8"" - 368 ppi - (120 Hz) - 20:18 - Dynamic AMOLED 2X - Corning Gorilla Glass Ceramic 2 (verre résistant aux rayures) - vers l'intérieur - pliable","Dynamic AMOLED 2X - couleur - 6.5""",,,,10 mégapixels f/2.2,200 mégapixels - objectif grand angle - f/1.7 - mise au point : automatique,"Double SIM - nano SIM, Carte SIM électronique (e-SIM)",,,,,,USB-C,Ombre argentée,12 mégapixels - lentille ultra grand angle - f/2.2,10 mégapixels - f/2.2,Lecteur d'empreintes (côté),1.418 W/kg (head) ¦ 1.242 W/kg (body) ¦ 2.36 W/kg (membre),,,,"Dossier - écran tactile, double écran",Non spécifié,Garantie de 2 ans,,,"NFC, UWB, Wi-Fi 7, Bluetooth",,,,RAM 16 Go / 1 To,"WPC, Qi, Fast Wireless Charging 2.0, Wireless PowerShare",SM-F966B/DS,215 g,Qualcomm Snapdragon 8 Elite for Galaxy 4.47 GHz (8 cœurs),Résistant à l'eau,,,,,Android 16 avec One UI 8,10 mégapixels - téléobjectif - 3x zoom optique - f/2.4,5G smartphone,,Qualcomm Hexagon,"8 "" - 2184 x 1968 pixels"
7811645,Smartphone CROSSCALL  CORE-Z5 6/128GO,CROSSCALL,"le CORE-Z5 affiche une fiabilité, une durabilité et une robustesse à toute épreuve. Il s’adapte aux conditions les plus exigeantes, devenant bureau mobile ou outil opérationnel en missions critiques.",692.58,,"Écran LCD - 1520 x 720 pixels - 6.08"" - 19:9 - IPS - Corning Gorilla Glass 5 (scratch resistant glass)",,Jusqu'à 2640 minutes,,,8 mégapixels - automatique,48 mégapixels mise au point : automatique,Double SIM - nano SIM,,microSDXC fente - jusqu'à 1 To,,Classe A,Https://eprel.ec.europa.eu/qr/2361612,"Jack 3,5 mm pour casque, USB-C",Noir,,,Lecteur d'empreintes,1.5 W/kg (head) ¦ 1.03 W/kg (body) ¦ 2.63 W/kg (membre),Jusqu'à 306 heures,,Flash LED,Robuste,Non spécifié,Garantie de 5 ans,9.1 (sur 10),,"NFC, Wi-Fi 6, Bluetooth, Wi-Fi 6E",,,,RAM 6 Go / 128 Go,,,281 g,Qualcomm QCM6490 / 2.7 GHz (8 cœurs),"Antichoc, anti-poussière, étanche, protection contre la surchauffe, résistant aux produits chimiques, protection contre brouillard salin",,,,,Android 12,,5G smartphone,,,
11918438,iPhone 17 512GB White,APPLE,"5G smartphone - double SIM / Mémoire interne 512 Go - écran OEL - 6.3"" - 2622 x 1206 pixels (120 Hz) - 2x caméras arrière 48 MP, 48 MP - front camera 18 mégapixels - blanc",1001.83,,"Écran OEL - 2622 x 1206 pixels - 6.3"" - 460 ppi - (120 Hz) - Écran Super Retina XDR avec ProMotion - HDR - revêtement oléophobe antitrace, Ceramic Shield 2, revêtement antireflet",,,,,18 mégapixels f/1.9 - automatique,48 mégapixels - 2x zoom optique - 26 mm - f/1.6 - mise au point : automatique,"Double SIM - nano SIM, Carte SIM électronique (e-SIM)",,,,,Https://eprel.ec.europa.eu/qr/2402623,USB-C,Blanc,48 mégapixels - objectif ultra grand angle de fusion 13 mm - f/2.2,,Reconnaissance faciale,1.49 W/kg (head) ¦ 1.49 W/kg (body),,61 kg d'émissions de carbone,,,Non spécifié,1 an de garantie,2.8 (sur 10),Oui,"NFC, UWB, IEEE 802.11be, Bluetooth",,,,512 Go,"Qi, Qi2",A3520,177 g,Apple A19 (6 cœurs),"Résistant à l'eau, résistant aux éclaboussures, résistant à la poussière",,,,,iOS 26,,5G smartphone,,Apple 16-core Neural Engine,
11918459,iPhone 17 Pro Max 2TB Silver,APPLE,"5G smartphone - double SIM / Mémoire interne 2 To - écran OEL - 6.9"" - 2868 x 1320 pixels (120 Hz) - 3 x caméras arrière 48 MP, 48 MP, 48 MP - front camera 18 mégapixels - argent",2051.83,,"Écran OEL - 2868 x 1320 pixels - 6.9"" - 460 ppi - (120 Hz) - Écran Super Retina XDR avec ProMotion - HDR - revêtement oléophobe antitrace, Ceramic Shield 2, revêtement antireflet",,,,,18 mégapixels f/1.9 - automatique,48 mégapixels 24 mm - f/1.78 - mise au point : automatique,"Double SIM - nano SIM, Carte SIM électronique (e-SIM)",,,,,Https://eprel.ec.europa.eu/qr/2402618,USB-C,Argent,48 mégapixels - objectif ultra grand angle de fusion 13 mm - f/2.2,,Reconnaissance faciale,1.49 W/kg (head) ¦ 1.49 W/kg (body),,134 kg d'émissions de carbone,,,Non spécifié,1 an de garantie,3 (sur 10),Oui,"NFC, UWB, IEEE 802.11be, Bluetooth",,,,2 To,Qi2,A3526,231 g,Apple A19 Pro (6 cœurs),"Résistant à l'eau, résistant aux éclaboussures, résistant à la poussière",,,,,iOS 26,48 mégapixels - objectif téléobjectif fusion - 4x zoom optique - 100 mm - f/2.8,5G smartphone,,Apple 16-core Neural Engine,
11918464,iPhone Air 1TB Space Black,APPLE,"5G smartphone - double SIM / Mémoire interne 1 To - écran OEL - 6.5"" - 2736 x 1260 pixels (120 Hz) - rear camera 48 MP - front camera 18 mégapixels - noir spatial",1426.83,,"Écran OEL - 2736 x 1260 pixels - 6.5"" - 460 ppi - (120 Hz) - Écran Super Retina XDR avec ProMotion - HDR - revêtement oléophobe antitrace, Ceramic Shield 2, revêtement antireflet",,,,,18 mégapixels f/1.9 - automatique,48 mégapixels - 2x zoom optique - 26 mm - f/1.6 - mise au point : automatique,Double SIM - Carte SIM électronique (e-SIM),,,,,Https://eprel.ec.europa.eu/qr/2402612,USB-C,Noir spatial,,,Reconnaissance faciale,1.49 W/kg (head) ¦ 1.49 W/kg (body),,84 kg d'émissions de carbone,,,Non spécifié,1 an de garantie,2.8 (sur 10),Oui,"NFC, UWB, IEEE 802.11be, Bluetooth",,,Apple C1X,1 To,"Qi, Qi2",A3517,165 g,Apple A19 Pro (6 cœurs),"Résistant à l'eau, résistant aux éclaboussures, résistant à la poussière",,,,,iOS 26,,5G smartphone,,Apple 16-core Neural Engine,
11918469,iPhone Air 512GB Cloud White,APPLE,"5G smartphone - double SIM / Mémoire interne 512 Go - écran OEL - 6.5"" - 2736 x 1260 pixels (120 Hz) - rear camera 48 MP - front camera 18 mégapixels - blanc nuage",1218.5,,"Écran OEL - 2736 x 1260 pixels - 6.5"" - 460 ppi - (120 Hz) - Écran Super Retina XDR avec ProMotion - HDR - revêtement oléophobe antitrace, Ceramic Shield 2, revêtement antireflet",,,,,18 mégapixels f/1.9 - automatique,48 mégapixels - 2x zoom optique - 26 mm - f/1.6 - mise au point : automatique,Double SIM - Carte SIM électronique (e-SIM),,,,,Https://eprel.ec.europa.eu/qr/2402612,USB-C,Blanc nuage,,,Reconnaissance faciale,1.49 W/kg (head) ¦ 1.49 W/kg (body),,64 kg d'émissions de carbone,,,Non spécifié,1 an de garantie,2.8 (sur 10),Oui,"NFC, UWB, IEEE 802.11be, Bluetooth",,,Apple C1X,512 Go,"Qi, Qi2",A3517,165 g,Apple A19 Pro (6 cœurs),"Résistant à l'eau, résistant aux éclaboussures, résistant à la poussière",,,,,iOS 26,,5G smartphone,,Apple 16-core Neural Engine,
11918470,iPhone Air 512GB Light Gold,APPLE,"5G smartphone - double SIM / Mémoire interne 512 Go - écran OEL - 6.5"" - 2736 x 1260 pixels (120 Hz) - rear camera 48 MP - front camera 18 mégapixels - or clair",1218.5,,"Écran OEL - 2736 x 1260 pixels - 6.5"" - 460 ppi - (120 Hz) - Écran Super Retina XDR avec ProMotion - HDR - revêtement oléophobe antitrace, Ceramic Shield 2, revêtement antireflet",,,,,18 mégapixels f/1.9 - automatique,48 mégapixels - 2x zoom optique - 26 mm - f/1.6 - mise au point : automatique,Double SIM - Carte SIM électronique (e-SIM),,,,,Https://eprel.ec.europa.eu/qr/2402612,USB-C,Or clair,,,Reconnaissance faciale,1.49 W/kg (head) ¦ 1.49 W/kg (body),,64 kg d'émissions de carbone,,,Non spécifié,1 an de garantie,2.8 (sur 10),Oui,"NFC, UWB, IEEE 802.11be, Bluetooth",,,Apple C1X,512 Go,"Qi, Qi2",A3517,165 g,Apple A19 Pro (6 cœurs),"Résistant à l'eau, résistant aux éclaboussures, résistant à la poussière",,,,,iOS 26,,5G smartphone,,Apple 16-core Neural Engine,
