id,nom,marque,caracteristiques,prix,Affichage,Ajustements,Alimentation,Alimentation fournie,Ancrable,Appareil d'entrée,Appareils intégrés,Avertissement sur les couleurs de l'image,Batterie,Caractéristiques,Certification Microsoft,Certification du logiciel,Classe énergétique,Clavier numérique,Commandes,Compatibilité,Compatibilité TTA,Compatibilité de la taille de l'écran,Compatibilité ordinateur portable,Configuration requise,Connecteur,Connecteur (deuxième extrémité),Connecteurs d'entrée,Contenu de l'emballage,Contenu recyclé du produit,Conçu pour,Couleur,Courant nominal,Destiné à,Dimension Rack,Dimensions d'ordinateur portable prises en charge,Dispositif de pointage,Dispositifs de sécurité,Débit de transfert de données,Effets sonores,Empreinte carbone,Epaisseur,Facteur de forme,Facteur de forme du casque,Fonction de raccourcis clavier,Fonctionne avec Chromebook,Fonctions,Fonctions supplémentaires,Format,Fourni avec,Gamme de couleurs,Garantie du fabricant,Hauteur (unités de rack),Impédance,Inclinaison,Interface,Interface de montage VESA,Interface de station d'accueil,Interfaces vidéo,Jeu,Lavable,Localisation,Localisation et disposition,Longueur,Longueur du câble,Luminosité,Matière du boîtier,Matériau,Matériau du produit,Microphones fournis,Mode de fonctionnement des appareils électriques,Mode de fonctionnement du microphone,Mode de sortie audio,Multipoint,Nbre de touches,Nombre de boutons,Nombre de touches,Nombre de touches spéciales,Nombre inclus,Normes de conformité,Normes environnementales,Panoramique,Performance,Performances,Pistes de la carte ISO,Pivoter,Pliable,Poids,Poids de la charge max.,Positionnement/montage,Processeur,Profondeur réglable,Programme de ventes par le fabricant,Protection,Protocole de liaison de données,Puissance d'entrée max.,Quantité emballée,Rapport de contraste,Revêtement de l'écran,Récepteur sans fil,Réglages de la position de l'écran,Réseaux,Résolution,Résolution native,Rétroéclairage du clavier,Rétroéclairé,Services inclus,Spécifications audio,Stockage,Style de touches,Suppresseur de bruit actif,Suppression du bruit de microphone,Système d'exploitation,Système d'exploitation requis,Taille,Technologie Adaptive-Sync,Technologie de casque,Technologie de charge rapide,Technologie de connectivité,Technologie de détection de mouvements,Technologie du microphone,Technologie sans fil,Temps de réponse,Tension,Tension requise,Type,Type d'emballage,Type d'interface (bus),Type de Produit,Type de contacts,Type de diaphragme,Type de licence,Type de microphone,Type de panneau,Type de prise,Type de rack,Type de tarification,Utilisation recommandée,Webcam intégrée,Éléments de montage
3682261,STANDARD KEYBOARD BLACK WRIST REST,UNIFORMATI,Uniformatic - Clavier - USB - Français - noir,17.59,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,Noir,,,,,,,,,,,,,,,,,,,,,,,,USB,,,,,,,Français,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Filaire,,,,,,,,,,,,,,,,,,,,,
10311687,XtremeMac X-Wall,MCL SAMAR,"Wall - Adaptateur secteur - 36 Watt - QC, PD - 2 connecteurs de sortie (24 pin USB-C, USB)",49.97,,,,36 Watt,,,,,,,,,,,,,,,,,,,,,100 % - Plastique recyclé,"Téléphone cellulaire, tablette",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PD (USB-C) - 38 W ¦ Charge Rapide (Type-A) - 18 W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Qualcomm Quick Charge, Power Delivery",,,,,,,CA 100-240 V (50/60 Hz),,,,Adaptateur secteur,,,,,,"Total 2: 24 pin USB-C, USB",,,,,
2831964,CHERRY XS Complete G84-5200,CHERRY,"5200 - Clavier - PS/2, USB - Français - commutateur : CHERRY ML - noir",84.03,,,,,,,,,,,Compatible with Windows 7,,,,,,,,,,,,,,,,Noir,,,,,,,,,,,,,,,,,,,,Garantie de 3 ans,,,,"PS/2, USB",,,,,,,Français,,,,,,,,,,,,104,,,,,,,,,,,,,0.55 kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Filaire,,,,,,,,,,,CHERRY ML,,,,,,,,,,
5717165,Microsoft Surface Go Type Cover,MICROSOFT,"Clavier - avec trackpad, accéléromètre - rétroéclairé - Anglais - charbon de bois léger - commercial - pour Surface Go, Go 2",108.01,,,,,,,"Trackpad, accéléromètre",,,,,,,,,,,,,,,,,,,"Surface Go, Go 2",Charbon de bois léger,,,,,,,,,,,,,"Multimédia, luminosité, raccourcis Windows",,,,,,,1 an de garantie,,,,,,,,,,,Anglais,,,,,,,,,,,,,,,,,,,,,,,,,245 g,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Commercial,,,
6301216,Ordissimo - clavier pour tablette Celia,ORDISSIMO,"Ordissimo - Clavier tablette Celia  Clavier type folio avec coque de protection "" Clavier simplifié Ordissimo "" Position stand "" Design fin et élégant "" 255 mm x 178 mm x 18 mm (LxPxH) "" Poids 495 g "" Compatible avec tablette Ordissimo Celia",69.0,,,,,,,Pavé tactile,,,,,,,,,,,,,,,,,,,P/N: ART0418,,,,,,,,,,,,,,Multimédia,,,,,,,Garantie de 2 ans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,495 g,,,,,,"Résistant aux rayures, résistant aux impacts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11536558,CHERRY STREAM CLAVIER,CHERRY,Clavier - USB - Français - commutateur : CHERRY SX - noir,51.07,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,Noir,,,,,,,,,,,,,"Calculatrice, e-mail, touche secret, navigateur, Verrouiller l'ordinateur, lecture/pause, piste précédente, piste suivante, volume -, volume +",,,,,,,Garantie de 3 ans,,,,USB,,,,,,,Français,,,,,,,,,,,,105,,,10,,,,,,,,,,910 g,,,,,,"Résistant aux éclaboussures, résistant à l'abrasion",,,,,,,,,,,,,,,,,,,,,,,,,Filaire,,,,,,,,,,,CHERRY SX,,,,,,,,,,
3359431,Cherry / Clavier KC 1000 SC avec lecteur de carte à puce intégré USB noir,CHERRY,Clavier KC 1000 SC 105 touches avec lecteur de carte à puce intégré USB noir,40.97,,,,,,,,,,,,,,,,,,,,,,,,,,,Noir,,,,,,,,,,,,,,,"Lecteur intégré de cartes intelligentes, technologie Cherry LPK, forme plate, mode d'entrée PIN",,,,,Garantie de 2 ans,,,,USB,,,,,,,Français,,,,,,,,,,,,105,,,4,,,,,,,,,,840 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Filaire,,,,,,,,,,,,,,,,,,,,,
8438061,EXTENSION DE CLAVIER SANS FIL ARGENT,SATECHI,Pavé numérique - sans fil - Bluetooth - argent,41.66,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,Argent,,,,,,,,,,,,,,,,,,,,1 an de garantie,,,,Bluetooth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sans fil,,,,,,,,,,,,,,,,,,,,,
11819853,ASUS W5000,ASUSTEK,Ensemble clavier et souris - 100% - sans fil - 2.4 GHz - QWERTY - Espagnol - blanc,45.83,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,Blanc,,,,,Souris - sans fil - optique,,,,,,,,Multimédia,,,,,,,,,,,2.4 GHz,,,,,,,QWERTY Espagnol,,,,,,,,,,,,,,,,,,,,Commutation de sensibilité en temps réel 800/1200/1600 ppp,,,,,,,,,,,,,,,,,Récepteur sans fil USB,,,,,,,,,,,,,,,,,,,Sans fil,,,,,,,,,,,,,,,,,,,,,
11536648,CHERRY Keypad G84-4700,CHERRY,4700 - Pavé numérique - USB - Français - gris clair,50.41,,,,,,,,,,,,,,,,,,,,,,,,,,,Gris clair,,,,,,,,,,,,,Programmable,,Technologie Cherry ML,,,,,Garantie de 3 ans,,,,USB,,,,,,,Français,,,,,,,,,,,,21,,,,,,,,,,,,,0.2 kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Filaire,,,,,,,,,,,,,,,,,,,,,
11536741,CHERRY XTRFY MX 8.2,CHERRY,"Clavier - 80% - TKL - rétroéclairé - sans fil - Bluetooth 5.2, 2.4 GHz, USB-C - AZERTY - Français - commutateur : CHERRY MX2A Red - noir",167.23,,,,,,,,,,,,,,,,,,,,,,,,,,,Noir,,,,,,,,,,,,,"Navigateur, Touche CHERRY, verrouillage de la clé FN, touche mode jeu, touche secret, volume -, volume +, Blocage de la clé WIN",,,,,,,Garantie de 2 ans,,,,"Bluetooth 5.2, 2.4 GHz, USB-C",,,,Oui,,,AZERTY Français,,,,,,,,,,,,,,,,,,,,,,,,,830 g,,,,,,Résistant à l'abrasion,,,,,,Nano récepteur sans fil USB,,,,,,RGB / 16 millions de couleurs,,,,,,,,,,,,,"Filaire, sans fil",,,,,,,,,,,CHERRY MX2A Red,,,,,,,,,,
11536990,CHERRY XTRFY MX 2.0S,CHERRY,Clavier - 100% - full size - rétroéclairé - USB - AZERTY - Français - commutateur : CHERRY MX2A Red - noir,91.6,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,Noir,,,,,,,,,,,,,"Navigateur, Touche CHERRY, calculatrice, verrouillage de la clé FN, piste suivante, dernière piste, lecture/pause, volume +, volume -, touche secret, Blocage de la clé WIN",,,,,,,Garantie de 2 ans,,,,USB,,,,Oui,,,AZERTY Français,,,,,,,,,,,,,,,,,,,,,,,,,785 g,,,,,,Résistant à l'abrasion,,,,,,,,,,,,RGB / 16 millions de couleurs,,,,,,,,,,,,,Filaire,,,,,,,,,,,CHERRY MX2A Red,,,,,,,,,,
11261144,XtremeMac,MCL SAMAR,Adaptateur USB - 24 pin USB-C (M) pour USB type A (F) - USB 3.0 - 3 A,5.83,,,,,,,,,,,,,,,,,,,,,24 pin USB-C - mâle,USB 9 broches type A - femelle,,,,,,3 A,,,,,,,,,,,,,,"Support de charge rapide, synchronisation et charge",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USB 3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adaptateur de type C USB,,,,,,,,,,,,,,
11536907,CHERRY KW 7100 Mini,CHERRY,Clavier - sans fil - Bluetooth 5.1 - AZERTY - Français - commutateur : CHERRY SX - vert agave - emballage sans plastique,46.21,,,,,,,,,,,,,,,,,,,,,,,,,,,Vert agave,,,,,,,,,,,,,"Volume, lecture/pause, contrôle des médias",,,,,,,Garantie de 3 ans,,,,Bluetooth 5.1,,,,,,,AZERTY Français,,,,,,,,,,,,78,,,,,,,,,,,,,430 g,,,,,,,,,,,,Récepteur sans fil USB,,,,,,,,,,,,,,,,,,,Sans fil,,,,,,,,Emballage sans plastique,,,CHERRY SX,,,,,,,,,,
11536989,CHERRY XTRFY MX 3.1,CHERRY,Clavier - 100% - full size - rétroéclairé - USB-C - Français - commutateur : CHERRY MX2A Brown - blanc,116.81,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,Blanc,,,,,,,,,,,,,Verrou clavier Windows,,,,,,,,,,,USB-C,,,,Oui,,,Français,,,,,,,,,,,,,,,,,,,,,,,,,1.12 kg,,,,,,Résistant à l'abrasion,,,,,,,,,,,,"RGB / 16,8 millions de couleurs",,,,,,,,,,,,,Filaire,,,,,,,,,,,CHERRY MX2A Brown,,,,,,,,,,
11536993,CHERRY STREAM CLAVIER TKL,CHERRY,Clavier - USB - AZERTY - Français - commutateur : CHERRY SX - gris pâle,30.24,,,,,,,,,,,,,,,,,,,,,,,,,,,Gris pâle,,,,,,,,,,,,,"Volume -, volume +, touche secret, piste précédente, lecture/pause, piste suivante",,,,,,,Garantie de 3 ans,,,,USB,,,,,,,AZERTY Français,,,,,,,,,,,,88,,,6,,,Blue Angel,,,,,,,680 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Filaire,,,,,,,,,,,CHERRY SX,,,,,,,,,,
5103396,CLAVIER QWERTY USB NOIR,UNIFORMATI,UNIFORMATIC - CLAVIER QWERTY USB NOIR,21.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USB,,,,,,,QWERTY US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Filaire,,,,,,,,,,,,,,,,,,,,,
3416839,Cherry Compact-keyboard G84-4400 Français Gris USB,CHERRY,"Cherry Compact-keyboard G84-4400 Français Gris USBClavier miniature mécanique bas profil, trackball, 84 touches, layout FR",142.85,,,,,,,,,,,,,,,,,,,,,,,,,,,Gris clair,,,,,,,,,,,,,,,"Technologie Cherry ML, trackball intégrée",,,,,Garantie de 3 ans,,,,USB,,,,,,,Français,,,,,,,,,,,,84,,,,,,,,,,,,,0.7 kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Filaire,,,,,,,,,,,,,,,,,,,,,
4167631,CHERRY G80-1800,CHERRY,"1800 - Clavier - PS/2, USB - Français - gris clair",105.03,,,,,,,,,,,Compatible with Windows 7,,,,,,,,,,,,,,,,Gris clair,,,,,,,,,,,,,,,Technologie Cherry MX,,,,,Garantie de 3 ans,,,,"PS/2, USB",,,,,,,Français,,,,,,,,,,,,105,,,,,,,,,,,,,0.92 kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Filaire,,,,,,,,,,,,,,,,,,,,,
11509901,CHERRY K5V2,CHERRY,Clavier - 65% - compact TKL - rétroéclairage - USB - AZERTY - Français - commutateur : CHERRY MX2A Red (échangeable à chaud) - noir,116.81,,,,,,,,,,,,,,,,,,,,,,,,,,,Noir,,,,,,,,,,,,,"Luminosité, contrôle des médias, lecture/pause, volume +, volume -, touche secret",,,,,,,Garantie de 2 ans,,,,USB,,,,Oui,,,AZERTY Français,,,,,,,,,,,,,,,,,,,,,,,,,841 g,,,,,,,,,,,,,,,,,,Bande LED RGB,,,,,,,,,,,,,Filaire,,,,,,,,,,,CHERRY MX2A Red (échangeable à chaud),,,,,,,,,,
7713691,Lenovo Go Split,LENOVO,Clavier - sans fil - 2.4 GHz - US avec le symbole de l'euro - gris orage - Pour la vente au détail,118.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Gris orage,,,,,,,,,,,,,,,,,,,,1 an de garantie,,,,2.4 GHz,,,,,,,US avec le symbole de l'euro,,,,,,,,,,,,88,,,,,,,,,,,,,890 g,,,,,,,,,,,,Récepteur sans fil USB,,,,,,,,,,Chiclet,,,,,,,,,Sans fil,,,,,,,,Pour la vente au détail,,,,,,,,,,,,,
11533090,HP 680 Comfort,HP INC,"Ensemble clavier et souris - bi-mode, agencement à 3 zones, multi-appareils, 23 touches programmables, détection automatique du système d'exploitation, déplacement des touches à profil bas - full size - sans fil - 2.4 GHz, Bluetooth - AZERTY - Français - noir",108.32,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,Noir,,,,,Souris - sans fil,,,,,,,,"Dictée, Copilot, commutateur de langue",,,,,,,Garantie de 2 ans,,,,"2.4 GHz, Bluetooth",,,,,,,AZERTY Français,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Résistant aux éclaboussures,,,,,,,,,,,,,,,,,,,,,,,,,Sans fil,,,,,,,,,,,,,,,,,,,,,
11533091,HP 680 Comfort,HP INC,"Clavier - bi-mode, agencement à 3 zones, multi-appareils, 23 touches programmables, détection automatique du système d'exploitation, déplacement des touches à profil bas - full size - sans fil - 2.4 GHz, Bluetooth - AZERTY - Français - noir",83.32,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,Noir,,,,,,,,,,,,,"Dictée, Copilot, commutateur de langue",,,,,,,Garantie de 2 ans,,,,"2.4 GHz, Bluetooth",,,,,,,AZERTY Français,,,,,,,,,,,,,,,,,,,,,,,,,845 g,,,,,,Résistant aux éclaboussures,,,,,,,,,,,,,,,,,,,,,,,,,Sans fil,,,,,,,,,,,,,,,,,,,,,
11533092,HP 460,HP INC,"Clavier - multi-appareils, appairage rapide, compact avec pavé numérique, disposition à 2 zones - sans fil - Bluetooth 5.3 - Français - noir Jack",54.16,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,Noir Jack,,,,,,,,,,,,,"Emoji, commutateur de langue, touche secret",,,,,,,Garantie de 2 ans,,,,Bluetooth 5.3,,,,,,,Français,,,,,,,,,,,,,,,,,,,,,,,,,660 g,,,,,,"Résistant aux éclaboussures, protection par cryptage",,,,,,,,,,,,,,,,,,,,,,,,,Sans fil,,,,,,,,,,,,,,,,,,,,,
11533093,HP 960,HP INC,"Ensemble clavier et pavé numérique - taille compacte, disposition à 2 zones, pavé numérique séparé, déplacement des touches à profil bas, multi-dispositifs - sans fil - Bluetooth - Français - noir",166.66,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,Noir,,,,,Clavier - sans fil,,,,,,,,"Dictée, commutateur de langue, Copilot",,,,,,,1 an de garantie,,,,Bluetooth,,,,,,,Français,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Récepteur sans fil USB,,,,,,,,,,,,,,,,,,,Sans fil,,,,,,,,,,,,,,,,,,,,,
11533096,HP 480 Comfort,HP INC,"Clavier - Agencement à 3 zones, multi-appareils, 23 touches programmables - full size - USB - AZERTY - Français - noir",64.8,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,Noir,,,,,,,,,,,,,"Dictée, Copilot, commutateur de langue",,,,,,,Garantie de 2 ans,,,,USB,,,,,,,AZERTY Français,,,,,,,,,,,,,,,,,,,,,,,,,870 g,,,,,,Résistant aux éclaboussures,,,,,,,,,,,,,,,,,,,,,,,,,Filaire,,,,,,,,,,,,,,,,,,,,,
3480576,DELL KB216,DELL,"ClavierUSBfrançais (AZERTY)noirpour Inspiron 17 5759, 3459, Precision Mobile Workstation 3510, 5510, 7510, 7710, Vostro 3905pour Wyse",19.75,,,,,,,,,,,,,,,,,,,,,,,,,,,Noir,,,,,,,,,,,,,"Volume, touche secret, lecture/pause, arrière, avant",,,,,,,1 an de garantie,,,,USB,,,,,,,AZERTY Français,,,,,,,,,,,,,,,,,,,,,,,,,503 g,,,,,,,,,,,,,,,,,,,,,,Chiclet,,,,,,,,,Filaire,,,,,,,,,,,,,,,,,,,,,
3483153,Dell KB216,DELL,Clavier - USB - QWERTY - International US - noir,19.75,,,,,,,,,,,,,,,,,,,,,,,,,,,Noir,,,,,,,,,,,,,"Volume, lecture/pause, arrière, avant",,,,,,,1 an de garantie,,,,USB,,,,,,,QWERTY International US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chiclet,,,,,,,,,Filaire,,,,,,,,,,,,,,,,,,,,,
11835957,Belkin Pack Clavier et Souris Sans-Fil Wireless,BELKIN,Ensemble clavier et souris - full size - sans fil - 2.4 GHz - AZERTY - Français,24.99,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,Souris - sans fil - optique,,,,,,,,Multimédia,,,,,,,Garantie de 2 ans,,,,2.4 GHz,,,,,,,AZERTY Français,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,"Anti-déversement, résistant aux accidents",,,,,,Récepteur sans fil USB,,,,,,,,,,,,,,,,,,,Sans fil,,,,,,,,,,,,,,,,,,,,,
7754298,Dell KB740,DELL,"Clavier - compact, multi-dispositif - sans fil - 2.4 GHz, Bluetooth 5.0 - QWERTY - International US - gris titan - avec 3 years NBD Advance Exchange",46.75,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,Gris titan,,,,,,,,,,,,,"Programmable, volume -, volume +, touche secret",,,,,,,,,,,"2.4 GHz, Bluetooth 5.0",,,,,,,QWERTY International US,,,,,,,,,,,,,,,,,,,,,,,,,506 g,,,,,,,,,,,,Récepteur sans fil USB,,,,,,,3 years NBD Advance Exchange,,,,,,,,,,,,Sans fil,,,,,,,,,,,,,,,,,,,,,
11916788,HP 455,HP INC,Clavier - programmable - sans fil - 2.4 GHz - Français - noir,633.0,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,Noir,,,,,,,,,,,,,,,,,,,,1 an de garantie,,,,2.4 GHz,,,,,,,Français,,,,,,,,,,,,,,,,,,,,,,,,,430 g,,,,,,,,,,,,Récepteur sans fil USB,,,,,,,,,,,,,,,,,,,Sans fil,,,,,,,,,,,,,,,,,,,,,
11916794,HP 125 G2,HP INC,Clavier - 100% - full size - USB - AZERTY - Français - noir - En vrac,188.0,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,Noir,,,,,,,,,,,,,"Verrouillage du PC, touche de raccourci, Caps Lock, Copilot",,,,,,,1 an de garantie,,,,USB,,,,,,,AZERTY Français,,,,,,,,,,,,,,,,,,,,,,,,,460 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Filaire,,,,,,,,En vrac,,,,,,,,,,,,,
11916795,HP 655,HP INC,Ensemble clavier et souris - sans fil - 2.4 GHz - Français - noir,841.0,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,Noir,,,,,Souris - sans fil,,,,,,,,,,,,,,,1 an de garantie,,,,2.4 GHz,,,,,,,Français,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Récepteur sans fil USB,,,,,,,,,,,,,,,,,,,Sans fil,,,,,,,,,,,,,,,,,,,,,
11916796,HP 320K v2,HP INC,Clavier - USB - AZERTY - Français - En vrac (pack de 12),240.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USB,,,,,,,AZERTY Français,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12 (les spécifications se rapportent à un seul article),,,,,,,,,,,,,,,,,,,,,,Filaire,,,,,,,,En vrac,,,,,,,,,,,,,
11916797,HP 225,HP INC,"Ensemble clavier et souris - ambidextre, disposition en 3 zones, course de touche standard - 100% - full size - USB - AZERTY - Français - blanc",33.0,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,Blanc,,,,,Souris - filaire - optique,,,,,,,,"Num lock, Caps Lock, Copilot",,,,,,,1 an de garantie,,,,USB,,,,,,,AZERTY Français,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Filaire,,,,,,,,,,,,,,,,,,,,,
7417238,HP Premium,HP INC,Clavier - avec ClickPad - rétroéclairé - POGO pin - Français - pour Elite x2 G8,343.0,,,,,,,ClickPad,,,,,,,,,,,,,,,,,,,Elite x2 G8,,,,,,,,,,,,,,,,,,,,,1 an de garantie,,,,POGO pin,,,,,,,Français,,,,,,,,,,,,,,,,,,,,,,,,,360 g,,,,,,"Résistant aux éclaboussures, résistant à l'usure, résistant aux déchirures",,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9821987,Lenovo Essential Wireless Combo Gen 2,LENOVO,Ensemble clavier et souris - sans fil - 2.4 GHz - Français - noir - boîte en carton - CRU,46.0,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,Noir,,,,,Souris - sans fil - optique - droitiers et gauchers,,,,,,,,Contrôle des médias,,,,,,,Garantie de 3 ans,,,,2.4 GHz,,,,,,,Français,,,,,,,,,,,,,,3,,,,,,3 millions de clics,,,,,,,,,,,Résistant aux éclaboussures,,,,,,Nano récepteur sans fil USB,,,,,,,,,,,,,,,,,,,Sans fil,,,,,,,,Boîte en carton,,,,,,,,,,Customer-replaceable Unit (CRU),,,
11869481,HP Desktop 320K,HP INC,Clavier - USB - Français - Smart Buy,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USB,,,,,,,Français,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HP Smart Buy,,,,,,,,,,,,,,,,,,,,,,,,,,Filaire,,,,,,,,,,,,,,,,,,,,,
7739112,Logitech Master Series MX Mechanical Mini for Mac,LOGITECH,Clavier - rétroéclairé - sans fil - Bluetooth LE - AZERTY - Français - commutateur : Tactile Silencieux - gris pâle,159.99,,,,,,,,,,,,,,,,,,,,,,,,,,,Gris pâle,,,,,,,,,,,,,"Easy-Switch, multimédia, interrupteur marche/arrêt",,,,,,,Garantie de 2 ans,,,,Bluetooth LE,,,,,,,AZERTY Français,,,,,,,,,,,,,,,,,,,,,,,,,612 g,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,Sans fil,,,,,,,,,,,Tactile Silencieux,,,,,,,,,,
11832930,Logitech MK250,LOGITECH,Ensemble clavier et souris - sans fil - Bluetooth LE - AZERTY - Français - graphite,29.99,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,Graphite,,,,,Souris - sans fil - optique,,,,,,,,,,,,,,,Garantie de 2 ans,,,,Bluetooth LE,,,,,,,AZERTY Français,,,,,,,,,,,,,,3,,,,,,Report rate: 133 Hz,,,,,,,,,,,Résistant aux éclaboussures,,,,,,,,,,,,,,,,,,,,,,,,,Sans fil,,,,,,,,,,,,,,,,,,,,,
11789717,HP Desktop 320K,HP INC,Clavier - USB (pack de 12),240.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12 (les spécifications se rapportent à un seul article),,,,,,,,,,,,,,,,,,,,,,Filaire,,,,,,,,,,,,,,,,,,,,,
5831763,HP 300,HP INC,Ensemble clavier et souris - sans fil - noir,49.99,,,,,,,,,,,,,,,,,,,,,,,,,,,Noir,,,,,Souris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sans fil,,,,,,,,,,,,,,,,,,,,,
7425144,Logitech Master Series MX Mechanical,LOGITECH,Clavier - rétroéclairé - sans fil - Bluetooth LE - AZERTY - Français - commutateur : Tactile Silencieux - graphite,179.99,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,Graphite,,,,,,,,,,,,,"Easy-Switch, interrupteur marche/arrêt, contrôle du rétroéclairage, multimédia, touche secret",,,,,,,Garantie de 2 ans,,,,Bluetooth LE,,,,,,,AZERTY Français,,,,,,,,,,,,,,,,,,,,,,,,,828 g,,,,,,,,,,,,Récepteur USB Logitech Logi Bolt,,,,,,Oui,,,,,,,,,,,,,Sans fil,,,,,,,,,,,Tactile Silencieux,,,,,,,,,,
7425155,Logitech Master Series MX Mechanical Mini,LOGITECH,Clavier - rétroéclairé - sans fil - Bluetooth LE - AZERTY - Français - commutateur : Tactile Silencieux - graphite,159.99,,,,,,,,,,,,,,,,,,,,,,,,,,,Graphite,,,,,,,,,,,,,"Easy-Switch, interrupteur marche/arrêt, contrôle du rétroéclairage, multimédia, touche secret",,,,,,,Garantie de 2 ans,,,,Bluetooth LE,,,,,,,AZERTY Français,,,,,,,,,,,,,,,,,,,,,,,,,612 g,,,,,,,,,,,,Récepteur USB Logitech Logi Bolt,,,,,,Oui,,,,,,,,,,,,,Sans fil,,,,,,,,,,,Tactile Silencieux,,,,,,,,,,
11798680,Logitech Master Series MX Creative Console,LOGITECH,Ensemble clavier et pavé numérique - backlit - USB-C - gris pâle,229.99,,,,,,,,,,,,,,,,,,,,,,,,,,,Gris pâle,,,,,Clavier numérique - sans fil,,,,,,,,Programmable,,,,,,,Garantie de 2 ans,,,,USB-C,,,,,,,,,,,,,,,,,,,,,4,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,RGB,,,,,,,,,,,,,Filaire,,,,,,,,,,,,,,,,,,,,,
