id,nom,marque,caracteristiques,prix,Accessoires compris,Améliorations d'image,Audio,Avertissement sur les couleurs de l'image,Bruitages,Caméra,Capacité de stockage,Caractéristiques,Cartes mémoire prises en charge,Certification Microsoft,Chaînage en marguerites,Classe de diagonale,Classe énergétique,Code QR du label énergétique URL,Commutateur clavier-écran-souris,Compatible HDR,Connecteurs d'entrée,Connectivité,Consommation d'énergie annuelle,Consommation en fonctionnement,Consommation électrique en mode marche,Consommation électrique en veille,Contrôleur graphique,Conçu pour,Couleur,Câbles inclus,Densité par pixel,Dimensions (LxPxH) - avec base,Dimensions (LxPxH) - avec socle (orientation paysage),Dimensions (LxPxH) - avec support,"Dimensions (LxPxH) - avec support (orientation paysage, position la plus haute)",Dimensions (LxPxH) - avec support (position la plus basse),Dimensions (LxPxH) - avec support (position la plus haute),Dimensions (LxPxH) - sans base,Dimensions (LxPxH) - sans support,Dimensions (LxPxH) - unité d'affichage,Disque dur,Empreinte carbone,Entrée audio,Ethernet intégré,Facteur de forme,Fonctions commerciales,Format HDR,Format d'affichage,Format de l'image,Formats vidéo d'entrée,Fourni avec,Gamme de couleurs,Garantie du fabricant,Haut-parleurs,Interface PC,Interface vidéo,Interfaces,Jeu,Lecteur de carte,Localisation,Logiciel(s) inclus,Luminosité,Matériaux de terres rares,Modes vidéo,Moniteur,Nombre d'écrans,Nombre de ports HDMI,Normes de conformité,Normes environnementales,Plate-forme,Plateforme,Poids,Prise en charge des couleurs,Processeur,Programme de ventes par le fabricant,RAM,Rapport de contraste,Revêtement de l'écran,Réglages de la position de l'écran,Réseaux,Résolution,Résolution maximale,Résolution native,Services de diffusion en streaming sur Internet,Services inclus,Stockage optique,Système d'exploitation fourni,Système de haut-parleurs,Taille d'écran recommandée,Taille de la diagonale,Taux d'image et technologie d'amélioration,Taux de trame (max),Technologie,Technologie 24p,Technologie Adaptive-Sync,Technologie HDR,Technologie de connectivité,Technologie de rétroéclairage LCD,Temps de réponse,Tension,Tuner TV numérique,Tuner de télévision,Type,Type de Produit,Type de panneau,Type de tarification,USB,Unité d'affichage pour mur vidéo,Utilisation commerciale,Utilisation recommandée,Webcam intégrée,Écran incurvé
8633681,Samsung S27C432GAUXEN,SAMSUNG,"27"" | Flat | FHD 1920x1080 | 100Hz | IPS | 1ms | Flat | 250cd/m2 | 1000:1 | H / I / Pivot / Orientable | Cable(s) HDMI + DP Cable",199.0,,,,,,,,,,,,,Classe D,,,,"HDMI, VGA, DisplayPort",,24 kWh,,,,,,Noir,,0.3113 mm,,,61.16 cm x 21.97 cm x 53.92 cm,,,,,,,,,,,16:9,,,,,,,"72% NTSC (CIE 1976), 95% sRGB",,,,,,,,,,250 cd/m²,,,,,,TUV,TCO Certified Displays 9,,,5.6 kg,"16,7 millions de couleurs",,,,1000:1,,"Hauteur, pivot (rotation), pivotant, inclinaison",,,,Full HD (1080p) 1920 x 1080 à 100 Hz,,,,,,,,,,,,AMD FreeSync,,,,4 ms (gris à gris),CA 100-240 V,,,,,IPS,,,,,,,
9819437,iiyama ProLite XUB2492QSU-B1,IIYAMA,"B1 - Écran LED - 24"" - 2560 x 1440 WQHD @ 100 Hz - IPS - 300 cd/m² - 1000:1 - 0.5 ms - HDMI, DisplayPort - haut-parleurs - noir, mat",182.5,,,,,,,,Concentrateur à USB 3.2 de génération 1,,,,,Classe F,,,,"HDMI, DisplayPort",,,,,,,,"Noir, mat",,0.206 mm,,,,,54 cm x 20.95 cm x 35.8 cm,,,,,,,,,16:9,,,,,,,"72% NTSC, 99% sRGB",Garantie de 3 ans,,,,,,,,,300 cd/m²,,,,,,"DDC/CI, DDC-2B, TUV Bauart, EAC, VCCI Class B, PSE Mark, RoHS, ERP, WEEE, REACH, UKCA, REACH SvHC",,,,5.9 kg,"16,7 millions de couleurs",,,,1000:1 / 80000000:1 (dynamique),Mat,"Hauteur, pivotant, inclinaison, pivot (rotation)",,,,WQHD 2560 x 1440 à 100 Hz,,,,,,,,,,,,AMD FreeSync,,,,0.5 ms (MPRT),CA 100-240 V (50/60 Hz),,,,,IPS,,,,,,,
11171689,ViewSonic VX2779A-HD-PRO,VIEWSONIC,"HD-PRO - Écran LED - jeux - 27"" - 1920 x 1080 Full HD (1080p) @ 240 Hz - IPS - 250 cd/m² - 1000:1 - HDR10 - 1 ms - 2xHDMI, DisplayPort",153.4,,,,,,,,,,,,,Classe E,,,HDR10,"2xHDMI, DisplayPort",,,,,,,,,,0.3108 mm,,,61.5 cm x 18.15 cm x 45.38 cm,,,,,,,,,,,16:9,,,,,,,"104% sRGB, 72% NTSC",,,,,,Oui,,,,250 cd/m²,,,,,,"CB, CE/EMC, RoHS, ERP, REACH, WEEE, EAC, UkrSEPRO, BSMI, BIS",,,,4.1 kg,"16,7 millions de couleurs",,,,1000:1 / 50000000:1 (dynamique),"Anti-éblouissement, 3H Hard Coating, Diffusion globale de 25 %",Inclinaison,,,,Full HD (1080p) 1920 x 1080 à 240 Hz,,,,,,,,,,,,AMD FreeSync,,,,1 ms (MPRT),CA 100-240 V (50/60 Hz),,,,,IPS,,,,,,,
7895667,Samsung ViewFinity S8 S32B800PXP,SAMSUNG,"S80PB Series - écran LED - 32"" - 3840 x 2160 4K @ 60 Hz - IPS - 350 cd/m² - 1000:1 - DisplayHDR 600 - 5 ms - HDMI, DisplayPort, USB-C - noir",729.0,,,,,,,,"USB 3.0/concentrateur USB-C, adaptateur de réseau Ethernet, PD USB 90 Watt",,,,,Classe G,,,DisplayHDR 600,"HDMI, DisplayPort, USB-C",,46 kWh,,,,,,Noir,,,,,71.61 cm x 21.14 cm x 58.04 cm,,,,,,,,,,Oui,16:9,,,,,,,"100% sRGB, 98% DCI-P3",,,,,,,,,,350 cd/m²,,,,,,"TUV, HDCP 2.2, UL sans reflets, Pantone Validated","TCO Certified Displays 9, Certifié TCO, génération 10, pour écrans, ENERGY STAR",,,7.5 kg,"1,07 milliards de couleurs",,,,1000:1,Mat,"Hauteur, pivot (rotation), pivotant, inclinaison",,,,4K 3840 x 2160 à 60 Hz,,,,,,,,,,,,,,,,5 ms,CA 100-240 V,,,,,IPS,,,,,,,
8395422,iiyama ProLite T2452MSC-B1,IIYAMA,"B1 - Écran LED - 24"" (23.8"" visualisable) - écran tactile - 1920 x 1080 Full HD (1080p) - IPS - 400 cd/m² - 1000:1 - 14 ms - HDMI, DisplayPort, 2xUSB-C - haut-parleurs - noir mat",374.17,,,,,,,,"Écran tactile, stylet, webcam 2,1 mégapixel",,,,,Classe E,,,,"HDMI, DisplayPort, 2xUSB-C",,,,,,,,Noir mat,,0.274 mm,,,56.7 cm x 38.5 cm x 25.35 cm,,,,,,,,,,,16:9,,,,,,,,Garantie de 3 ans,,,,,,,,,400 cd/m²,,,,,,"TUV Bauart, EAC, RoHS, ERP, WEEE, REACH, UKCA",ENERGY STAR,,,5.6 kg,"16,7 millions de couleurs",,,,1000:1,7H Hard Coating,Inclinaison,,,,Full HD (1080p) 1920 x 1080,,,,,,,,,,,,,,,,14 ms,AC 100 -240 V (50/60 Hz),,,,,IPS,,,,,,,
11868818,LG UltraFine Ergo 32UN880K-B,LG ELECTRO,"B - Écran LED - 32"" (31.5"" visualisable) - 3840 x 2160 4K UHD (2160p) @ 60 Hz - IPS - 350 cd/m² - 1000:1 - HDR10 - 5 ms - 2xHDMI, DisplayPort, USB-C - haut-parleurs",491.39,,,,,,,,"USB 3.0/concentrateur USB-C, PD USB 60 Watt",,,,,Classe G,Https://eprel.ec.europa.eu/qr/2075559,,HDR10,"2xHDMI, DisplayPort, USB-C",,,,,,,,,,0.18159 mm,,,71.43 cm x 40.68 cm x 64.11 cm,,,,,,,,,,,16:9,,,,,,,95% DCI-P3 (CIE 1976),,,,,,,,,,350 cd/m²,,,,,,,,,,10.3 kg,"1,07 milliard de couleurs (10 bits, 8 bits + FRC)",,,,1000:1,,"Hauteur, pivot (rotation), pivotant, inclinaison, prolongement, rétractation",,,,4K UHD (2160p) 3840 x 2160 à 60 Hz,,,,,,,,,,,,,,,,5 ms (gris-à-gris),CA 100/240 V (50/60 Hz),,,,,IPS,,,,,,,
5316555,Philips 242B9T,PHILIPSMMD,"Écran LED - 24"" - écran tactile - 1920 x 1080 Full HD (1080p) @ 60 Hz - IPS - 250 cd/m² - 1000:1 - 5 ms - HDMI, DVI-D, VGA, DisplayPort - haut-parleurs - texture noire",338.0,,,,,,,,Concentrateur USB 3.1,,,,,Classe E,Https://eprel.ec.europa.eu/qr/399649,,,"HDMI, DVI-D, VGA, DisplayPort",,31 kWh,,18.4 Watt,,,,Texture noire,,0.275 mm,,,55.4 cm x 22.7 cm x 41.3 cm,,,,,,,,,,,16:9,,,,,,,72% NTSC (CIE 1931),,,,,,,,,,250 cd/m²,,,,,,"Plug and Play, homologué FFC de classe B, TUV GS, ICES-003, SEMKO, TUV Ergo, DDC/CI, RoHS, WEEE, IP54, EPA, CU-EAC, DisplayPort 1.2","TCO Certified Edge Displays, TCO Certified Displays 9, ENERGY STAR",,,8.15 kg,"16,7 millions de couleurs",,,,1000:1 / 50000000:1 (dynamique),"Anti-éblouissement, 3H Hard Coating, Diffusion globale de 25 %","Hauteur, inclinaison, pliable",,,,Full HD (1080p) 1920 x 1080 à 60 Hz,,,,,,,,,,,,,,,,5 ms (gris-à-gris),CA 120/230 V (50/60 Hz),,,,,IPS,,,,,,,
11775663,Dell Plus S2725QC,DELL,"Écran LED - 27"" - 3840 x 2160 4K @ 120 Hz - IPS - 350 cd/m² - 1500:1 - 4 ms - 2xHDMI, USB-C - haut-parleurs - avec 3 ans de service matériel de base avec Advanced Exchange après diagnostic à distance",314.0,,,,,,,,"Hub USB 3.2 de 1re génération/USB-C, PD USB 65 Watt",,,,,Classe F,Https://eprel.ec.europa.eu/qr/2186109,,,"2xHDMI, USB-C",,,,,,,,,,0.1554 mm,,,,,,61.154 cm x 20.04 cm x 51.863 cm,,,,,272 kg d'émissions de carbone (UE),,,16:9,,,,,,,99% sRGB (CIE 1931),,,,,,,,,,350 cd/m²,,,,,,"Plug and Play, RoHS, sans BFR, DisplayPort 1.4, HDCP 1.4, PVC-free, HDCP 2.3, Certification de confort oculaire TUV Rheinland (4 étoiles)",ENERGY STAR,,,6.71 kg,"1,07 milliards de couleurs",,,,1500:1,"Anti-éblouissement, 3H Hard Coating","Hauteur, pivot (rotation), pivotant, inclinaison",,,,4K 3840 x 2160 à 120 Hz,,3 ans de service matériel de base avec Advanced Exchange après diagnostic à distance,,,,,,,,,,AMD FreeSync Premium,,,,"4 ms (extrême gris à gris), 5 ms (gris à gris rapide), 8 ms (gris à gris normal)",CA 100-240 V (50/60 Hz),,,,,IPS,,,,,,,
6155961,AOC CU34P2A,AOC,"Écran LED - incurvé - 34"" - 3440 x 1440 UWQHD @ 100 Hz - VA - 300 cd/m² - 3000:1 - 1 ms - 2xHDMI, DisplayPort - haut-parleurs - noir",362.08,,,,,,,,Concentrateur à USB 3.2 de génération 1,,,,,Classe G,Https://eprel.ec.europa.eu/qr/399167,,,"2xHDMI, DisplayPort",,,,39.6 Watt,,,,Noir,,,,,,,,,,,,,,,,21:9,,,,,,,120% sRGB,Garantie de 3 ans,,,,,,,,,300 cd/m²,,,,,,"RoHS, REACH","TCO Certified Displays 9, ENERGY STAR",,,,"16,7 millions de couleurs (8 bits)",,,,3000:1 / 50000000:1 (dynamique),"Anti-éblouissement, 3H Hard Coating","Hauteur, pivotant, inclinaison",,,,UWQHD 3440 x 1440 à 100 Hz,,,,,,,,,,,,,,,,1 ms (MPRT),CA 120/230 V (50/60 Hz),,,,,VA,,,,,,,Oui
11458863,iiyama G-MASTER Red Eagle GCB3280QSU-B2,IIYAMA,"MASTER Red Eagle GCB3280QSU-B2 - Écran LED - jeux - incurvé - 32"" (31.5"" visualisable) - 2560 x 1440 WQHD @ 180 Hz - VA - 350 cd/m² - 3000:1 - 0.2 ms - 2xHDMI, DisplayPort - haut-parleurs - noir, mat",282.5,,,,,,,,Concentrateur à USB 3.2 de génération 1,,,,,Classe F,,,,"2xHDMI, DisplayPort",,,,,,,,"Noir, mat",,0.272 mm,,,,,70.95 cm x 29 cm x 47.3 cm,,,,,,,,,16:9,,,,,,,"96% sRGB, 72% NTSC",,,,,,Oui,,,,350 cd/m²,,,,,,"DDC-2B, TUV Bauart, VCCI Class B, PSE Mark, RoHS, ERP, WEEE, REACH, UKCA, REACH SvHC",,,,9 kg,"16,7 millions de couleurs",,,,3000:1 / 80000000:1 (dynamique),,"Inclinaison, hauteur, pivotant",,,,WQHD 2560 x 1440 à 180 Hz,,,,,,,,,,,,,,,,0.2 ms (MPRT),CA 100-240 V (50/60 Hz),,,,,VA,,,,,,,Oui
8140604,HP E27k G5,HP INC,"E-Series - écran LED - 27"" - 3840 x 2160 4K UHD (2160p) @ 60 Hz - IPS - 350 cd/m² - 1000:1 - 5 ms - HDMI, DisplayPort, USB-C - haut-parleurs - tête noire, noir et argent (support)",493.0,,,,,,,,,,,,,Classe F,,,,"HDMI, DisplayPort, USB-C",,,,26.1 Watt,,,,"Tête noire, noir et argent (support)",,0.1557 mm,,,61.34 cm x 22.73 cm x 54.7 cm,,,,,,,,,,,16:9,,,,,,,,Garantie de 3 ans,,,,,,,Anglais / Europe,,350 cd/m²,,,,,,"CSA, UL, VCCI, BSMI, NOM, TUV S, CB, CCC, PSB, FCC, ISO 9241-307, KCC, WEEE, PSE Mark, cTUVus, E-Standby, KC, CECP, CEL, EAC, ISC, SEPA, BIS, ICE, NRCS, Ukraine, UAE, TGM, Energy Star","TCO Certified Edge Displays, TCO Certified Displays 9, ENERGY STAR",,,7.5 kg,,,,,1000:1 / 8000000:1 (dynamique),"Diffusion globale de 25 %, anti-glare 3H hardness","Hauteur, pivot (rotation), pivotant, inclinaison",,,,4K UHD (2160p) 3840 x 2160 à 60 Hz,,,,,,,,,,,,,,,,5 ms (gris à gris avec Overdrive),CA 100-240 V (50/60 Hz),,,,,IPS,,,,,,,
11760376,Lenovo ThinkVision T34WD-40,LENOVO,"40 - Écran LED - incurvé - 34"" - 3440 x 1440 UWQHD @ 120 Hz - VA - 300 cd/m² - 3000:1 - HDR10 - 4 ms - HDMI, DisplayPort, USB-C - noir eclipse",529.41,,,,,,,,"Concentrateur à USB 3.2 de génération 1, PD USB 100 Watt",,,,,Classe E,Https://eprel.ec.europa.eu/qr/2262201,,HDR10,"HDMI, DisplayPort, USB-C",,,,,,,,Noir eclipse,,0.2318 mm,,,,,,80.61 cm x 22 cm x 54.54 cm,,,,,,,,21:9,,,,,,,"99% BT.709, 99% sRGB",Garantie de 3 ans,,,,,,,Anglais / Europe,,300 cd/m²,,,,,,"RoHS, TUV Rheinland Flicker Free Certification, TUV Rheinland Low Blue Light (Hardware Solution), Eyesafe Certified 2.0, Certification de confort oculaire TUV Rheinland (5 étoiles)","TCO Certified Edge Displays, Certifié TCO, génération 10, pour écrans, ENERGY STAR EPEAT Gold",,,9.2 kg,"16,7 millions de couleurs",,,,3000:1 / 3000000:1 (dynamique),Anti-éblouissement,"Hauteur, pivotant, inclinaison",,,,UWQHD 3440 x 1440 à 120 Hz,,,,,,,,,,,,,,,,"4 ms (extrême), 6 ms (normal)",CA 100-240 V (50/60 Hz),,,,,VA,,,,,,,Oui
11762212,Dell Pro Plus P2425DE,DELL,"Écran LED - 24"" (24"" visualisable) - 2560 x 1440 QHD @ 100 Hz - IPS - 350 cd/m² - 1500:1 - 5 ms - HDMI, DisplayPort, USB-C - BTO - avec 3 ans de service matériel de base avec Advanced Exchange après diagnostic à distance",249.0,,,,,,,,"Hub USB 3.2 de 1re génération/USB-C, PD USB 90 Watt",,,,,Classe E,Https://eprel.ec.europa.eu/qr/2151603,,,"HDMI, DisplayPort, USB-C",,,,16.5 Watt,,,,,,0.2058 mm,,,,,,53.87 cm x 18.154 cm x 49.655 cm,,,,,187 kg d'émissions de carbone,,Oui,16:9,,,,,,,99% sRGB (CIE 1931),,,,,,,,,,350 cd/m²,,,,,,"Plug and Play, RoHS, sans BFR, DisplayPort 1.4, HDCP 1.4, PVC-free, Certification de confort oculaire TUV Rheinland (4 étoiles)","TCO Certified Edge Displays, TCO Certified Displays 9, Certifié TCO, génération 10, pour écrans, ENERGY STAR EPEAT Gold",,,5.61 kg,"16,7 millions de couleurs",,,,1500:1,"Anti-éblouissement, 3H Hard Coating","Hauteur, pivot (rotation), pivotant, inclinaison",,,,QHD 2560 x 1440 à 100 Hz,,3 ans de service matériel de base avec Advanced Exchange après diagnostic à distance,,,,,,,,,,,,,,"5 ms (rapide), 8 ms (normal)",CA 100-240 V (50/60 Hz),,,,,IPS,BTO,,,,,,
11802124,ASUS VA279HG,ASUSTEK,"Écran LED - jeux - 27"" - 1920 x 1080 Full HD (1080p) @ 120 Hz - IPS - 300 cd/m² - 1500:1 - 1 ms - HDMI, VGA - noir",142.0,,,,,,,,,,,,,Classe C,,,,"HDMI, VGA",,,,,,,,Noir,,0.311 mm,,,61.34 cm x 19.42 cm x 44.71 cm,,,,,,,,,,,16:9,,,,,,,99% sRGB,,,,,,Oui,,,,300 cd/m²,,,,,,"TUV Rheinland Flicker Free Certification, TUV Rheinland Low Blue Light (Software Solution), FSC Mix","TCO Certified Displays 9, ENERGY STAR EPEAT Silver",,,3.74 kg,"16,7 millions de couleurs",,,,1500:1,Anti-éblouissement,Inclinaison,,,,Full HD (1080p) 1920 x 1080 à 120 Hz,,,,,,,,,,,,,,,,1 ms (MPRT),CA 100-240 V (50/60 Hz),,,,,IPS,,,,,,,
7301019,Lenovo ThinkVision E20-30,LENOVO,"30 - Écran LED - 20"" (19.5"" visualisable) - 1600 x 900 @ 60 Hz - TN - 250 cd/m² - 1000:1 - 2 ms - HDMI, VGA - noir corbeau",106.76,,,,,,,,,,,,,Classe D,Https://eprel.ec.europa.eu/qr/1121133,,,"HDMI, VGA",,,,,,,,Noir corbeau,,0.264 mm,,,,,,46.48 cm x 18.04 cm x 35.26 cm,,,,,,,,16:9,,,,,,,72% NTSC,Garantie de 3 ans,,,,,,,Anglais / Europe,,250 cd/m²,,,,,,"CCC, RoHS, TUV Rheinland Low Blue Light Certification, VOC, TUV Rheinland Flicker Free Certification, China Energy standard Tier 2, EU RoHS 2002/95/EC, TÜV Rheinland Low Blue Light","TCO Certified Edge Displays, TCO Certified Displays 9, ENERGY STAR EPEAT Silver",,,2.5 kg,"16,7 millions de couleurs",,,,1000:1 / 3000000:1 (dynamique),"Anti-éblouissement, 3H Hard Coating",Inclinaison,,,,1600 x 900 à 60 Hz,,,,,,,,,,,,,,,,"2 ms (On), 5 ms (Arrêt)",CA 100-240 V (50/60 Hz),,,,,TN,,,,,,,
9884940,Alienware AW3225QF,DELL,"Moniteur OLED - jeux - incurvé - 32"" (31.62"" visualisable) - 3840 x 2160 4K @ 240 Hz - 1000 cd/m² - 1500000:1 - DisplayHDR 400 True Black - 0.03 ms - 2xHDMI, DisplayPort - avec Garantie de 3 ans Advanced Exchange Basic Warranty",889.0,,,,,,,,"Système d'éclairage AlienFX, concentrateur à USB 3.2 de génération 1",,,,,Classe G,,,Dolby Vision / DisplayHDR 400 True Black,"2xHDMI, DisplayPort",,,,42.5 Watt,,,,,,0.1814 mm,,,,,71.556 cm x 30.572 cm x 47.277 cm,,,,,,,,,16:9,,,,,,,99.3% DCI-P3 (CIE 1976),,,,,,Oui,,,,1000 cd/m²,,,,,,"Plug and Play, RoHS, BFR réduit, réduit en PVC",,,,8.94 kg,"1,07 milliards de couleurs",,,,1500000:1,Anti-reflet,"Hauteur, pivotant, inclinaison",,,,4K 3840 x 2160 à 240 Hz,,Garantie de 3 ans Advanced Exchange Basic Warranty,,,,,,,,,,"VESA Adaptive-Sync, NVIDIA G-SYNC Compatible",,,,"0,03 ms (gris à gris)",CA 100-240 V (50/60 Hz),,,,,,,,,,,,Oui
7644323,AOC Value-line Q27V5CW/BK,AOC,"line Q27V5CW/BK - V5 series - écran LED - 27"" - 2560 x 1440 QHD @ 75 Hz - IPS - 300 cd/m² - 1000:1 - 4 ms - HDMI, DisplayPort, USB-C - haut-parleurs - noir",297.46,,,,,,,,"Webcam, Concentrateur USB 3.1 Gen1, PD USB 65 Watt",,,,,,,,,"HDMI, DisplayPort, USB-C",,,,,,,,Noir,,0.2331 mm,,,,,,61.3 cm x 20 cm x 53.07 cm,,,,,,,,16:9,,,,,,,"126% sRGB (CIE 1931), 94% Adobe RGB (CIE 1931), 85% NTSC (CIE 1931)",Garantie de 3 ans,,,,,,,,,300 cd/m²,,,,,,,ENERGY STAR,,,6.64 kg,"16,7 millions de couleurs",,,,1000:1 / 20000000:1 (dynamique),Anti-glare 3H hardness,"Inclinaison, pivotant, pivot (rotation), hauteur",,,,QHD 2560 x 1440 à 75 Hz,,,,,,,,,,,,AMD FreeSync,,,,"4 ms (gris à gris), 1 ms (MPRT)",CA 100-240 V (50/60 Hz),,,,,IPS,,,,,,,
7651194,Lenovo Legion Y27-30,LENOVO,"30 - Écran LED - jeux - 27"" (27"" visualisable) - 1920 x 1080 Full HD (1080p) @ 180 Hz - IPS - 400 cd/m² - 1000:1 - 0.5 ms - HDMI, DisplayPort - haut-parleurs - noir corbeau",521.0,,,,,,,,Concentrateur à USB 3.2 de génération 1,,,,,Classe E,Https://eprel.ec.europa.eu/qr/1265666,,,"HDMI, DisplayPort",,,,,,,,Noir corbeau,,0.233 mm,,,,,,61.37 cm x 25.88 cm x 53.65 cm,,,,,,,,16:9,,,,,,,"110% sRGB, 99% sRGB",Garantie de 3 ans,,,,,Oui,,Anglais / Europe,,400 cd/m²,,,,,,"CCC, RoHS 2011/65/EU, TUV Rheinland Eye Comfort Certification, China Energy standard Tier 1, TUV Eyesafe Display Certification, TUV Rheinland Low Blue Light (Hardware Solution)",,,,6.6 kg,"1,07 milliards de couleurs",,,,1000:1 / 3000000:1 (dynamique),Anti-éblouissement,"Hauteur, pivot (rotation), pivotant, inclinaison",,,,Full HD (1080p) 1920 x 1080 à 180 Hz,,,,,,,,,,,,"AMD FreeSync Premium, AMD Adaptive-Sync",,,,"0.5 ms (MPRT), 1 ms (Niveau 4), 2 ms (niveau 3), 3 ms (niveau 2), 4 ms (niveau 1), 5 ms (Arrêt)",CA 100-240 V (50/60 Hz),,,,,IPS,,,,,,,
7925606,Philips S-line 273S1,PHILIPSMMD,"line 273S1 - Écran LED - 27"" - 1920 x 1080 Full HD (1080p) @ 75 Hz - IPS - 300 cd/m² - 1000:1 - 4 ms - HDMI, DisplayPort, USB-C - haut-parleurs - noir",257.04,,,,,,,,"Adaptateur réseau Gigabit Ethernet, concentrateur à USB 3.2 de génération 1, PD USB 65 Watt",,,Oui,,Classe E,,,,"HDMI, DisplayPort, USB-C",,,,,,,,Noir,,0.3114 mm,,,,,,61.3 cm x 20.5 cm x 53.7 cm,,,,,,,Oui,16:9,,,,,,,"102% sRGB (CIE 1931), 81% (NTSC 1976)",,,,,,,,,,300 cd/m²,,,,,,"Plug and Play, homologué FFC de classe B, TUV GS, ICES-003, SEMKO, CB, TUV Ergo, DDC/CI, RoHS, CU-EAC, sans BFR, HDCP 2.2, HDCP 1.4, PVC-free, sans mercure, TUV Eye Comfort certified, EAEU RoHS","TCO Certified Edge Displays, TCO Certified Displays 9, ENERGY STAR",,,6.79 kg,"16,7 millions de couleurs",,,,1000:1 / 50000000:1 (dynamique),"Anti-éblouissement, 3H Hard Coating, Diffusion globale de 25 %","Hauteur, pivot (rotation), pivotant, inclinaison",,,,Full HD (1080p) 1920 x 1080 à 75 Hz,,,,,,,,,,,,,,,,4 ms (gris à gris),CA 100-240 V (50/60 Hz),,,,,IPS,,,,,,,
10288612,Dell P2425HE,DELL,"Sans socle - écran LED - 24"" (23.81"" visualisable) - 1920 x 1080 Full HD (1080p) @ 100 Hz - IPS - 250 cd/m² - 1500:1 - 5 ms - HDMI, DisplayPort, USB-C - BTO - avec 3 ans de service matériel de base avec Advanced Exchange après diagnostic à distance",191.0,,,,,,,,"Hub USB 3.2 de 1re génération/USB-C, PD USB 90 Watt",,,Oui,,Classe D,Https://eprel.ec.europa.eu/qr/1865680,,,"HDMI, DisplayPort, USB-C",,,,13.9 Watt,,,,,,0.2745 mm,,,,,,,,53.864 cm x 5.003 cm x 31.423 cm,,,159 kg d'émissions de carbone,,Oui,16:9,,,,,,,99% sRGB,,,,,,,,,,250 cd/m²,,,,,,"Plug and Play, RoHS, sans BFR, PVC-free","TCO Certified Edge Displays, TCO Certified Displays 9, Certifié TCO, génération 10, pour écrans, ENERGY STAR EPEAT Gold",,,3.69 kg,"16,7 millions de couleurs",,,,1500:1,Anti-glare 3H hardness,,,,,Full HD (1080p) 1920 x 1080 à 100 Hz,,3 ans de service matériel de base avec Advanced Exchange après diagnostic à distance,,,,,,,,,,,,,,"5 ms (gris à gris rapide), 8 ms (gris à gris normal)",CA 100-240 V (50/60 Hz),,,,,IPS,BTO,,,,,,
10496867,BenQ MA320U,BENQ,"Écran LED - 32"" (31.5"" visualisable) - 3840 x 2160 4K UHD (2160p) @ 60 Hz - IPS - 600 cd/m² - 1300:1 - DisplayHDR 600 - 5 ms - 2xHDMI, USB-C - haut-parleurs",499.17,,,,,,,,"Hub USB 3.2 de 1re génération/USB-C, PD USB 90 Watt",,,,,Classe G,Https://eprel.ec.europa.eu/qr/1961968,,HDR10 / DisplayHDR 600,"2xHDMI, USB-C",,,,,,,,,,,,,,71.45 cm x 22.02 cm x 60.88 cm,,,,,,,,,,16:9,,,,,,,"99% sRGB, 97% P3",Garantie de 3 ans,,,,,,,,,600 cd/m²,,,,,,"TUV Rheinland Flicker Free Certification, TUV Rheinland Eye Comfort Certification, HDCP 2.2, TUV Rheinland Low Blue Light (Software Solution), TUV Rheinland Reflection-Free Certification",ENERGY STAR,,,9.1 kg,"1,07 milliards de couleurs",,,,1300:1,Panneau nano mat,"Hauteur, pivot (rotation), pivotant, inclinaison",,,,4K UHD (2160p) 3840 x 2160 à 60 Hz,,,,,,,,,,,,,,,,5 ms (gris-à-gris),CA 100-240 V,,,,,IPS,,,,,,,
7896053,AOC Pro-line 24P3CV,AOC,"line 24P3CV - P3 Series - écran LED - 24"" (23.8"" visualisable) - 1920 x 1080 Full HD (1080p) @ 75 Hz - IPS - 300 cd/m² - 1000:1 - 4 ms - HDMI, DisplayPort, USB-C - haut-parleurs - noir - B2B",230.38,,,,,,,,"Commutateur KVM, concentrateur à USB 3.2 de génération 1, adaptateur de réseau Ethernet, PD USB 65 Watt",,,,,,,,,"HDMI, DisplayPort, USB-C",,,,,,,,Noir,,0.2745 mm,,,,,,,,,,,,,Oui,16:9,,,,,,,,Garantie de 3 ans,,,,,,,,,300 cd/m²,,,,,,EPA,TCO Certified Displays 9,,,,"16,7 millions de couleurs",,,,1000:1,"Anti-éblouissement, 3H Hard Coating","Hauteur, pivot (rotation), pivotant, inclinaison",,,,Full HD (1080p) 1920 x 1080 à 75 Hz,,,,,,,,,,,,,,,,4 ms (gris à gris),CA 100-240 V (50/60 Hz),,,,,IPS,B2B,,,,,,
