id,nom,marque,caracteristiques,prix,Accessoires compris,Améliorations d'image,Audio,Avertissement sur les couleurs de l'image,Bruitages,Caméra,Capacité de stockage,Caractéristiques,Cartes mémoire prises en charge,Certification Microsoft,Chaînage en marguerites,Classe de diagonale,Classe énergétique,Code QR du label énergétique URL,Commutateur clavier-écran-souris,Compatible HDR,Connecteurs d'entrée,Connectivité,Consommation d'énergie annuelle,Consommation en fonctionnement,Consommation électrique en mode marche,Consommation électrique en veille,Contrôleur graphique,Conçu pour,Couleur,Câbles inclus,Densité par pixel,Dimensions (LxPxH) - avec base,Dimensions (LxPxH) - avec socle (orientation paysage),Dimensions (LxPxH) - avec support,"Dimensions (LxPxH) - avec support (orientation paysage, position la plus haute)",Dimensions (LxPxH) - avec support (position la plus basse),Dimensions (LxPxH) - avec support (position la plus haute),Dimensions (LxPxH) - sans base,Dimensions (LxPxH) - sans support,Dimensions (LxPxH) - unité d'affichage,Disque dur,Empreinte carbone,Entrée audio,Ethernet intégré,Facteur de forme,Fonctions commerciales,Format HDR,Format d'affichage,Format de l'image,Formats vidéo d'entrée,Fourni avec,Gamme de couleurs,Garantie du fabricant,Haut-parleurs,Interface PC,Interface vidéo,Interfaces,Jeu,Lecteur de carte,Localisation,Logiciel(s) inclus,Luminosité,Matériaux de terres rares,Modes vidéo,Moniteur,Nombre d'écrans,Nombre de ports HDMI,Normes de conformité,Normes environnementales,Plate-forme,Plateforme,Poids,Prise en charge des couleurs,Processeur,Programme de ventes par le fabricant,RAM,Rapport de contraste,Revêtement de l'écran,Réglages de la position de l'écran,Réseaux,Résolution,Résolution maximale,Résolution native,Services de diffusion en streaming sur Internet,Services inclus,Stockage optique,Système d'exploitation fourni,Système de haut-parleurs,Taille d'écran recommandée,Taille de la diagonale,Taux d'image et technologie d'amélioration,Taux de trame (max),Technologie,Technologie 24p,Technologie Adaptive-Sync,Technologie HDR,Technologie de connectivité,Technologie de rétroéclairage LCD,Temps de réponse,Tension,Tuner TV numérique,Tuner de télévision,Type,Type de Produit,Type de panneau,Type de tarification,USB,Unité d'affichage pour mur vidéo,Utilisation commerciale,Utilisation recommandée,Webcam intégrée,Écran incurvé
11775660,Dell Pro E2425HSM,DELL,"Écran LED - 24"" (23.8"" visualisable) - 1920 x 1080 Full HD (1080p) @ 100 Hz - IPS - 250 cd/m² - 1000:1 - 5 ms - HDMI, VGA, DisplayPort - haut-parleurs - avec 3 years Basic Hardware Service with Advanced Exchange",104.0,,,,,,,,,,,,,Classe D,Https://eprel.ec.europa.eu/qr/2193019,,,"HDMI, VGA, DisplayPort",,,,,,,,,,0.2745 mm,,,,,,53.864 cm x 21.16 cm x 48.577 cm,,,,,151 kg d'émissions de carbone (UE),,,16:9,,,,,,,72% NTSC (CIE 1931),,,,,,,,,,250 cd/m²,,,,,,"Plug and Play, RoHS, NFPA 99, DisplayPort 1.2, HDCP 1.4, BFR réduit, réduit en PVC, Certification de confort oculaire TUV Rheinland (3 étoiles)","TCO Certified Edge Displays, Certifié TCO, génération 10, pour écrans, ENERGY STAR EPEAT Gold",,,4.66 kg,"16,7 millions de couleurs",,,,1000:1,"Anti-éblouissement, 3H Hard Coating","Hauteur, pivot (rotation), pivotant, inclinaison",,,,"Full HD (1080p) 1920 x 1080 (DisplayPort: 100 Hz, HDMI: 100 Hz, VGA: 60 Hz)",,3 years Basic Hardware Service with Advanced Exchange,,,,,,,,,,,,,,"5 ms (gris à gris rapide), 8 ms (gris à gris normal)",CA 100-240 V (50/60 Hz),,,,,IPS,,,,,,,
8087425,HP E27 G5,HP INC,"E-Series - écran LED - 27"" - 1920 x 1080 Full HD (1080p) @ 75 Hz - IPS - 300 cd/m² - 1000:1 - 5 ms - HDMI, DisplayPort, USB - noir, noir et argent (support)",237.0,,,,,,,,,,,,,Classe D,Https://eprel.ec.europa.eu/qr/1372212,,,"HDMI, DisplayPort, USB",,,,17 Watt,,,,"Noir, noir et argent (support)",,0.3113 mm,,,61.2 cm x 22.7 cm x 54.6 cm,,,,,,,,,,,16:9,,,,,,,,Garantie de 3 ans,,,,,,,Anglais / Europe,,300 cd/m²,,,,,,"VCCI, BSMI, GS, NOM, TUV S, CB, CCC, PSB, FCC, ISO 9241-307, KCC, WEEE, PSE Mark, cTUVus, E-Standby, KC, CECP, CEL, EAC, ISC, SEPA, BIS, ICE, NRCS, Ukraine, UAE, MEPS australiens et néo-zélandais, MEPS Vietnam, TGM, Energy Star","TCO Certified Edge Displays, TCO Certified Displays 9, ENERGY STAR",,,6.96 kg,"16,7 millions de couleurs",,,,1000:1 / 8000000:1 (dynamique),"Diffusion globale de 25 %, anti-glare 3H hardness","Hauteur, pivot (rotation), pivotant, inclinaison",,,,Full HD (1080p) 1920 x 1080 à 75 Hz,,,,,,,,,,,,,,,,5 ms (gris à gris avec Overdrive),CA 100-240 V (50/60 Hz),,,,,IPS,,,,,,,
30046465,UNBW,UNBW,"UNBW/24""FHD 1920x1080 100Hz IPS HDMI",1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30046468,UNBW,UNBW,"UNBW/27""FHD+1920x1200 100Hz IPS HDMI",1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10605200,Samsung S22D300GAU,SAMSUNG,"S30GD Series - écran LED - 22"" - 1920 x 1080 Full HD (1080p) @ 100 Hz - IPS - 250 cd/m² - 1000:1 - 5 ms - HDMI, VGA - noir",109.0,,,,,,,,,,,,,Classe D,Https://eprel.ec.europa.eu/qr/2109460,,,"HDMI, VGA",,18 kWh,,,,,,Noir,,,,,48.99 cm x 17.51 cm x 40 cm,,,,,,,,,,,16:9,,,,,,,72% NTSC (CIE 1931),,,,,,,,,,250 cd/m²,,,,,,,,,,2.1 kg,"16,7 millions de couleurs",,,,1000:1,,Inclinaison,,,,Full HD (1080p) 1920 x 1080 à 100 Hz,,,,,,,,,,,,,,,,5 ms (gris-à-gris),CA 100-240 V,,,,,IPS,,,,,,,
11775651,Dell Pro E2425HM,DELL,"Écran LED - 24"" (23.8"" visualisable) - 1920 x 1080 Full HD (1080p) @ 100 Hz - IPS - 250 cd/m² - 1000:1 - 5 ms - HDMI, VGA, DisplayPort - avec 3 years Basic Hardware Service with Advanced Exchange",86.0,,,,,,,,,,,,,Classe D,Https://eprel.ec.europa.eu/qr/2192921,,,"HDMI, VGA, DisplayPort",,,,,,,,,,0.2745 mm,,,53.864 cm x 17.1 cm x 41.235 cm,,,,,,,,149 kg d'émissions de carbone,,,16:9,,,,,,,72% NTSC (CIE 1931),,,,,,,,,,250 cd/m²,,,,,,"Plug and Play, RoHS, NFPA 99, DisplayPort 1.2, HDCP 1.4, BFR réduit, réduit en PVC, Certification de confort oculaire TUV Rheinland (3 étoiles)","TCO Certified Edge Displays, Certifié TCO, génération 10, pour écrans, ENERGY STAR EPEAT Gold",,,3.6 kg,"16,7 millions de couleurs",,,,1000:1,"Anti-éblouissement, 3H Hard Coating",Inclinaison,,,,"Full HD (1080p) 1920 x 1080 (DisplayPort: 100 Hz, HDMI: 100 Hz, VGA: 60 Hz)",,3 years Basic Hardware Service with Advanced Exchange,,,,,,,,,,,,,,"5 ms (gris à gris rapide), 8 ms (gris à gris normal)",CA 100-240 V (50/60 Hz),,,,,IPS,,,,,,,
11458835,iiyama ProLite XU2293HSU-B7,IIYAMA,"B7 - Écran LED - 22"" (21.5"" visualisable) - 1920 x 1080 Full HD (1080p) @ 100 Hz - IPS - 300 cd/m² - 1000:1 - 1 ms - HDMI, DisplayPort - haut-parleurs - noir, mat",99.17,,,,,,,,Concentrateur USB 2.0,,,,,Classe E,Https://eprel.ec.europa.eu/qr/2015579,,,"HDMI, DisplayPort",,,,,,,,"Noir, mat",,0.249 mm,,,,,,,,,,,,,,16:9,,,,,,,"72% NTSC, 96% sRGB",Garantie de 3 ans,,,,,,,,,300 cd/m²,,,,,,"DDC-2B, DDC/CI, RoHS, WEEE, PSE Mark, REACH, TUV Bauart, ERP, VCCI Class B, EAC, REACH SvHC, UKCA",TCO Certified Displays 9,,,2.6 kg,"16,7 millions de couleurs",,,,1000:1 / 80000000:1 (dynamique),Mat,Inclinaison,,,,Full HD (1080p) 1920 x 1080 à 100 Hz,,,,,,,,,,,,,,,,1 ms (MPRT),CA 100-240 V (50/60 Hz),,,,,IPS,,,,,,,
8390977,Samsung ViewFinity S6 S34C652VAUXEN,SAMSUNG,"S65VC Series - écran LED - incurvé - 34"" - 3440 x 1440 UWQHD @ 100 Hz - VA - 350 cd/m² - 3000:1 - HDR10 - 5 ms - HDMI, DisplayPort, USB-C - haut-parleurs - noir",579.0,,,,,,,,"Commutateur KVM, USB 3.0/concentrateur USB-C, adaptateur de réseau Ethernet, caméra IR de 5,0 mégapixels, PD USB 90 Watt",,,,,Classe G,,,HDR10,"HDMI, DisplayPort, USB-C",,47 kWh,,,,,,Noir,,,,,80.66 cm x 24.1 cm x 56.15 cm,,,,,,,,,,Oui,21:9,,,,,,,115% sRGB,,,,,,,,,,350 cd/m²,,,,,,"HDCP 2.2, TUV Rheinland Intelligent Eye Care Certification","Certifié TCO, génération 10, pour écrans",,,8.1 kg,"1,07 milliards de couleurs",,,,3000:1,,"Hauteur, pivotant, inclinaison",,,,UWQHD 3440 x 1440 à 100 Hz,,,,,,,,,,,,AMD FreeSync,,,,5 ms,CA 100-240 V,,,,,VA,,,,,,,Oui
11520506,BenQ GW2491,BENQ,"Écran LED - 24"" (23.8"" visualisable) - 1920 x 1080 Full HD (1080p) @ 100 Hz - IPS - 250 cd/m² - 1300:1 - 5 ms - HDMI, DisplayPort",78.33,,,,,,,,,,,,,Classe E,,,,"HDMI, DisplayPort",,,,,,,,,,,,,54.2 cm x 18.2 cm x 41.6 cm,,,,,,,,,,,16:9,,,,,,,99% sRGB,,,,,,,,,,250 cd/m²,,,,,,"TUV Rheinland Flicker Free Certification, HDCP 1.4, TUV Rheinland Low Blue Light (Hardware Solution), TUV Rheinland Eyesafe 2.0 Display","TCO Certified Displays 9, ENERGY STAR EPEAT Bronze",,,3.06 kg,"16,7 millions de couleurs",,,,1300:1,Anti-éblouissement,Inclinaison,,,,Full HD (1080p) 1920 x 1080 à 100 Hz,,,,,,,,,,,,,,,,5 ms (gris-à-gris),CA 100-240 V,,,,,IPS,,,,,,,
11458836,iiyama ProLite XU2493HSU-B7,IIYAMA,"B7 - Écran LED - 24"" (23.8"" visualisable) - 1920 x 1080 Full HD (1080p) @ 100 Hz - IPS - 300 cd/m² - 1300:1 - 1 ms - HDMI, DisplayPort - haut-parleurs - noir mat",107.5,,,,,,,,Concentrateur USB 2.0,,,,,Classe E,Https://eprel.ec.europa.eu/qr/2025213,,,"HDMI, DisplayPort",,,,,,,,Noir mat,,0.275 mm,,,,,,,,,,,,,,16:9,,,,,,,"72% NTSC, 96% sRGB",Garantie de 3 ans,,,,,,,,,300 cd/m²,,,,,,"DDC-2B, DDC/CI, RoHS, WEEE, PSE Mark, REACH, TUV Bauart, ERP, VCCI Class B, EAC, UKCA",TCO Certified Displays 9,,,3 kg,"16,7 millions de couleurs",,,,1300:1 / 80000000:1 (dynamique),Mat,Inclinaison,,,,Full HD (1080p) 1920 x 1080 à 100 Hz,,,,,,,,,,,,,,,,1 ms (MPRT),CA 100-240 V (50/60 Hz),,,,,IPS,,,,,,,
9026806,Lenovo ThinkVision E24-30,LENOVO,"30 - Écran LED - 24"" (23.8"" visualisable) - 1920 x 1080 Full HD (1080p) @ 100 Hz - IPS - 250 cd/m² - 1300:1 - 4 ms - HDMI, VGA, DisplayPort - haut-parleurs - noir corbeau",153.82,,,,,,,,,,,,,Classe C,,,,"HDMI, VGA, DisplayPort",,,,,,,,Noir corbeau,,0.275 mm,,,,,53.94 cm x 17.86 cm x 34.22 cm,,,,,,,,,16:9,,,,,,,99% sRGB,Garantie de 3 ans,,,,,,,Anglais / Europe,,250 cd/m²,,,,,,"RoHS 2011/65/EU, TUV Rheinland Low Blue Light Certification, VOC, TUV Rheinland Flicker Free Certification, TUV Rheinland Eye Comfort Certification, TUV Rheinland Low Blue Light (Hardware Solution), TUV Rheinland Eyesafe 2.0 Display","TCO Certified Edge Displays, TCO Certified Displays 9, ENERGY STAR EPEAT Gold",,,4.7 kg,"16,7 millions de couleurs (6 bits+FRC)",,,,1300:1 / 3000000:1 (dynamique),Anti-éblouissement,"Hauteur, pivot (rotation), pivotant, inclinaison",,,,Full HD (1080p) 1920 x 1080 à 100 Hz,,,,,,,,,,,,,,,,"4 ms (extrême), 14 ms (Off), 6 ms (normal)",CA 100-240 V (50/60 Hz),,,,,IPS,,,,,,,
10284364,Samsung ViewFinity S7 S32D700EAU,SAMSUNG,"S70D Series - écran LED - 32"" - 3840 x 2160 UHD @ 60 Hz - VA - 350 cd/m² - 3000:1 - HDR10 - 5 ms - HDMI, DisplayPort - noir",369.0,,,,,,,,,,,,,Classe F,Https://eprel.ec.europa.eu/qr/1965514,,HDR10,"HDMI, DisplayPort",,,,,,,,Noir,,,,,71.39 cm x 18 cm x 50.16 cm,,,,,,,,,,,16:9,,,,,,,,,,,,,,,,,350 cd/m²,,,,,,"TUV Rheinland Intelligent Eye Care Certification, TUV-GS","TCO Certified Displays 9, Certifié TCO, génération 10, pour écrans EPEAT Silver",,,5.9 kg,"1,07 milliards de couleurs",,,,3000:1,,Inclinaison,,,,UHD 3840 x 2160 à 60 Hz,,,,,,,,,,,,,,,,5 ms (gris-à-gris),,,,,,VA,,,,,,,
9038364,iiyama ProLite XUB2492HSU-B6,IIYAMA,"B6 - Écran LED - 24"" (23.8"" visualisable) - 1920 x 1080 Full HD (1080p) @ 100 Hz - IPS - 250 cd/m² - 1300:1 - 0.4 ms - HDMI, DisplayPort - haut-parleurs - noir mat",140.83,,,,,,,,Concentrateur à USB 3.2 de génération 1,,,,,Classe D,,,,"HDMI, DisplayPort",,,,13.2 Watt,,,,Noir mat,,0.275 mm,,,,,,,,,,,,,,16:9,,,,,,,"72% NTSC, 99% sRGB",Garantie de 3 ans,,,,,,,,,250 cd/m²,,,,,,"DDC-2B, DDC/CI, RoHS, WEEE, PSE Mark, REACH, TUV Bauart, ERP, VCCI Class B, EAC, UKCA",TCO Certified Displays 9,,,4.9 kg,"16,7 millions de couleurs",,,,1300:1 / 80000000:1 (dynamique),Mat,"Hauteur, pivot (rotation), pivotant, inclinaison",,,,Full HD (1080p) 1920 x 1080 à 100 Hz,,,,,,,,,,,,,,,,0.4 ms (MPRT),CA 100-240 V (50/60 Hz),,,,,IPS,,,,,,,
11458837,iiyama ProLite XUB2793HS-B7,IIYAMA,"B7 - Écran LED - 27"" - 1920 x 1080 Full HD (1080p) @ 100 Hz - IPS - 300 cd/m² - 1300:1 - 1 ms - HDMI, DisplayPort - haut-parleurs - noir mat",140.83,,,,,,,,,,,,,Classe E,Https://eprel.ec.europa.eu/qr/2028232,,,"HDMI, DisplayPort",,,,,,,,Noir mat,,0.311 mm,,,,,,,,,,,,,,16:9,,,,,,,"72% NTSC, 96% sRGB",Garantie de 3 ans,,,,,,,,,300 cd/m²,,,,,,"DDC-2B, DDC/CI, RoHS, WEEE, PSE Mark, REACH, TUV Bauart, ERP, VCCI Class B, EAC, UKCA",TCO Certified Displays 9,,,5.4 kg,"16,7 millions de couleurs",,,,1300:1 / 80000000:1 (dynamique),Mat,"Hauteur, pivot (rotation), pivotant, inclinaison",,,,Full HD (1080p) 1920 x 1080 à 100 Hz,,,,,,,,,,,,,,,,1 ms (MPRT),CA 100-240 V (50/60 Hz),,,,,IPS,,,,,,,
11515126,Lenovo ThinkVision T27-40,LENOVO,"40 - Écran LED - 27"" - 1920 x 1080 Full HD (1080p) @ 120 Hz - IPS - 300 cd/m² - 1500:1 - 4 ms - HDMI, VGA, DisplayPort - noir eclipse",188.24,,,,,,,,Concentrateur à USB 3.2 de génération 1,,,,,Classe D,,,,"HDMI, VGA, DisplayPort",,,,,,,,Noir eclipse,,0.3114 mm,,,,,,61.19 cm x 19.5 cm x 53.78 cm,,,,,,,,16:9,,,,,,,"99% BT.709, 99% sRGB",Garantie de 3 ans,,,,,,,Anglais / Europe,,300 cd/m²,,,,,,"RoHS, TUV Rheinland Low Blue Light Certification, TUV Rheinland Flicker Free Certification, China Energy standard Tier 1, TUV Rheinland Low Blue Light (Hardware Solution), TUV Rheinland Eyesafe 2.0 Display, Certification de confort oculaire TUV Rheinland (5 étoiles)","TCO Certified Edge Displays, Certifié TCO, génération 10, pour écrans, ENERGY STAR EPEAT Gold",,,6.5 kg,"16,7 millions de couleurs",,,,1500:1 / 3000000:1 (dynamique),Anti-éblouissement,"Hauteur, pivot (rotation), pivotant, inclinaison",,,,Full HD (1080p) 1920 x 1080 à 120 Hz,,,,,,,,,,,,,,,,"4 ms (extrême), 6 ms (typique)",CA 100-240 V (50/60 Hz),,,,,IPS,,,,,,,
11762598,Acer Vero B247Y Gbmiprzx,ACER,"B7 Series - écran LED - 24"" (23.8"" visualisable) - 1920 x 1080 Full HD (1080p) @ 120 Hz - IPS - 250 cd/m² - 1500:1 - 4 ms - HDMI, VGA, DisplayPort - haut-parleurs - noir",142.0,,,,,,,,Concentrateur USB 3.2,,,,,Classe C,,,,"HDMI, VGA, DisplayPort",,,,,,,,Noir,,0.28 mm,,,54.03 cm x 19.32 cm x 49.95 cm,,,,,,,,,,,16:9,,,,,,,99% sRGB,,,,,,,,,,250 cd/m²,,,,,,,"TCO Certified Edge Displays, Certifié TCO, génération 10, pour écrans",,,5.47 kg,"16,7 millions de couleurs",,,,1500:1 / 100000000:1 (dynamique),Anti-éblouissement,"Hauteur, pivot (rotation), pivotant, inclinaison",,,,Full HD (1080p) 1920 x 1080 à 120 Hz,,,,,,,,,,,,VESA Adaptive-Sync,,,,4 ms (gris à gris),CA 100-240 V,,,,,IPS,,,,,,,
11794212,Samsung Essential S3 S22D310EAU,SAMSUNG,"S31D Series - écran LED - 22"" - 1920 x 1080 Full HD (1080p) @ 75 Hz - VA - 250 cd/m² - 3000:1 - 5 ms - HDMI, VGA - noir",109.0,,,,,,,,,,,,,Classe D,Https://eprel.ec.europa.eu/qr/2108714,,,"HDMI, VGA",,18 kWh,,,,,,Noir,,,,,50.32 cm x 18.69 cm x 36.85 cm,,,,,,,,,,,16:9,,,,,,,72% NTSC (CIE 1976),,,,,,,,,,250 cd/m²,,,,,,,,,,2.4 kg,"16,7 millions de couleurs",,,,3000:1,,Inclinaison,,,,Full HD (1080p) 1920 x 1080 à 75 Hz,,,,,,,,,,,,,,,,5 ms (gris-à-gris),CA 100-240 V,,,,,VA,,,,,,,
10814300,HP 524pm,HP INC,"Series 5 Pro - écran LED - 24"" (23.8"" visualisable) - 1920 x 1080 Full HD (1080p) @ 100 Hz - IPS - 350 cd/m² - 1500:1 - 5 ms - HDMI, DisplayPort, USB-C - noir de jais, argent naturel (support) - Smart Buy",435.0,,,,,,,,"Commutateur KVM, concentrateur à USB 3.2 de génération 1, 4 x haut-parleurs de 3W, PD USB 100 Watt",,,Oui,,Classe D,,,,"HDMI, DisplayPort, USB-C",,,,,,,,"Noir de jais, argent naturel (support)",,0.27 mm,,,53.94 cm x 18.95 cm x 50.32 cm,,,,,,,,,,,16:9,,,,,,,100% sRGB,Garantie de 3 ans,,,,,,,Anglais / Europe,,350 cd/m²,,,,,,"VCCI, BSMI, GS, NOM, TUV S, CB, CCC, PSB, FCC, KCC, WEEE, PSE Mark, ICES, cTUVus, CEC, EMF, KC, CECP, CEL, EAC, CEL Grade 1, ISC, RCM, SEPA, BIS, NRCS, UAE, MEPS australiens et néo-zélandais, MEPS Vietnam, Ukraine Energy Label, TGM, faible lumière bleue TUV, sans scintillement TUV, Korea MEPS, Australian-New Zealand DoC","TCO Certified Edge Displays, Certifié TCO, génération 10, pour écrans, ENERGY STAR EPEAT Gold",,,9.5 kg,"16,7 millions de couleurs",,HP Smart Buy,,1500:1 / 10000000:1 (dynamique),"Anti-éblouissement, 3H Hard Coating, Diffusion globale de 25 %","Hauteur, pivot (rotation), pivotant, inclinaison",,,,Full HD (1080p) 1920 x 1080 à 100 Hz,,,,,,,,,,,,,,,,5 ms (gris à gris avec Overdrive),CA 100-240 V (50/60 Hz),,,,,IPS,,,,,,5 mégapixels - 2592 x 1944 à 30 pi/s,
8259638,Lenovo ThinkVision T27hv-30,LENOVO,"30 - Écran LED - 27"" - 2560 x 1440 QHD - IPS - 300 cd/m² - 1000:1 - 4 ms - HDMI, DisplayPort, USB-C - haut-parleurs - noir corbeau",342.35,,,,,,,,"Microphone, concentrateur à USB 3.2 de génération 1",,,,,,,,,"HDMI, DisplayPort, USB-C",,,,,,,,Noir corbeau,,0.233 mm,,,,,,61.38 cm x 20.47 cm x 58.46 cm,,,,,,,Oui,16:9,,,,,,,99% sRGB,Garantie de 3 ans,,,,,,,Anglais / Europe,,300 cd/m²,,,,,,"CCC, TUV Rheinland Flicker Free Certification, TUV Rheinland Eye Comfort Certification, RoHS 2011/65/EC, TUV Rheinland Low Blue Light (Hardware Solution), Certification TÜV Rheinland Full Care Display 2.0","TCO Certified Edge Displays, TCO Certified Displays 9, ENERGY STAR EPEAT Gold",,,7.9 kg,"16,7 millions de couleurs",,,,1000:1 / 3000000:1 (dynamique),Anti-éblouissement,"Hauteur, pivot (rotation), pivotant, inclinaison",,,,QHD 2560 x 1440,,,,,,,,,,,,,,,,"4 ms (extrême), 6 ms (normal)",CA 100-240 V (50/60 Hz),,,,,IPS,,,,,,5 mégapixels - 2592 x 1944,
11863794,AOC 27B36X,AOC,"Écran LED - 27"" - 1920 x 1080 Full HD (1080p) @ 144 kHz - IPS - 1500:1 - HDR10 - 0.5 ms - HDMI, DisplayPort - noir",126.63,,,,,,,,,,,,,Classe D,Https://eprel.ec.europa.eu/qr/2342280,,HDR10,"HDMI, DisplayPort",,,,,,,,Noir,,0.3114 cm,,,61.6 cm x 20.56 cm x 44.74 cm,,,,,,,,,,,16:9,,,,,,,"92% Adobe RGB (CIE 1976), 96% DCI-P3 (CIE 1976), 129% sRGB",Garantie de 3 ans,,,,,,,,,,,,,,,"TUV Bauart, ISO 9241-307, FCC, EAC, CB, REACH, RoHS, WEEE",,,,3.11 kg,"16,7 millions de couleurs",,,,1500:1 / 20000000:1 (dynamique),"Anti-éblouissement, 3H Hard Coating",Inclinaison,,,,Full HD (1080p) 1920 x 1080 à 144 kHz,,,,,,,,,,,,VESA Adaptive-Sync,,,,"0.5 ms (MPRT), 4 ms (gris à gris)",,,,,,IPS,,,,,,,
7258984,Philips S-line 243S1,PHILIPSMMD,"line 243S1 - Écran LED - 24"" (23.8"" visualisable) - 1920 x 1080 Full HD (1080p) @ 75 Hz - IPS - 300 cd/m² - 1000:1 - 4 ms - HDMI, DisplayPort, USB-C - haut-parleurs - noir texturé",181.0,,,,,,,,"Adaptateur réseau Gigabit Ethernet, USB 3.2 Gen 2 hub, PD USB 65 Watt",,,,,Classe D,Https://eprel.ec.europa.eu/qr/1014111,,,"HDMI, DisplayPort, USB-C",,,,,,,,Noir texturé,,0.2745 mm,,,54 cm x 20.5 cm x 48.2 cm,,,,,,,,,,Oui,16:9,,,,,,,"107% sRGB (CIE 1931), 91% NTSC (CIE 1976)",Garantie de 3 ans,,,,,,,,,300 cd/m²,,,,,,"Plug and Play, homologué FFC de classe B, TUV GS, ICES-003, SEMKO, CB, TUV Ergo, DDC/CI, CU-EAC, TUV Rheinland Eye Comfort Certification, sans BFR, PVC-free, sans mercure, EAEU RoHS","TCO Certified Displays 8, TCO Certified Edge Displays, TCO Certified Displays 9, ENERGY STAR",,,5.28 kg,"16,7 millions de couleurs",,,,1000:1 / 50000000:1 (dynamique),"Anti-éblouissement, 3H Hard Coating, Diffusion globale de 25 %","Hauteur, pivot (rotation), pivotant, inclinaison",,,,Full HD (1080p) 1920 x 1080 à 75 Hz,,,,,,,,,,,,,,,,4 ms (gris à gris),CA 100-240 V (50/60 Hz),,,,,IPS,,,,,,,
10288617,Dell P2225H,DELL,"Écran LED - 22"" (21.5"" visualisable) - 1920 x 1080 Full HD (1080p) @ 100 Hz - IPS - 250 cd/m² - 1500:1 - 5 ms - HDMI, VGA, DisplayPort - BTO - avec 3 ans de service matériel de base avec Advanced Exchange après diagnostic à distance",122.0,,,,,,,,"Hub USB 3.2 de 1re génération/USB-C, PD USB 15 Watt",,,,,Classe D,Https://eprel.ec.europa.eu/qr/1865618,,,"HDMI, VGA, DisplayPort",,,,10.9 Watt,,,,,,0.248 mm,,,,,48.806 cm x 18.175 cm x 36.4 cm,,,,,,139 kg d'émissions de carbone,,,16:9,,,,,,,99% sRGB,,,,,,,,,,250 cd/m²,,,,,,"Plug and Play, RoHS, sans BFR, PVC-free","TCO Certified Edge Displays, TCO Certified Displays 9, Certifié TCO, génération 10, pour écrans, ENERGY STAR EPEAT Gold",,,4.04 kg,"16,7 millions de couleurs",,,,1500:1,Anti-glare 3H hardness,"Hauteur, pivot (rotation), pivotant, inclinaison",,,,"Full HD (1080p) 1920 x 1080 (DisplayPort: 100 Hz, HDMI: 100 Hz, VGA: 60 Hz)",,3 ans de service matériel de base avec Advanced Exchange après diagnostic à distance,,,,,,,,,,,,,,"5 ms (gris à gris rapide), 8 ms (gris à gris normal)",CA 100-240 V (50/60 Hz),,,,,IPS,BTO,,,,,,
7895673,Samsung ViewFinity S5 S34C500GAU,SAMSUNG,"S50GC Series - écran LED - 34"" - 3440 x 1440 UWQHD @ 100 Hz - VA - 300 cd/m² - 3000:1 - HDR10 - 5 ms - 2xHDMI, DisplayPort - noir",369.0,,,,,,,,,,,,,Classe G,,,HDR10,"2xHDMI, DisplayPort",,47 kWh,,,,,,Noir,,,,,81.53 cm x 22.13 cm x 45.77 cm,,,,,,,,,,,21:9,,,,,,,72% NTSC (CIE 1976),,,,,,,,,,300 cd/m²,,,,,,"HDCP 2.2, TUV Rheinland Intelligent Eye Care Certification",,,,4.9 kg,"16,7 millions de couleurs",,,,3000:1,,Inclinaison,,,,UWQHD 3440 x 1440 à 100 Hz,,,,,,,,,,,,AMD FreeSync,,,,5 ms (gris-à-gris),CA 100-240 V,,,,,VA,,,,,,,
10605199,Samsung S27D406GAU,SAMSUNG,"S40GD Series - écran LED - 27"" (27"" visualisable) - 1920 x 1080 Full HD (1080p) @ 100 Hz - IPS - 250 cd/m² - 1000:1 - 5 ms - 2xHDMI, DisplayPort - haut-parleurs - noir",179.0,,,,,,,,Concentrateur USB 2.0,,,,,Classe C,Https://eprel.ec.europa.eu/qr/2109449,,,"2xHDMI, DisplayPort",,20 kWh,,,,,,Noir,,,,,61.27 cm x 21.9 cm x 53.83 cm,,,,,,,,,,,16:9,,,,,,,72% NTSC (CIE 1931),,,,,,,,,,250 cd/m²,,,,,,TUV Eye Comfort certified,"Certifié TCO, génération 10, pour écrans",,,4 kg,"16,7 millions de couleurs",,,,1000:1,,"Hauteur, pivot (rotation), pivotant, inclinaison",,,,Full HD (1080p) 1920 x 1080 à 100 Hz,,,,,,,,,,,,,,,,5 ms (gris-à-gris),CA 100-240 V,,,,,IPS,,,,,,,
