id,nom,marque,caracteristiques,prix,Affichage,Appareil d'entrée,Batterie,Clavier,Clavier numérique,Copilot+ PC,Couleur,Débit d'absorption spécifique (DAS),Empreinte carbone,Fonctions,Fourni avec,Fournisseur de services,Garantie du fabricant,Graphique,Indice de réparabilité,Jeu,Localisation,Microsoft Copilot,Mémoire,Mémoire vidéo,Normes environnementales,Poids,Processeur,Programme de ventes par le fabricant,Prêt pour la réalité virtuelle,Réseaux,Rétroéclairage du clavier,Services inclus,Stockage,Système d'exploitation,Sécurité,Technologie de Plate-forme,Transmission à large bande sans fil,Type de Produit,Type de tarification,Unité de traitement neural (NPU),Webcam intégrée
10305647,Lenovo ThinkPad P16v Gen 2 21KX,LENOVO,"Conception de charnière à 180 degrés - Intel Core Ultra 9 - 185H / jusqu'à 5.1 GHz - vPro Enterprise - Win 11 Pro - RTX 3000 Ada - 32 Go RAM - 1 To SSD TCG Opal Encryption 2, NVMe, Performance - 16"" IPS 1920 x 1200 - Gigabit Ethernet - Wi-Fi 6E, Bluetooth - mise à niveau possible 4G/5G - noir - clavier : Français - avec 1 a",2815.29,"16"" 1920 x 1200 / WUXGA @ 60 Hz","Clavier, TrackPoint, UltraNav",,Français,Oui,,Noir,,268 kg d'émissions de carbone,,,,Garantie de base - 3 ans - enlèvement et retour ¦ Garantie de base - batterie - 1 an ¦ Garantie étendue - 1 an - sur site - temps de réponse : jour ouvré suivant,NVIDIA RTX 3000 Ada / Intel Arc Graphics,6.4 (sur 10),,Langue : français / région : France,,32 Go DDR5 (2 x 16 Go),8 Go GDDR6 SDRAM,"TCO Certified Notebooks 9, ENERGY STAR EPEAT Gold",2.22 kg,"Intel Core Ultra 9 (Série 1) - 185H / 2.3 GHz, jusqu'à 5.1 GHz / 24 Mo Cache",Lenovo TopSeller,,"802.11a/b/g/n/ac/ax (Wi-Fi 6E), Bluetooth 5.3, Gigabit Ethernet",Oui,"1 an d'assistance Lenovo Premier, compensation des émissions de CO2 de 0,5 tonne (2ème génération)","1 To SSD - TCG Opal Encryption 2, NVMe, Performance",Win 11 Pro - français,"Discrete Trusted Platform Module (TPM 2.0) Security Chip, lecteur d'empreintes digitales",Intel vPro Enterprise,Mise à niveau possible 4G/5G,Station de travail mobile - AI Ready - conception de charnière à 180 degrés,,Intel AI Boost - jusqu'à 11 TOPS,Oui
10305657,Lenovo ThinkPad P16 Gen 2 21FA,LENOVO,"Conception de charnière à 180 degrés - Intel Core i9 - 13980HX / jusqu'à 5.6 GHz - Win 11 Pro - RTX 4000 Ada - 64 Go RAM - 1 To SSD TCG Opal Encryption 2, NVMe, Performance - 16"" IPS 2560 x 1600 (WQXGA) @ 165 Hz - Wi-Fi 6E, Bluetooth - gris tempête (haut), villosités noires (en bas) - clavier : Français - avec 3 ans de Leno",4108.24,"16"" 2560 x 1600 / WQXGA @ 165 Hz","Clavier, TrackPoint, UltraNav",,Français,Oui,,"Gris tempête (haut), villosités noires (en bas)",,,,,,Garantie de base - 3 ans - enlèvement et retour ¦ Garantie de base - batterie - 1 an ¦ Garantie étendue - 3 ans - sur site - temps de réponse : jour ouvré suivant,NVIDIA RTX 4000 Ada / Intel UHD Graphics,7.7 (sur 10),,Langue : français / région : France,,64 Go DDR5 (2 x 32 GB),12 Go GDDR6 SDRAM,"TCO Certified Notebooks 9, ENERGY STAR EPEAT Gold, EPEAT Climate+",2.95 kg,"Intel Core i9 (13ème génération) - 13980HX / 2.2 GHz, jusqu'à 5.6 GHz / 36 Mo Cache",Lenovo TopSeller,,"802.11a/b/g/n/ac/ax (Wi-Fi 6E), Bluetooth 5.3",Oui,"3 ans de Lenovo Premier Support, compensation CO2 0,5 tonne","1 To SSD - TCG Opal Encryption 2, NVMe, Performance",Win 11 Pro - français,"Discrete Trusted Platform Module (TPM 2.0) Security Chip, lecteur d'empreintes digitales, lecteur de carte à puce",,,Station de travail mobile - conception de charnière à 180 degrés,,,Oui
10371684,HP ZBook Power G11 Mobile Workstation,HP INC,"Intel Core Ultra 7 - 155H / jusqu'à 4.8 GHz - Win 11 Pro - RTX 1000 Ada - 16 Go RAM - 1 To SSD NVMe, TLC - 16"" IPS 1920 x 1200 - Gigabit Ethernet - Wi-Fi 6E, Bluetooth - clavier : Français - avec HP 3 ans d'assistance matérielle enlèvement et retour pour les ordinateurs portables - avec HP Wolf Pro Security Edition (1 an)",2355.0,"16"" WLED 1920 x 1200 / WUXGA @ 60 Hz","Clavier, ClickPad",6 cellules,Français,Oui,,,,,"Détecteur de lumière ambiante, capteur à effet Hall, capteur de mouvement, HP Tamper Lock, capteur thermique, HP Sure Platform",HP Wolf Pro Security Edition (1 an),,Garantie limitée - pièces et main d'oeuvre - 1 an,NVIDIA RTX 1000 Ada / Intel Arc Graphics,8.7 (sur 10),,Langue : français / région : France,,16 Go DDR5 (2 x 8 Go),6 Go GDDR6 SDRAM,"TCO Certified Notebooks 9, ENERGY STAR",2.12 kg,"Intel Core Ultra 7 (Série 1) - 155H / 1.4 GHz, jusqu'à 4.8 GHz / 24 Mo Cache",,,"802.11a/b/g/n/ac/ax (Wi-Fi 6E), Bluetooth 5.3, Gigabit Ethernet",Oui,HP 3 ans d'assistance matérielle enlèvement et retour pour les ordinateurs portables,"1 To SSD - NVMe, TLC",Win 11 Pro - Anglais/Français,"Trusted Platform Module (TPM 2.0) Security Chip, lecteur d'empreintes digitales",,,Station de travail mobile - AI Ready,,Intel AI Boost,Oui
10371687,HP ZBook Power G11 A Mobile Workstation,HP INC,"AMD Ryzen 7 - 8845HS / jusqu'à 5.1 GHz - Win 11 Pro - RTX A1000 - 32 Go RAM - 1 To SSD NVMe, TLC - 16"" IPS 1920 x 1200 - Gigabit Ethernet - Wi-Fi 6E, Bluetooth - clavier : Français - avec HP 3 ans d'assistance matérielle enlèvement et retour pour les ordinateurs portables - avec HP Wolf Pro Security Edition (1 an)",2364.0,"16"" WLED 1920 x 1200 / WUXGA @ 60 Hz","Clavier, ClickPad",6 cellules,Français,Oui,,,,,"Détecteur de lumière ambiante, capteur à effet Hall, capteur de mouvement, HP Tamper Lock, capteur thermique, HP Sure Platform",HP Wolf Pro Security Edition (1 an),,Garantie limitée - pièces et main d'oeuvre - 1 an,NVIDIA RTX A1000 / AMD Radeon 780M,8.7 (sur 10),,Langue : français / région : France,,32 Go DDR5 (2 x 16 Go),6 Go GDDR6 SDRAM,"TCO Certifié, génération 10, pour ordinateurs portables, ENERGY STAR",2.04 kg,"AMD Ryzen 7 8845HS / 3.8 GHz, jusqu'à 5.1 GHz / 16 Mo Cache",,,"802.11a/b/g/n/ac/ax (Wi-Fi 6E), Bluetooth 5.3, Gigabit Ethernet",Oui,HP 3 ans d'assistance matérielle enlèvement et retour pour les ordinateurs portables,"1 To SSD - NVMe, TLC",Win 11 Pro - Anglais/Français,"Trusted Platform Module (TPM 2.0) Security Chip, lecteur d'empreintes digitales",,,Station de travail mobile - AI Ready,,AMD Ryzen AI - jusqu'à 16 TOPS,Oui
11921476,Lenovo ThinkPad P16v Gen 1 21FE,LENOVO,"Conception de charnière à 180 degrés - AMD Ryzen 9 Pro - 7940HS / jusqu'à 5.2 GHz - AMD PRO - Win 11 Pro - RTX 2000 Ada - 32 Go RAM - 1 To SSD TCG Opal Encryption 2, NVMe - 16"" IPS 1920 x 1200 - Wi-Fi 6E, Bluetooth - noir tonnerre - clavier : Français",1764.71,"16"" 1920 x 1200 / WUXGA",Clavier,,Français,Oui,,Noir tonnerre,,,,,,Garantie limitée - 3 ans - enlèvement et retour ¦ Garantie limitée - batterie - 1 an,NVIDIA RTX 2000 Ada / AMD Radeon 780M,,,Langue : français / région : France,,32 Go DDR5 (2 x 16 Go),8 Go GDDR6 SDRAM,ENERGY STAR EPEAT Gold,2.2 kg,"AMD Ryzen 9 Pro 7940HS / 4 GHz, jusqu'à 5.2 GHz / 16 Mo Cache",Lenovo TopSeller,,"802.11a/b/g/n/ac/ax (Wi-Fi 6E), Bluetooth 5.3",Oui,,"1 To SSD - TCG Opal Encryption 2, NVMe",Win 11 Pro - français,"Microsoft Pluton Trusted Platform Module (TPM 2.0) Security Chip, lecteur d'empreintes digitales, lecteur de carte à puce",AMD PRO,,Station de travail mobile - conception de charnière à 180 degrés,,AMD Ryzen AI - jusqu'à 10 TOPS,Oui
11847395,Lenovo ThinkPad P16s Gen 3 21KS,LENOVO,"Conception de charnière à 180 degrés - Intel Core Ultra 7 - 155H / jusqu'à 4.8 GHz - Win 11 Pro - RTX 500 Ada - 64 Go RAM - 1 To SSD TCG Opal Encryption 2, NVMe, Performance - 16"" IPS écran tactile 1920 x 1200 - Gigabit Ethernet - Wi-Fi 6E, Bluetooth - noir - clavier : Français - avec 3 ans de support Lenovo Premier, compen",3747.0,"16"" écran tactile 1920 x 1200 / WUXGA @ 60 Hz","Clavier, TrackPoint, UltraNav",,Français,Oui,,Noir,,244 kg d'émissions de carbone,,,,Garantie de base - 3 ans - enlèvement et retour ¦ Garantie de base - batterie - 1 an ¦ Garantie étendue - 3 ans - sur site - temps de réponse : jour ouvré suivant,NVIDIA RTX 500 Ada / Intel Arc Graphics,,,Langue : français / région : France,,64 Go DDR5 (2 x 32 GB),4 Go GDDR6 SDRAM,"TCO Certifié, génération 10, pour ordinateurs portables, ENERGY STAR EPEAT Gold",1.82 kg,"Intel Core Ultra 7 (Série 1) - 155H / 1.4 GHz, jusqu'à 4.8 GHz / 24 Mo Cache",Lenovo TopSeller,,"802.11a/b/g/n/ac/ax (Wi-Fi 6E), Bluetooth 5.3, Gigabit Ethernet",Oui,"3 ans de support Lenovo Premier, compensation CO2 0,5 tonne (2e génération)","1 To SSD - TCG Opal Encryption 2, NVMe, Performance",Win 11 Pro - français,"Discrete Trusted Platform Module (TPM 2.0) Security Chip, lecteur d'empreintes digitales, lecteur de carte à puce",,,Station de travail mobile - AI Ready - conception de charnière à 180 degrés,,Intel AI Boost - jusqu'à 11 TOPS,Oui
11867939,HP ZBook Ultra G1a Mobile Workstation,HP INC,"AMD Ryzen AI Max+ - 395 / jusqu'à 5.1 GHz - Win 11 Pro - Radeon 8060S - 128 Go RAM - 1 To SSD NVMe, TLC - 14"" OLED IPS écran tactile 2880 x 1800 (2.8K) - Wi-Fi 7, Bluetooth - gris eclipse - clavier : Français",4277.0,"14"" OLED écran tactile 2880 x 1800 / 2.8K @ 60 Hz","Clavier, ClickPad",4 cellules,Français,Oui,Yes,Gris eclipse,,,"Haut-parleur, capteur à effet Hall",,,,AMD Radeon 8060S,,,Langue : français / région : France,,128 Go LPDDR5X (la mémoire fournie est soudée),,"ENERGY STAR EPEAT Gold, EPEAT Climate+",1.57 kg,AMD Ryzen AI Max+ 395 jusqu'à 5.1 GHz / 64 Mo Cache,HP Smart Buy,,"802.11a/b/g/n/ac/ax/be, Bluetooth 5.4",Oui,,"1 To SSD - NVMe, TLC",Win 11 Pro - Anglais/Français,"Trusted Platform Module (TPM 2.0) Security Chip, lecteur d'empreintes digitales",,,Station de travail mobile,,AMD Ryzen AI - jusqu'à 50 TOPS,Oui
11868014,HP ZBook 8 G1as Mobile Workstation,HP INC,"AMD Ryzen AI 9 - HX 375 / jusqu'à 5.1 GHz - Win 11 Pro - Radeon 890M - 64 Go RAM - 1 To SSD NVMe, TLC - 14"" IPS écran tactile HP SureView Reflect 1920 x 1200 - Éthernet - Wi-Fi 7, Bluetooth - argent météore - clavier : Français - avec HP Wolf Pro Security Edition (1 an)",2979.0,"14"" écran tactile HP SureView Reflect 1920 x 1200 / WUXGA","Clavier, ClickPad",3 cellules,Français,,,Argent météore,,,HP Tamper Lock,HP Wolf Pro Security Edition (1 an),,,AMD Radeon 890M,,,Langue : français / région : France,Yes,64 Go DDR5 (2 x 32 GB),,ENERGY STAR,1.44 kg,AMD Ryzen AI 9 HX 375 jusqu'à 5.1 GHz / 24 Mo Cache,HP Smart Buy,,"802.11a/b/g/n/ac/ax/be, Bluetooth 5.4, Éthernet",Oui,,"1 To SSD - NVMe, TLC",Win 11 Pro - Anglais/Français,Lecteur d'empreintes digitales,,,Station de travail mobile,,AMD Ryzen AI - jusqu'à 55 TOPS,Oui
11868015,HP ZBook 8 G1as Mobile Workstation,HP INC,"AMD Ryzen AI 9 - HX 375 / jusqu'à 5.1 GHz - Win 11 Pro - Radeon 890M - 64 Go RAM - 1 To SSD NVMe, TLC - 14"" IPS écran tactile HP SureView Reflect 1920 x 1200 - Éthernet - Wi-Fi 7, Bluetooth - argent météore - clavier : Français - avec HP Wolf Pro Security Edition (1 an)",2713.0,"14"" écran tactile HP SureView Reflect 1920 x 1200 / WUXGA","Clavier, ClickPad",3 cellules,Français,,,Argent météore,,,HP Tamper Lock,HP Wolf Pro Security Edition (1 an),,,AMD Radeon 890M,,,Langue : français / région : France,Yes,64 Go DDR5 (2 x 32 GB),,ENERGY STAR,1.44 kg,AMD Ryzen AI 9 HX 375 jusqu'à 5.1 GHz / 24 Mo Cache,HP Smart Buy,,"802.11a/b/g/n/ac/ax/be, Bluetooth 5.4, Éthernet",Oui,,"1 To SSD - NVMe, TLC",Win 11 Pro - Anglais/Français,Lecteur d'empreintes digitales,,,Station de travail mobile,,AMD Ryzen AI - jusqu'à 55 TOPS,Oui
11877191,Lenovo ThinkPad P16v Gen 3 21RS,LENOVO,"Intel Core Ultra 7 - 265H / jusqu'à 5.3 GHz - vPro Enterprise - Win 11 Pro - RTX PRO 2000 Blackwell - 32 Go RAM - 1 To SSD TCG Opal Encryption 2, NVMe, Performance - 16"" IPS 1920 x 1200 - Wi-Fi 7, Bluetooth - noir - clavier : Français - avec 3 ans de support Lenovo Premier, compensation CO2 0,5 tonne (2e génération)",2576.47,"16"" 1920 x 1200 / WUXGA @ 60 Hz",Clavier,,Français,Oui,,Noir,,,,,,Garantie de base - 3 ans - enlèvement et retour ¦ Garantie de base - batterie - 1 an ¦ Garantie étendue - 3 ans - sur site - temps de réponse : jour ouvré suivant ¦ Garantie étendue - batterie - 1 an,NVIDIA RTX PRO 2000 Blackwell / Intel Arc 140T,,,Langue : français / région : France,,32 Go DDR5 (2 x 16 Go),8 Go GDDR7 SDRAM,ENERGY STAR EPEAT Gold,2.1 kg,Intel Core Ultra 7 (Série 2) - 265H jusqu'à 5.3 GHz / 24 Mo Cache,Lenovo TopSeller,,"802.11a/b/g/n/ac/ax/be, Bluetooth 5.4",Oui,"3 ans de support Lenovo Premier, compensation CO2 0,5 tonne (2e génération)","1 To SSD - TCG Opal Encryption 2, NVMe, Performance",Win 11 Pro - Anglais/Français,"Discrete Trusted Platform Module (TPM 2.0) Security Chip, lecteur d'empreintes digitales",Intel vPro Enterprise,,Station de travail mobile,,Intel AI Boost - jusqu'à 13 TOPS,Oui
10518515,HP ZBook Studio G11 Mobile Workstation,HP INC,"Intel Core Ultra 9 - 185H / jusqu'à 5.1 GHz - vPro - Win 11 Pro - GeForce RTX 4070 - 32 Go RAM - 2 To SSD NVMe, TLC - 16"" IPS 1920 x 1200 - Wi-Fi 7, Bluetooth - clavier : Français - avec HP 3 ans d'assistance matérielle enlèvement et retour pour les ordinateurs portables",4826.0,"16"" WLED 1920 x 1200 / WUXGA @ 60 Hz - 142 ppi","Clavier, ClickPad",6 cellules,Français,,,,,,"HP Tamper Lock, capteur de couleur ambiante",,,Garantie limitée - pièces et main d'oeuvre - 1 an ¦ Garantie limitée - batterie - 1 an,NVIDIA GeForce RTX 4070 / Intel Arc Graphics,7.6 (sur 10),,Langue : français / région : France,,32 Go DDR5 (2 x 16 Go),8 Go GDDR6 SDRAM,ENERGY STAR,1.73 kg,"Intel Core Ultra 9 (Série 1) - 185H / 2.3 GHz, jusqu'à 5.1 GHz / 24 Mo Cache",,,"802.11a/b/g/n/ac/ax/be, Bluetooth 5.4",Oui,HP 3 ans d'assistance matérielle enlèvement et retour pour les ordinateurs portables,"2 To SSD - NVMe, TLC",Win 11 Pro - Anglais/Français,"Trusted Platform Module (TPM 2.0) Security Chip, lecteur d'empreintes digitales",Intel vPro Platform,,Station de travail mobile - AI Ready,,Intel AI Boost,Oui
10518516,HP ZBook Studio G11 Mobile Workstation,HP INC,"Intel Core Ultra 9 - 185H / jusqu'à 5.1 GHz - vPro - Win 11 Pro - GeForce RTX 4070 - 32 Go RAM - 1 To SSD NVMe, TLC - 16"" IPS 1920 x 1200 - Wi-Fi 7, Bluetooth - clavier : Français - avec HP 3 ans d'assistance matérielle enlèvement et retour pour les ordinateurs portables",4607.0,"16"" WLED 1920 x 1200 / WUXGA @ 60 Hz - 142 ppi","Clavier, ClickPad",6 cellules,Français,,,,,,"HP Tamper Lock, capteur de couleur ambiante",,,Garantie limitée - pièces et main d'oeuvre - 1 an ¦ Garantie limitée - batterie - 1 an,NVIDIA GeForce RTX 4070 / Intel Arc Graphics,7.6 (sur 10),,Langue : français / région : France,,32 Go DDR5 (2 x 16 Go),8 Go GDDR6 SDRAM,ENERGY STAR,1.73 kg,"Intel Core Ultra 9 (Série 1) - 185H / 2.3 GHz, jusqu'à 5.1 GHz / 24 Mo Cache",,,"802.11a/b/g/n/ac/ax/be, Bluetooth 5.4",Oui,HP 3 ans d'assistance matérielle enlèvement et retour pour les ordinateurs portables,"1 To SSD - NVMe, TLC",Win 11 Pro - Anglais/Français,"Trusted Platform Module (TPM 2.0) Security Chip, lecteur d'empreintes digitales",Intel vPro Platform,,Station de travail mobile,,Intel AI Boost,Oui
10518517,HP ZBook Studio G11 Mobile Workstation,HP INC,"Intel Core Ultra 7 - 165H / jusqu'à 5 GHz - vPro - Win 11 Pro - RTX 3000 Ada - 32 Go RAM - 1 To SSD NVMe, TLC - 16"" IPS 1920 x 1200 - Wi-Fi 7, Bluetooth - clavier : Français - avec HP 3 ans d'assistance matérielle enlèvement et retour pour les ordinateurs portables",4531.0,"16"" WLED 1920 x 1200 / WUXGA @ 60 Hz","Clavier, ClickPad",6 cellules,Français,,,,,,HP Tamper Lock,,,Garantie limitée - pièces et main d'oeuvre - 1 an,NVIDIA RTX 3000 Ada / Intel Arc Graphics,7.6 (sur 10),,Langue : français / région : France,,32 Go DDR5 (2 x 16 Go),8 Go GDDR6 SDRAM,ENERGY STAR,1.73 kg,"Intel Core Ultra 7 (Série 1) - 165H / 1.4 GHz, jusqu'à 5 GHz / 24 Mo Cache",,,"802.11a/b/g/n/ac/ax/be, Bluetooth 5.4",Oui,HP 3 ans d'assistance matérielle enlèvement et retour pour les ordinateurs portables,"1 To SSD - NVMe, TLC",Win 11 Pro - Anglais/Français,"Trusted Platform Module (TPM 2.0) Security Chip, lecteur d'empreintes digitales",Intel vPro Platform,,Station de travail mobile - AI Ready,,Intel AI Boost,Oui
10371690,HP ZBook Firefly 14 G11 Mobile Workstation,HP INC,"Intel Core Ultra 7 - 155H / jusqu'à 4.8 GHz - Win 11 Pro - RTX A500 - 16 Go RAM - 1 To SSD NVMe - 14"" IPS 1920 x 1200 - Wi-Fi 6E, Bluetooth - clavier : Français - avec HP 3 ans d'assistance matérielle enlèvement et retour pour les ordinateurs portables - avec HP Wolf Pro Security Edition (1 an)",2375.0,"14"" WLED 1920 x 1200 / WUXGA @ 60 Hz","Clavier, ClickPad",3 cellules,Français,,,,,,"Capteur à effet Hall, HP Tamper Lock, capteur thermique, capteur de couleur adaptatif",HP Wolf Pro Security Edition (1 an),,Garantie limitée - pièces et main d'oeuvre - 1 an,NVIDIA RTX A500 / Intel Arc Graphics,8.4 (sur 10),,Langue : français / région : France,,16 Go DDR5 (2 x 8 Go),4 Go GDDR6 SDRAM,ENERGY STAR,1.41 kg,"Intel Core Ultra 7 (Série 1) - 155H / 1.4 GHz, jusqu'à 4.8 GHz / 24 Mo Cache",,,"802.11a/b/g/n/ac/ax (Wi-Fi 6E), Bluetooth 5.3",Oui,HP 3 ans d'assistance matérielle enlèvement et retour pour les ordinateurs portables,1 To SSD - NVMe,Win 11 Pro - Anglais/Français,"Trusted Platform Module (TPM 2.0) Security Chip, lecteur d'empreintes digitales",,,Station de travail mobile - AI Ready,,Intel AI Boost,Oui
10371697,HP ZBook Firefly 14 G11 Mobile Workstation,HP INC,"Intel Core Ultra 7 - 155H / jusqu'à 4.8 GHz - Win 11 Pro - RTX A500 - 32 Go RAM - 1 To SSD NVMe - 14"" IPS 1920 x 1200 - Wi-Fi 6E, Bluetooth - clavier : Français - avec HP 3 ans d'assistance matérielle enlèvement et retour pour les ordinateurs portables - avec HP Wolf Pro Security Edition (1 an)",2494.0,"14"" WLED 1920 x 1200 / WUXGA @ 60 Hz","Clavier, ClickPad",3 cellules,Français,,,,,,"Détecteur de lumière ambiante, capteur à effet Hall, HP Tamper Lock, capteur thermique, capteur de couleur adaptatif",HP Wolf Pro Security Edition (1 an),,Garantie limitée - pièces et main d'oeuvre - 1 an,NVIDIA RTX A500 / Intel Arc Graphics,8.4 (sur 10),,Langue : français / région : France,,32 Go DDR5 (2 x 16 Go),4 Go GDDR6 SDRAM,ENERGY STAR,1.41 kg,"Intel Core Ultra 7 (Série 1) - 155H / 1.4 GHz, jusqu'à 4.8 GHz / 24 Mo Cache",,,"802.11a/b/g/n/ac/ax (Wi-Fi 6E), Bluetooth 5.3",Oui,HP 3 ans d'assistance matérielle enlèvement et retour pour les ordinateurs portables,1 To SSD - NVMe,Win 11 Pro - Anglais/Français,"Trusted Platform Module (TPM 2.0) Security Chip, lecteur d'empreintes digitales",,,Station de travail mobile - AI Ready,,Intel AI Boost,Oui
10386549,HP ZBook Fury 16 G11 Mobile Workstation,HP INC,"Intel Core i7 - i7-14700HX / jusqu'à 5.5 GHz - Win 11 Pro - RTX 3500 Ada - 32 Go RAM - 1 To SSD NVMe, TLC - 16"" IPS 1920 x 1200 - Gigabit Ethernet - NFC, Wi-Fi 7, Bluetooth - clavier : Français - avec HP Wolf Pro Security Edition (1 an)",4537.0,"16"" WLED 1920 x 1200 / WUXGA @ 60 Hz - 142 ppi","Clavier, Pavé tactile",8 cellules,Français,,,,,,Capteur à effet Hall,HP Wolf Pro Security Edition (1 an),,Garantie limitée - pièces et main d'oeuvre - 1 an,NVIDIA RTX 3500 Ada / Intel UHD Graphics,8.7 (sur 10),,Langue : français / région : France,,32 Go DDR5 (2 x 16 Go),12 Go GDDR6 SDRAM,ENERGY STAR,2.4 kg,"Intel Core i7 (14ème génération) - i7-14700HX / 2.1 GHz, jusqu'à 5.5 GHz / 33 Mo Cache",,,"NFC, 802.11a/b/g/n/ac/ax/be, Bluetooth 5.4, Gigabit Ethernet",Oui,,"1 To SSD - NVMe, TLC",Win 11 Pro - Anglais/Français,"Trusted Platform Module (TPM 2.0) Security Chip, lecteur d'empreintes digitales, lecteur de carte à puce",,,Station de travail mobile,,,Oui
10386558,HP ZBook Fury 16 G11 Mobile Workstation,HP INC,"Intel Core i7 - i7-14700HX / jusqu'à 5.5 GHz - Win 11 Pro - RTX 2000 Ada - 16 Go RAM - 1 To SSD NVMe, TLC - 16"" IPS 1920 x 1200 - Gigabit Ethernet - NFC, Wi-Fi 7, Bluetooth - clavier : Français - avec HP Wolf Pro Security Edition (1 an)",3793.0,"16"" WLED 1920 x 1200 / WUXGA @ 60 Hz - 142 ppi","Clavier, Pavé tactile",8 cellules,Français,,,,,,Capteur à effet Hall,HP Wolf Pro Security Edition (1 an),,Garantie limitée - pièces et main d'oeuvre - 1 an,NVIDIA RTX 2000 Ada / Intel UHD Graphics,8.7 (sur 10),,Langue : français / région : France,,16 Go DDR5 (2 x 8 Go),8 Go GDDR6 SDRAM,ENERGY STAR,2.4 kg,"Intel Core i7 (14ème génération) - i7-14700HX / 2.1 GHz, jusqu'à 5.5 GHz / 33 Mo Cache",,,"NFC, 802.11a/b/g/n/ac/ax/be, Bluetooth 5.4, Gigabit Ethernet",Oui,,"1 To SSD - NVMe, TLC",Win 11 Pro - Anglais/Français,"Trusted Platform Module (TPM 2.0) Security Chip, lecteur d'empreintes digitales, lecteur de carte à puce",,,Station de travail mobile,,,Oui
8630368,Lenovo ThinkPad P1 Gen 6 21FV,LENOVO,"Conception de charnière à 180 degrés - Intel Core i7 - 13700H / jusqu'à 5 GHz - Win 11 Pro - RTX A1000 - 16 Go RAM - 512 Go SSD TCG Opal Encryption 2, NVMe, Performance - 16"" IPS 1920 x 1200 - Wi-Fi 6E - peinture noire - clavier : Français - avec 3 ans de Lenovo Premier Support, compensation CO2 0,5 tonne",2506.0,"16"" 1920 x 1200 / WUXGA","Clavier, TrackPoint, UltraNav",,Français,,,Peinture noire,,,,,,Garantie de base - 3 ans - enlèvement et retour ¦ Garantie de base - batterie - 1 an ¦ Garantie étendue - 3 ans - sur site - temps de réponse : jour ouvré suivant,NVIDIA RTX A1000 / Intel Iris Xe Graphics,7.2 (sur 10),,Langue : français / région : France,,16 Go DDR5 (1 x 16 GB),6 Go GDDR6 SDRAM,"TCO Certified Notebooks 9, ENERGY STAR EPEAT Gold, EPEAT Climate+",1.86 kg,"Intel Core i7 (13ème génération) - 13700H / 2.4 GHz, jusqu'à 5 GHz / 24 Mo Cache",Lenovo TopSeller,,"Bluetooth 5.1, 802.11a/b/g/n/ac/ax (Wi-Fi 6E)",Oui,"3 ans de Lenovo Premier Support, compensation CO2 0,5 tonne","512 Go SSD - TCG Opal Encryption 2, NVMe, Performance",Win 11 Pro - français,"Discrete Trusted Platform Module (TPM 2.0) Security Chip, lecteur d'empreintes digitales",,,Station de travail mobile - conception de charnière à 180 degrés,,,Oui
8630550,Lenovo ThinkPad P16 Gen 2 21FA,LENOVO,"Conception de charnière à 180 degrés - Intel Core i9 - 13980HX / jusqu'à 5.6 GHz - Win 11 Pro - RTX 3500 Ada - 32 Go RAM - 1 To SSD TCG Opal Encryption 2, NVMe, Performance - 16"" IPS 2560 x 1600 (WQXGA) @ 165 Hz - Wi-Fi 6E - gris tempête (haut), villosités noires (en bas) - clavier : Français - avec 3 ans de Lenovo Premier ",3637.65,"16"" 2560 x 1600 / WQXGA @ 165 Hz","Clavier, TrackPoint, UltraNav",,Français,Oui,,"Gris tempête (haut), villosités noires (en bas)",,,,,,Garantie de base - 3 ans - enlèvement et retour ¦ Garantie de base - batterie - 1 an ¦ Garantie étendue - 3 ans - sur site - temps de réponse : jour ouvré suivant,NVIDIA RTX 3500 Ada / Intel UHD Graphics,,,Langue : français / région : France,,32 Go DDR5 (2 x 16 Go),12 Go GDDR6 SDRAM,"TCO Certified Notebooks 9, ENERGY STAR EPEAT Gold, EPEAT Climate+",2.95 kg,"Intel Core i9 (13ème génération) - 13980HX / 2.2 GHz, jusqu'à 5.6 GHz / 36 Mo Cache",Lenovo TopSeller,,"Bluetooth 5.1, 802.11a/b/g/n/ac/ax (Wi-Fi 6E)",Oui,"3 ans de Lenovo Premier Support, compensation CO2 0,5 tonne","1 To SSD - TCG Opal Encryption 2, NVMe, Performance",Win 11 Pro - français,"Discrete Trusted Platform Module (TPM 2.0) Security Chip, lecteur d'empreintes digitales, lecteur de carte à puce",,,Station de travail mobile - conception de charnière à 180 degrés,,,Oui
