id,nom,marque,caracteristiques,prix,Affichage,Appareil d'entrée,Batterie,Clavier,Clavier numérique,Copilot+ PC,Couleur,Débit d'absorption spécifique (DAS),Empreinte carbone,Fonctions,Fourni avec,Fournisseur de services,Garantie du fabricant,Graphique,Indice de réparabilité,Jeu,Localisation,Microsoft Copilot,Mémoire,Mémoire vidéo,Normes environnementales,Poids,Processeur,Programme de ventes par le fabricant,Prêt pour la réalité virtuelle,Réseaux,Rétroéclairage du clavier,Services inclus,Stockage,Système d'exploitation,Sécurité,Technologie de Plate-forme,Transmission à large bande sans fil,Type de Produit,Type de tarification,Unité de traitement neural (NPU),Webcam intégrée
11785234,LENOVO,LENOVO,"Conception de charnière à 180 degrés - AMD Ryzen AI 7 PRO - 350 / jusqu'à 5 GHz - AMD PRO - Win 11 Pro - Radeon 860M - 32 Go RAM - 1 To SSD TCG Opal Encryption 2, NVMe, Performance - 14"" IPS 1920 x 1200 - Gigabit Ethernet - Wi-Fi 7, Bluetooth - noir - clavier : Français - avec 1 an d'assistance Lenovo Premier, compensation ",1435.29,"14"" 1920 x 1200 / WUXGA",,,Français,,Yes,Noir,,,,,,Garantie de base - 3 ans - enlèvement et retour ¦ Garantie limitée - batterie - 1 an ¦ Garantie de base - batterie - 1 an ¦ Garantie étendue - 1 an - sur site - temps de réponse : jour ouvré suivant,AMD Radeon 860M,,,Langue : français / région : France,,32 Go DDR5 (2 x 16 Go),,"TCO Certifié, génération 10, pour ordinateurs portables, ENERGY STAR EPEAT Gold",1.39 kg,AMD Ryzen AI 7 PRO 350 jusqu'à 5 GHz / 16 Mo Cache,Lenovo TopSeller,,"802.11a/b/g/n/ac/ax/be, Bluetooth 5.4, Gigabit Ethernet",Oui,"1 an d'assistance Lenovo Premier, compensation des émissions de CO2 de 0,5 tonne (2ème génération)","1 To SSD - TCG Opal Encryption 2, NVMe, Performance",Win 11 Pro - français,"Microsoft Pluton Trusted Platform Module (TPM 2.0) Security Chip, lecteur d'empreintes digitales, lecteur de carte à puce",AMD PRO,,Ordinateur portable - conception de charnière à 180 degrés,,AMD Ryzen AI - jusqu'à 50 TOPS,Oui
10371692,HP ZBook Firefly 14 G11 A Mobile Workstation,HP INC,"AMD Ryzen 7 - 8840HS / jusqu'à 5.1 GHz - Win 11 Pro - Radeon 780M - 32 Go RAM - 1 To SSD NVMe - 14"" IPS 1920 x 1200 - Wi-Fi 6E, Bluetooth - 4G LTE - clavier : Français - avec HP 3 ans d'assistance matérielle enlèvement et retour pour les ordinateurs portables - avec HP Wolf Pro Security Edition (1 an)",2353.0,"14"" WLED 1920 x 1200 / WUXGA @ 60 Hz","Clavier, ClickPad",3 cellules,Français,,,,,,"Capteur à effet Hall, HP Tamper Lock, capteur thermique, capteur de couleur adaptatif",HP Wolf Pro Security Edition (1 an),Service non inclus,Garantie limitée - pièces et main d'oeuvre - 1 an,AMD Radeon 780M,,,Langue : français / région : France,,32 Go DDR5 (2 x 16 Go),,ENERGY STAR,1.41 kg,"AMD Ryzen 7 8840HS / 3.3 GHz, jusqu'à 5.1 GHz / 16 Mo Cache",,,"802.11a/b/g/n/ac/ax (Wi-Fi 6E), Bluetooth 5.3",Oui,HP 3 ans d'assistance matérielle enlèvement et retour pour les ordinateurs portables,1 To SSD - NVMe,Win 11 Pro - Anglais/Français,"Trusted Platform Module (TPM 2.0) Security Chip, lecteur d'empreintes digitales, lecteur de carte à puce",,4G LTE,Station de travail mobile - AI Ready,,AMD Ryzen AI - jusqu'à 16 TOPS,Oui
11877179,Lenovo ThinkPad P14s Gen 6 21QT,LENOVO,"Intel Core Ultra 9 - 285H / jusqu'à 5.4 GHz - vPro Enterprise - Win 11 Pro - Arc Graphics 140T - 64 Go RAM - 1 To SSD TCG Opal Encryption 2, NVMe, Performance - 14.5"" IPS 3072 x 1920 (3K) @ 120 Hz - Wi-Fi 7, Bluetooth - noir - clavier : Français - avec 3 ans de support Lenovo Premier, compensation CO2 0,5 tonne (2e générati",2105.88,"14.5"" 3072 x 1920 / 3K @ 120 Hz",Clavier,,Français,,,Noir,,,,,,Garantie de base - 3 ans - enlèvement et retour ¦ Garantie de base - batterie - 1 an ¦ Garantie étendue - 3 ans - sur site - temps de réponse : jour ouvré suivant ¦ Garantie étendue - batterie - 1 an,Intel Arc Graphics 140T - jusqu'à 77 TOPS,,,Langue : français / région : France,,64 Go DDR5 (2 x 32 GB),,ENERGY STAR EPEAT Gold,1.6 kg,Intel Core Ultra 9 (Série 2) - 285H jusqu'à 5.4 GHz / 24 Mo Cache,Lenovo TopSeller,,"802.11a/b/g/n/ac/ax/be, Bluetooth 5.4",Oui,"3 ans de support Lenovo Premier, compensation CO2 0,5 tonne (2e génération)","1 To SSD - TCG Opal Encryption 2, NVMe, Performance",Win 11 Pro - Anglais/Français,"Discrete Trusted Platform Module (TPM 2.0) Security Chip, lecteur d'empreintes digitales, lecteur de carte à puce",Intel vPro Enterprise,,Station de travail mobile,,Intel AI Boost - jusqu'à 13 TOPS,Oui
11877192,Lenovo ThinkPad P16v Gen 3 21RS,LENOVO,"Intel Core Ultra 9 - 285H / jusqu'à 5.4 GHz - vPro Enterprise - Win 11 Pro - RTX PRO 2000 Blackwell - 32 Go RAM - 1 To SSD TCG Opal Encryption 2, NVMe, Performance - 16"" IPS 1920 x 1200 - Wi-Fi 7, Bluetooth - noir - clavier : Français - avec 3 ans de support Lenovo Premier, compensation CO2 0,5 tonne (2e génération)",2682.35,"16"" 1920 x 1200 / WUXGA @ 60 Hz",Clavier,,Français,Oui,,Noir,,,,,,Garantie de base - 3 ans - enlèvement et retour ¦ Garantie de base - batterie - 1 an ¦ Garantie étendue - 3 ans - sur site - temps de réponse : jour ouvré suivant ¦ Garantie étendue - batterie - 1 an,NVIDIA RTX PRO 2000 Blackwell / Intel Arc 140T,,,Langue : français / région : France,,32 Go DDR5 (2 x 16 Go),8 Go GDDR7 SDRAM,ENERGY STAR EPEAT Gold,2.1 kg,Intel Core Ultra 9 (Série 2) - 285H jusqu'à 5.4 GHz / 24 Mo Cache,Lenovo TopSeller,,"802.11a/b/g/n/ac/ax/be, Bluetooth 5.4",Oui,"3 ans de support Lenovo Premier, compensation CO2 0,5 tonne (2e génération)","1 To SSD - TCG Opal Encryption 2, NVMe, Performance",Win 11 Pro - Anglais/Français,"Discrete Trusted Platform Module (TPM 2.0) Security Chip, lecteur d'empreintes digitales",Intel vPro Enterprise,,Station de travail mobile,,Intel AI Boost - jusqu'à 13 TOPS,Oui
10308283,Dell Precision 3591,DELL,"Intel Core Ultra 7 - 155H / jusqu'à 4.8 GHz - Win 11 Pro - RTX 500 Ada - 16 Go RAM - 512 Go SSD NVMe, Class 35 - 15.6"" IPS 1920 x 1080 (Full HD) - Gigabit Ethernet - Wi-Fi 6E - gris - BTP - avec 3 ans de service de base sur site après un diagnostic à distance avec assistance uniquement matérielle",1640.85,"15.6"" 1920 x 1080 / Full HD @ 60 Hz - 141 ppi","Clavier, Pavé tactile",4 cellules,,Oui,,Gris,,120 kg d'émissions de carbone,"Accéléromètre, détecteur de lumière ambiante",,,,NVIDIA RTX 500 Ada,6.9 (sur 10),,,,16 Go DDR5 (1 x 16 GB),4 Go GDDR6 SDRAM,ENERGY STAR EPEAT Gold,1.79 kg,"Intel Core Ultra 7 (Série 1) - 155H / 1.4 GHz, jusqu'à 4.8 GHz / 24 Mo Cache",Dell Smart Selection,,"Bluetooth, 802.11a/b/g/n/ac/ax (Wi-Fi 6E), Gigabit Ethernet",Oui,3 ans de service de base sur site après un diagnostic à distance avec assistance uniquement matérielle,"512 Go SSD - NVMe, Class 35",Win 11 Pro - néerlandais / anglais / français / allemand / italien,"Discrete Trusted Platform Module (TPM 2.0) Security Chip, lecteur de carte à puce",,,Station de travail mobile - AI Ready,Build To Plan (BTP),Intel AI Boost,Oui
11919043,HP,HP INC,HP ZB8G1ak4 RA7P350 14 16GB/1T PC France - French localization,1821.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11919061,HP,HP INC,HP ZB8G1ak4 RA7P350 14 32GB/1T PC France - French localization,1933.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11919049,HP,HP INC,HP ZB8G1i14 U7 255H 14 32GB/1T PC France - French localization,2276.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11919051,HP,HP INC,HP ZB8G1i14 U7 255H 14 16GB/1T PC France - French localization,2164.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11803625,Lenovo ThinkPad P16s Gen 4 21RX,LENOVO,"Conception de charnière à 180 degrés - AMD Ryzen AI 9 HX PRO - 370 / jusqu'à 5.1 GHz - AMD PRO - Win 11 Pro - Radeon 890M - 64 Go RAM - 1 To SSD TCG Opal Encryption 2, NVMe, Performance - 16"" IPS 1920 x 1200 - Gigabit Ethernet - Wi-Fi 7, Bluetooth - évolutif 5G - noir - clavier : Français - avec 1 an d'assistance Lenovo Pre",1917.65,"16"" 1920 x 1200 / WUXGA",,,Français,Oui,Yes,Noir,,,,,,Garantie de base - 3 ans - enlèvement et retour ¦ Garantie limitée - batterie - 1 an ¦ Garantie de base - batterie - 1 an ¦ Garantie étendue - 1 an - sur site - temps de réponse : jour ouvré suivant,AMD Radeon 890M,,,Langue : français / région : France,,64 Go DDR5 (2 x 32 GB),,"TCO Certifié, génération 10, pour ordinateurs portables, ENERGY STAR EPEAT Gold",1.71 kg,"AMD Ryzen AI 9 HX PRO 370 / 2 GHz, jusqu'à 5.1 GHz / 24 Mo Cache",Lenovo TopSeller,,"802.11a/b/g/n/ac/ax/be, Bluetooth 5.4, Gigabit Ethernet",Oui,"1 an d'assistance Lenovo Premier, compensation des émissions de CO2 de 0,5 tonne (2ème génération)","1 To SSD - TCG Opal Encryption 2, NVMe, Performance",Win 11 Pro - français,"Microsoft Pluton Trusted Platform Module (TPM 2.0) Security Chip, lecteur d'empreintes digitales, lecteur de carte à puce",AMD PRO,Évolutif 5G,Ordinateur portable - conception de charnière à 180 degrés,,AMD Ryzen AI - jusqu'à 50 TOPS,Oui
11785235,Lenovo ThinkPad P14s Gen 6 21RV,LENOVO,"Conception de charnière à 180 degrés - AMD Ryzen AI 9 - 370 / jusqu'à 5.1 GHz - AMD PRO - Win 11 Pro - Radeon 890M - 64 Go RAM - 1 To SSD TCG Opal Encryption 2, NVMe, Performance - 14"" IPS 1920 x 1200 - Gigabit Ethernet - Wi-Fi 7, Bluetooth - évolutif 5G - noir - clavier : Français - avec 3 ans de support Lenovo Premier, co",1882.35,"14"" 1920 x 1200 / WUXGA",,,Français,,,Noir,,,,,,Garantie de base - 3 ans - enlèvement et retour ¦ Garantie limitée - batterie - 1 an ¦ Garantie de base - batterie - 1 an ¦ Garantie étendue - 3 ans - sur site - temps de réponse : jour ouvré suivant,AMD Radeon 890M,,,Langue : français / région : France,,64 Go DDR5 (2 x 32 GB),,"TCO Certifié, génération 10, pour ordinateurs portables, ENERGY STAR EPEAT Gold",1.39 kg,"AMD Ryzen AI 9 370 / 2 GHz, jusqu'à 5.1 GHz / 24 Mo Cache",Lenovo TopSeller,,"802.11a/b/g/n/ac/ax/be, Bluetooth 5.4, Gigabit Ethernet",Oui,"3 ans de support Lenovo Premier, compensation CO2 0,5 tonne (2e génération)","1 To SSD - TCG Opal Encryption 2, NVMe, Performance",Win 11 Pro - français,"Microsoft Pluton Trusted Platform Module (TPM 2.0) Security Chip, lecteur d'empreintes digitales, lecteur de carte à puce",AMD PRO,Évolutif 5G,Ordinateur portable - conception de charnière à 180 degrés,,AMD Ryzen AI - jusqu'à 50 TOPS,Oui
11877190,Lenovo ThinkPad P16s Gen 4 21QV,LENOVO,"Intel Core Ultra 9 - 285H / jusqu'à 5.4 GHz - vPro Enterprise - Win 11 Pro - Arc Graphics 140T - 64 Go RAM - 1 To SSD TCG Opal Encryption 2, NVMe, Performance - 16"" IPS 1920 x 1200 - Wi-Fi 7, Bluetooth - noir - clavier : Français - avec 3 ans de support Lenovo Premier, compensation CO2 0,5 tonne (2e génération)",1976.47,"16"" 1920 x 1200 / WUXGA @ 60 Hz",Clavier,,Français,Oui,,Noir,,,,,,Garantie de base - 3 ans - enlèvement et retour ¦ Garantie de base - batterie - 1 an ¦ Garantie étendue - 3 ans - sur site - temps de réponse : jour ouvré suivant ¦ Garantie étendue - batterie - 1 an,Intel Arc Graphics 140T - jusqu'à 77 TOPS,,,Langue : français / région : France,,64 Go DDR5 (2 x 32 GB),,ENERGY STAR EPEAT Gold,1.82 kg,Intel Core Ultra 9 (Série 2) - 285H jusqu'à 5.4 GHz / 24 Mo Cache,Lenovo TopSeller,,"802.11a/b/g/n/ac/ax/be, Bluetooth 5.4",Oui,"3 ans de support Lenovo Premier, compensation CO2 0,5 tonne (2e génération)","1 To SSD - TCG Opal Encryption 2, NVMe, Performance",Win 11 Pro - Anglais/Français,"Discrete Trusted Platform Module (TPM 2.0) Security Chip, lecteur d'empreintes digitales, lecteur de carte à puce",Intel vPro Enterprise,,Station de travail mobile,,Intel AI Boost - jusqu'à 13 TOPS,Oui
10308284,Dell Precision 3590,DELL,"Intel Core Ultra 7 - 165H / jusqu'à 5 GHz - Win 11 Pro - RTX 500 Ada - 16 Go RAM - 512 Go SSD NVMe, Class 35 - 15.6"" IPS 1920 x 1080 (Full HD) - Gigabit Ethernet - Wi-Fi 6E - gris - BTP - avec 3 ans de service de base sur site après un diagnostic à distance avec assistance uniquement matérielle",1671.88,"15.6"" 1920 x 1080 / Full HD @ 60 Hz - 141 ppi","Clavier, Pavé tactile",3 cellules,,Oui,,Gris,,119 kg d'émissions de carbone,"Accéléromètre, détecteur de lumière ambiante",,,,NVIDIA RTX 500 Ada,7.4 (sur 10),,,,16 Go DDR5 (1 x 16 GB),4 Go GDDR6 SDRAM,ENERGY STAR EPEAT Gold,1.62 kg,"Intel Core Ultra 7 (Série 1) - 165H / 1.4 GHz, jusqu'à 5 GHz / 24 Mo Cache",,,"Bluetooth, 802.11a/b/g/n/ac/ax (Wi-Fi 6E), Gigabit Ethernet",Oui,3 ans de service de base sur site après un diagnostic à distance avec assistance uniquement matérielle,"512 Go SSD - NVMe, Class 35",Win 11 Pro - néerlandais / anglais / français / allemand / italien,"Discrete Trusted Platform Module (TPM 2.0) Security Chip, lecteur de carte à puce",,,Station de travail mobile - AI Ready,Build To Plan (BTP),Intel AI Boost,Oui
11919062,HP,HP INC,HP ZB8G1i16 U7 255H 16 16GB/1T PC France - French localization,2175.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8386681,Dell Precision 7780,DELL,"Intel Core i9 - 13950HX / jusqu'à 5.5 GHz - Win 11 Pro - NVIDIA RTX 3500 Ada - 32 Go RAM - 1 To SSD NVMe, Class 40 - 17.3"" 1920 x 1080 (Full HD) - Gigabit Ethernet - Wi-Fi 6E - gris - clavier : Français européen - BTP - avec 3 ans de service ProSupport de Dell",3268.92,"17.3"" 1920 x 1080 / Full HD @ 60 Hz - 127 ppi","Clavier, Pavé tactile",6 cellules,Français européen,Oui,,Gris,,510 kg d'émissions de carbone,"Accéléromètre, détecteur de lumière ambiante, Capteur de proximité, capteur à effet Hall",,,,NVIDIA RTX 3500 Ada,8.3 (sur 10),,,,32 Go DDR5 (1 x 32 Go),12 Go GDDR6 SDRAM,"TCO Certified Notebooks 9, ENERGY STAR EPEAT Gold",3.02 kg,"Intel Core i9 (13ème génération) - 13950HX / 2.2 GHz, jusqu'à 5.5 GHz / 36 Mo Cache",,,"Bluetooth, 802.11a/b/g/n/ac/ax (Wi-Fi 6E), Gigabit Ethernet",Oui,3 ans de service ProSupport de Dell,"1 To SSD - NVMe, Class 40",Win 11 Pro - Anglais /Français/Espagnol/Portugais/Italien,"Discrete Trusted Platform Module (TPM 2.0) Security Chip, lecteur de carte à puce",,,Station de travail mobile,Build To Plan (BTP),,Oui
11919052,HP,HP INC,HP ZBXG1i16 U7 255H 16 32GB/1T PC France - French localization,2753.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10520259,Lenovo ThinkPad P16v Gen 2 + ThinkPad Thunderbolt 4 WorkStation Dock,KIT,"Lenovo ThinkPad P16v Gen 2 - Intel Core Ultra 7 - 165H / jusqu'à 5 GHz - vPro Enterprise - Win 11 Pro - RTX 2000 Ada- 32 Go RAM - 1 To SSD TCG Opal Encryption 2, NVMe, Performance - 16"" IPS 1920 x 1200 - Gigabit Ethernet - Wi-Fi 6E, Bluetooth - mise à niveau possible 4G/5G - + - Lenovo ThinkPad Thunderbolt 4 WorkStation Doc",2837.35,"16"" 1920 x 1200 / WUXGA @ 60 Hz","Clavier, TrackPoint, UltraNav",,Français,Oui,,Noir,,268 kg d'émissions de carbone,,,,Garantie de base - 3 ans - enlèvement et retour ¦ Garantie de base - batterie - 1 an ¦ Garantie étendue - 3 ans - sur site - temps de réponse : jour ouvré suivant,NVIDIA RTX 2000 Ada / Intel Arc Graphics,6.4 (sur 10),,Langue : français / région : France,,32 Go DDR5 (2 x 16 Go),8 Go GDDR6 SDRAM,"TCO Certified Notebooks 9, ENERGY STAR EPEAT Gold",2.22 kg,"Intel Core Ultra 7 (Série 1) - 165H / 1.4 GHz, jusqu'à 5 GHz / 24 Mo Cache",Lenovo TopSeller,,"802.11a/b/g/n/ac/ax (Wi-Fi 6E), Bluetooth 5.3, Gigabit Ethernet",Oui,"3 ans de support Lenovo Premier, compensation CO2 0,5 tonne (2e génération)","1 To SSD - TCG Opal Encryption 2, NVMe, Performance",Win 11 Pro - français,"Discrete Trusted Platform Module (TPM 2.0) Security Chip, lecteur d'empreintes digitales",Intel vPro Enterprise,Mise à niveau possible 4G/5G,Station de travail mobile - AI Ready,,Intel AI Boost - jusqu'à 11 TOPS,Oui
10305646,Lenovo ThinkPad P16v Gen 2 21KX,LENOVO,"Intel Core Ultra 7 - 165H / jusqu'à 5 GHz - vPro Enterprise - Win 11 Pro - RTX 2000 Ada - 32 Go RAM - 1 To SSD TCG Opal Encryption 2, NVMe, Performance - 16"" IPS 1920 x 1200 - Gigabit Ethernet - Wi-Fi 6E, Bluetooth - mise à niveau possible 4G/5G - noir - clavier : Français - avec 3 ans de support Lenovo Premier, compensatio",2462.35,"16"" 1920 x 1200 / WUXGA @ 60 Hz","Clavier, TrackPoint, UltraNav",,Français,Oui,,Noir,,268 kg d'émissions de carbone,,,,Garantie de base - 3 ans - enlèvement et retour ¦ Garantie de base - batterie - 1 an ¦ Garantie étendue - 3 ans - sur site - temps de réponse : jour ouvré suivant,NVIDIA RTX 2000 Ada / Intel Arc Graphics,6.4 (sur 10),,Langue : français / région : France,,32 Go DDR5 (2 x 16 Go),8 Go GDDR6 SDRAM,"TCO Certified Notebooks 9, ENERGY STAR EPEAT Gold",2.22 kg,"Intel Core Ultra 7 (Série 1) - 165H / 1.4 GHz, jusqu'à 5 GHz / 24 Mo Cache",Lenovo TopSeller,,"802.11a/b/g/n/ac/ax (Wi-Fi 6E), Bluetooth 5.3, Gigabit Ethernet",Oui,"3 ans de support Lenovo Premier, compensation CO2 0,5 tonne (2e génération)","1 To SSD - TCG Opal Encryption 2, NVMe, Performance",Win 11 Pro - français,"Discrete Trusted Platform Module (TPM 2.0) Security Chip, lecteur d'empreintes digitales",Intel vPro Enterprise,Mise à niveau possible 4G/5G,Station de travail mobile - AI Ready,,Intel AI Boost - jusqu'à 11 TOPS,Oui
11891791,Dell Pro Max 18 Plus MB18250,DELL,"Intel Core Ultra 9 - 285HX / jusqu'à 5.5 GHz - vPro Enterprise - Win 11 Pro - RTX PRO 3000 Blackwell - 32 Go RAM - 1 To SSD SED, Performance, TLC, Class 40, NVMe - 18"" 2560 x 1600 (QHD+) @ 120 Hz - 2.5 Gigabit Ethernet - Wi-Fi 7, NFC - magnétite - BTP - avec 3 ans de service ProSupport de Dell",3859.06,"18"" 2560 x 1600 / QHD+ @ 120 Hz - 168 ppi","Clavier, Pavé tactile",6 cellules,,Oui,,Magnétite,0.994 W/kg (body) ¦ 0.994 W/kg (membre),207 kg d'émissions de carbone,"Accéléromètre, capteur gyroscopique, capteur de luminosité, capteur à effet Hall",,,,NVIDIA RTX PRO 3000 Blackwell / Intel Graphics - jusqu'à 8 TOPS,7.8 (sur 10),,,,32 Go DDR5 (2 x 16 Go),12 Go GDDR7 SDRAM,,3.25 kg,"Intel Core Ultra 9 (Série 2) - 285HX / 2.8 GHz, jusqu'à 5.5 GHz / 36 Mo Cache",Dell Smart Selection,,"Bluetooth, 802.11a/b/g/n/ac/ax/be, NFC, 2.5 Gigabit Ethernet",Oui,3 ans de service ProSupport de Dell,"1 To SSD - SED, Performance, TLC, Class 40, NVMe",Win 11 Pro,"Discrete Trusted Platform Module (TPM 2.0) Security Chip, lecteur d'empreintes digitales, lecteur de carte à puce, lecteur de carte à puce sans contact",Intel vPro Enterprise,,Station de travail mobile,Build To Plan (BTP),Intel AI Boost - jusqu'à 13 TOPS,Oui
11891792,Dell Pro Max 18 Plus MB18250,DELL,"Intel Core Ultra 7 - 265HX / jusqu'à 5.3 GHz - vPro Enterprise - Win 11 Pro - RTX PRO 2000 Blackwell - 32 Go RAM - 1 To SSD SED, TLC, Class 40, NVMe, Performance - 18"" 2560 x 1600 (QHD+) @ 120 Hz - 2.5 Gigabit Ethernet - Wi-Fi 7, NFC - magnétite - BTP - avec 3 ans de service ProSupport de Dell",2989.12,"18"" 2560 x 1600 / QHD+ @ 120 Hz - 168 ppi","Clavier, Pavé tactile",6 cellules,,Oui,,Magnétite,0.994 W/kg (body) ¦ 0.994 W/kg (membre),207 kg d'émissions de carbone,"Accéléromètre, capteur gyroscopique, capteur de luminosité, capteur à effet Hall",,,,NVIDIA RTX PRO 2000 Blackwell / Intel Graphics - jusqu'à 8 TOPS,7.8 (sur 10),,,,32 Go DDR5 (2 x 16 Go),8 Go GDDR7 SDRAM,,3.25 kg,"Intel Core Ultra 7 (Série 2) - 265HX / 2.6 GHz, jusqu'à 5.3 GHz / 30 Mo Cache",Dell Smart Selection,,"Bluetooth, 802.11a/b/g/n/ac/ax/be, NFC, 2.5 Gigabit Ethernet",Oui,3 ans de service ProSupport de Dell,"1 To SSD - SED, TLC, Class 40, NVMe, Performance",Win 11 Pro,"Discrete Trusted Platform Module (TPM 2.0) Security Chip, lecteur d'empreintes digitales, lecteur de carte à puce, lecteur de carte à puce sans contact",Intel vPro Enterprise,,Station de travail mobile,Build To Plan (BTP),Intel AI Boost - jusqu'à 13 TOPS,Oui
11891786,Dell Pro Max 16 Plus MB16250,DELL,"Intel Core Ultra 7 - 265HX / jusqu'à 5.3 GHz - vPro Enterprise - Win 11 Pro - RTX PRO 2000 Blackwell - 32 Go RAM - 1 To SSD SED, Class 40, NVMe, Performance - 16"" 1920 x 1200 (Full HD Plus) @ 120 Hz - 2.5 Gigabit Ethernet - Wi-Fi 7, NFC - magnétite - BTP - avec 3 ans de service ProSupport de Dell",2860.55,"16"" 1920 x 1200 / Full HD Plus @ 120 Hz - 141 ppi","Clavier, Pavé tactile",6 cellules,,Oui,,Magnétite,0.778 W/kg (body) ¦ 0.778 W/kg (membre),202 kg d'émissions de carbone,"Accéléromètre, capteur gyroscopique, capteur de luminosité, capteur à effet Hall",,,,NVIDIA RTX PRO 2000 Blackwell / Intel Graphics - jusqu'à 8 TOPS,7.6 (sur 10),,,,32 Go DDR5 (2 x 16 Go),8 Go GDDR7 SDRAM,,2.55 kg,"Intel Core Ultra 7 (Série 2) - 265HX / 2.6 GHz, jusqu'à 5.3 GHz / 30 Mo Cache",Dell Smart Selection,,"Bluetooth, 802.11a/b/g/n/ac/ax/be, NFC, 2.5 Gigabit Ethernet",Oui,3 ans de service ProSupport de Dell,"1 To SSD - SED, Class 40, NVMe, Performance",Win 11 Pro,"Discrete Trusted Platform Module (TPM 2.0) Security Chip, lecteur d'empreintes digitales, lecteur de carte à puce, lecteur de carte à puce sans contact",Intel vPro Enterprise,,Station de travail mobile,Build To Plan (BTP),Intel AI Boost - jusqu'à 13 TOPS,Oui
11891788,Dell Pro Max 18 Plus MB18250,DELL,"Intel Core Ultra 7 - 265HX / jusqu'à 5.3 GHz - vPro Enterprise - Win 11 Pro - RTX PRO 3000 Blackwell - 32 Go RAM - 1 To SSD SED, TLC, Class 40, NVMe, Performance - 18"" 2560 x 1600 (QHD+) @ 120 Hz - 2.5 Gigabit Ethernet - Wi-Fi 7, NFC - magnétite - BTP - avec 3 ans de service ProSupport de Dell",3534.14,"18"" 2560 x 1600 / QHD+ @ 120 Hz - 168 ppi","Clavier, Pavé tactile",6 cellules,,Oui,,Magnétite,0.994 W/kg (body) ¦ 0.994 W/kg (membre),207 kg d'émissions de carbone,"Accéléromètre, capteur gyroscopique, capteur de luminosité, capteur à effet Hall",,,,NVIDIA RTX PRO 3000 Blackwell / Intel Graphics - jusqu'à 8 TOPS,7.8 (sur 10),,,,32 Go DDR5 (2 x 16 Go),12 Go GDDR7 SDRAM,,3.25 kg,"Intel Core Ultra 7 (Série 2) - 265HX / 2.6 GHz, jusqu'à 5.3 GHz / 30 Mo Cache",Dell Smart Selection,,"Bluetooth, 802.11a/b/g/n/ac/ax/be, NFC, 2.5 Gigabit Ethernet",Oui,3 ans de service ProSupport de Dell,"1 To SSD - SED, TLC, Class 40, NVMe, Performance",Win 11 Pro,"Discrete Trusted Platform Module (TPM 2.0) Security Chip, lecteur d'empreintes digitales, lecteur de carte à puce, lecteur de carte à puce sans contact",Intel vPro Enterprise,,Station de travail mobile,Build To Plan (BTP),Intel AI Boost - jusqu'à 13 TOPS,Oui
11891789,Dell Pro Max 16 Plus MB16250,DELL,"Intel Core Ultra 7 - 265HX / jusqu'à 5.3 GHz - vPro Enterprise - Win 11 Pro - RTX PRO 3000 Blackwell - 32 Go RAM - 1 To SSD SED, Class 40, NVMe, Performance - 16"" 1920 x 1200 (Full HD Plus) @ 120 Hz - 2.5 Gigabit Ethernet - Wi-Fi 7, NFC - magnétite - BTP - avec 3 ans de service ProSupport de Dell",3405.57,"16"" 1920 x 1200 / Full HD Plus @ 120 Hz - 141 ppi","Clavier, Pavé tactile",6 cellules,,Oui,,Magnétite,0.778 W/kg (body) ¦ 0.778 W/kg (membre),202 kg d'émissions de carbone,"Accéléromètre, capteur gyroscopique, capteur de luminosité, capteur à effet Hall",,,,NVIDIA RTX PRO 3000 Blackwell / Intel Graphics - jusqu'à 8 TOPS,7.6 (sur 10),,,,32 Go DDR5 (2 x 16 Go),12 Go GDDR7 SDRAM,,2.55 kg,"Intel Core Ultra 7 (Série 2) - 265HX / 2.6 GHz, jusqu'à 5.3 GHz / 30 Mo Cache",Dell Smart Selection,,"Bluetooth, 802.11a/b/g/n/ac/ax/be, NFC, 2.5 Gigabit Ethernet",Oui,3 ans de service ProSupport de Dell,"1 To SSD - SED, Class 40, NVMe, Performance",Win 11 Pro,"Discrete Trusted Platform Module (TPM 2.0) Security Chip, lecteur d'empreintes digitales, lecteur de carte à puce, lecteur de carte à puce sans contact",Intel vPro Enterprise,,Station de travail mobile,Build To Plan (BTP),Intel AI Boost - jusqu'à 13 TOPS,Oui
